p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
FYB1	7.65483586741322e-08	0.180894932877677	0.901	0.82	0.00167572011973543	RA_BT	FYB1
STAT5B	1.56612230202393e-07	0.229895116658634	0.434	0.26	0.00342839833136058	RA_BT	STAT5B
GPR171	1.7146942340129e-07	0.19451967752405	0.173	0.063	0.00375363714767764	RA_BT	GPR171
SESN3	1.85738671566448e-07	0.243214186128326	0.309	0.163	0.0040660052592611	RA_BT	SESN3
SATB1	2.68561507854745e-07	0.194934616748314	0.188	0.074	0.00587907996844822	RA_BT	SATB1
CREM	2.69847332977624e-07	0.257951950115423	0.588	0.415	0.00590722796621316	RA_BT	CREM
NARF	3.60566544839751e-07	0.230619384142866	0.463	0.296	0.007893162233087	RA_BT	NARF
TUT4	5.35484352228195e-07	0.238572542468301	0.467	0.303	0.0117222879546274	RA_BT	TUT4
PABPC1	6.1258565868989e-07	0.175039712879155	0.86	0.773	0.0134101126543804	RA_BT	PABPC1
CEP78	6.82146661127435e-07	0.164720203471702	0.176	0.067	0.0149328725587407	RA_BT	CEP78
SARAF	8.03696537764158e-07	0.123283580840709	0.949	0.925	0.0175937209081952	RA_BT	SARAF
MIR4435-2HG	8.14423699248329e-07	0.222399368880811	0.724	0.621	0.0178285492002452	RA_BT	MIR4435-2HG
SPP1	9.58838907226398e-07	0.261970124558514	0.485	0.337	0.0209899425180931	RA_BT	SPP1
GIMAP4	1.04604482879258e-06	0.246175207979134	0.537	0.375	0.0228989673470985	RA_BT	GIMAP4
PIM1	1.29790472966396e-06	0.227985947024048	0.592	0.439	0.0284124324370737	RA_BT	PIM1
S100A8	1.46142531828386e-06	0.196679955737833	0.246	0.119	0.0319920616425519	RA_BT	S100A8
RPL36A	1.48310975780284e-06	0.186391924859808	0.787	0.666	0.0324667557080619	RA_BT	RPL36A
CBX1	1.52181733999489e-06	0.164935026301813	0.221	0.102	0.0333141033898282	RA_BT	CBX1
DGKA	1.73665149743368e-06	0.220162944129282	0.474	0.324	0.0380170379303206	RA_BT	DGKA
CEP128	2.28570274618335e-06	0.132451485401299	0.173	0.069	0.0500363188166998	RA_BT	CEP128
SCAF11	2.29241918309197e-06	0.195009740634712	0.724	0.592	0.0501833483370663	RA_BT	SCAF11
PPP2R5C	2.834291339992e-06	0.208813743384984	0.728	0.602	0.0620454717237649	RA_BT	PPP2R5C
CNOT6L	2.99921122081811e-06	0.223165991757611	0.562	0.425	0.0656557328349293	RA_BT	CNOT6L
ETS1	3.14389390288982e-06	0.135886669016775	0.904	0.854	0.0688229814281611	RA_BT	ETS1
PDE7A	3.27893013314872e-06	0.182434595707967	0.261	0.135	0.0717790595447586	RA_BT	PDE7A
RPL7	3.97061673165391e-06	0.101594040586546	0.982	0.945	0.0869207708726358	RA_BT	RPL7
RPL31	4.29766553553055e-06	0.159763062551921	0.882	0.781	0.0940801962382993	RA_BT	RPL31
MX2	4.30560802371758e-06	0.225116664887684	0.294	0.168	0.0942540652472015	RA_BT	MX2
LEF1	5.06990593560113e-06	0.20065313164708	0.353	0.202	0.110985310836244	RA_BT	LEF1
LINC00513	5.32184507290551e-06	0.199728414753746	0.371	0.224	0.116500510490975	RA_BT	LINC00513
P2RY8	6.92499424296059e-06	0.18207433499647	0.213	0.103	0.15159504897265	RA_BT	P2RY8
KDM7A	6.95736952553535e-06	0.16334453109151	0.21	0.1	0.152303776283494	RA_BT	KDM7A
TC2N	7.0220153245108e-06	0.129908688960931	0.162	0.066	0.153718937468866	RA_BT	TC2N
F2R	7.66492462747531e-06	0.115138677188061	0.121	0.041	0.167792865020062	RA_BT	F2R
AAK1	7.67141938077977e-06	0.196037956872439	0.665	0.528	0.16793504166465	RA_BT	AAK1
LRRC75A	9.80082483198434e-06	0.166169347059047	0.257	0.136	0.214549856396969	RA_BT	LRRC75A
EPB41	1.03905000821438e-05	0.201084646866419	0.592	0.439	0.22745843729821	RA_BT	EPB41
IKZF1	1.04450815301772e-05	0.188474373107782	0.717	0.589	0.228653279777108	RA_BT	IKZF1
VCAN	1.13579011526005e-05	0.101724964304282	0.103	0.031	0.248635814131578	RA_BT	VCAN
WIPF2	1.18977098900901e-05	0.169716179665178	0.268	0.144	0.260452767203962	RA_BT	WIPF2
UQCRB	1.37072306063567e-05	0.137043995174921	0.919	0.84	0.300064985203755	RA_BT	UQCRB
UTRN	1.39634846340483e-05	0.192832508468539	0.39	0.249	0.30567464212395	RA_BT	UTRN
STAT6	1.56713758781315e-05	0.153038338401393	0.21	0.105	0.343062089348177	RA_BT	STAT6
RB1	1.66860926837617e-05	0.136765532421083	0.184	0.083	0.365275254940227	RA_BT	RB1
RGS1	1.97558728247046e-05	0.222660698659453	0.533	0.404	0.432475812005607	RA_BT	RGS1
TRIM25	2.01595001652315e-05	0.134966674206452	0.158	0.067	0.441311618117083	RA_BT	TRIM25
JARID2	2.11083800214553e-05	0.163302731145392	0.224	0.118	0.462083547049679	RA_BT	JARID2
RPS12	2.55300239735574e-05	0.0496257302280272	0.996	0.991	0.558877754805145	RA_BT	RPS12
PTPRC	2.79671669429279e-05	0.0823918754697186	1	0.97	0.612229251547635	RA_BT	PTPRC
RPL23	2.94343959710881e-05	0.09648624528296	0.949	0.925	0.644348362203089	RA_BT	RPL23
RPS11	2.97655250465834e-05	0.0760835095750014	0.985	0.967	0.651597108794758	RA_BT	RPS11
HSBP1L1	3.1226260026713e-05	0.0887998737871548	0.081	0.022	0.683574058244774	RA_BT	HSBP1L1
GBP4	3.1337466053889e-05	0.190456275755941	0.404	0.266	0.686008469385684	RA_BT	GBP4
HDAC4	3.17638909248562e-05	0.152661694036943	0.243	0.132	0.695343336236026	RA_BT	HDAC4
MCL1	3.27330690987329e-05	0.139613484903274	0.864	0.776	0.716559615640363	RA_BT	MCL1
ARHGEF1	3.30171629938021e-05	0.180910813645654	0.64	0.473	0.722778715097321	RA_BT	ARHGEF1
CPOX	3.31275234511818e-05	0.108164891346906	0.114	0.041	0.725194615869822	RA_BT	CPOX
PDE4B	3.33300837917493e-05	0.200697387997669	0.456	0.335	0.729628864285183	RA_BT	PDE4B
MX1	3.35633264161134e-05	0.196245950727307	0.401	0.259	0.734734778575139	RA_BT	MX1
PCSK7	3.43278940270931e-05	0.191338912307235	0.702	0.563	0.751471928147095	RA_BT	PCSK7
PRKCB	3.77814852698272e-05	0.163744777044507	0.246	0.136	0.827074494041787	RA_BT	PRKCB
NMI	3.98923213128153e-05	0.165758166527467	0.294	0.172	0.873282805858839	RA_BT	NMI
SFPQ	4.001300541374e-05	0.181039866933359	0.581	0.459	0.875924701512181	RA_BT	SFPQ
IKZF3	4.01931259482805e-05	0.187043882782693	0.691	0.556	0.879867720133807	RA_BT	IKZF3
USP8	4.15552067276557e-05	0.20288891014921	0.456	0.32	0.909685030475111	RA_BT	USP8
RPL37A	4.21774239597259e-05	0.0655527946874843	0.982	0.969	0.92330598790236	RA_BT	RPL37A
RNMT	4.24503685136128e-05	0.180260863653306	0.408	0.268	0.929281017131497	RA_BT	RNMT
RPL30	4.26389101767312e-05	0.0473814789558977	0.996	0.994	0.933408382678823	RA_BT	RPL30
THADA	4.55835075146773e-05	0.190724105661564	0.283	0.169	0.997868563003802	RA_BT	THADA
TPR	4.79945469929921e-05	0.194008528946581	0.713	0.582	1	RA_BT	TPR
CCR7	5.32057159777972e-05	0.194886620130576	0.272	0.16	1	RA_BT	CCR7
CCL2	5.60380947583448e-05	0.148091065774374	0.162	0.075	1	RA_BT	CCL2
LGALS8	5.62727296428316e-05	0.170382378172618	0.312	0.191	1	RA_BT	LGALS8
LEPROTL1	5.72684996222243e-05	0.153309087085627	0.827	0.726	1	RA_BT	LEPROTL1
IRF1	5.97274075101026e-05	0.184465045165324	0.713	0.553	1	RA_BT	IRF1
AKNA	6.06123422093813e-05	0.183474998047096	0.515	0.381	1	RA_BT	AKNA
HELB	6.34158495711677e-05	0.172974799484947	0.335	0.213	1	RA_BT	HELB
AC016831.5	6.4490963118425e-05	0.196031148176229	0.544	0.428	1	RA_BT	AC016831.5
TPT1	6.71760476434026e-05	0.0387233590639608	1	0.994	1	RA_BT	TPT1
MPRIP	6.8091536333518e-05	0.186317944393684	0.29	0.172	1	RA_BT	MPRIP
RHOH	6.92132393822031e-05	0.180956932587819	0.588	0.439	1	RA_BT	RHOH
KIAA1551	7.12054201213596e-05	0.181390663826403	0.636	0.522	1	RA_BT	KIAA1551
SULT1A3	7.40922878150587e-05	0.0560294906338649	0.062	0.014	1	RA_BT	SULT1A3
JAK3	7.71096272012963e-05	0.180086234565592	0.507	0.356	1	RA_BT	JAK3
APOL6	7.82670319446159e-05	0.173741027432572	0.445	0.307	1	RA_BT	APOL6
MAP3K1	7.8305373468859e-05	0.169957143379233	0.449	0.298	1	RA_BT	MAP3K1
F5	7.83375366286341e-05	0.203190441717875	0.43	0.318	1	RA_BT	F5
FCMR	8.02787072201418e-05	0.198329559402303	0.485	0.368	1	RA_BT	FCMR
RPL32	8.62178865157e-05	0.0400876661453058	0.993	0.995	1	RA_BT	RPL32
NEAT1	8.97876513186795e-05	0.0882194186135474	0.989	0.983	1	RA_BT	NEAT1
SBNO2	9.16085033216309e-05	0.177257382329191	0.324	0.208	1	RA_BT	SBNO2
POLR3E	9.32366308776403e-05	0.137454038648851	0.202	0.105	1	RA_BT	POLR3E
CHMP7	9.58588722989529e-05	0.140698112006559	0.246	0.138	1	RA_BT	CHMP7
HELZ	0.000100819308905822	0.152448473074525	0.32	0.202	1	RA_BT	HELZ
TTYH2	0.000102623361576145	0.0508917622068249	0.029	0.002	1	RA_BT	TTYH2
TRBC1	0.000102928105688156	0.227717596567934	0.632	0.511	1	RA_BT	TRBC1
MAGI3	0.000103989616947588	0.041911837650276	0.029	0.002	1	RA_BT	MAGI3
TNFRSF25	0.000104751244465914	0.188535103726389	0.526	0.389	1	RA_BT	TNFRSF25
SBF1	0.000109768115647193	0.138782773853541	0.21	0.111	1	RA_BT	SBF1
FCRL3	0.000121590507398795	0.110491757310217	0.118	0.047	1	RA_BT	FCRL3
ARID4B	0.000131843394766279	0.164802415928399	0.699	0.575	1	RA_BT	ARID4B
GCC2	0.000143337615648219	0.171410861050186	0.647	0.511	1	RA_BT	GCC2
DDX3X	0.000145070326234345	0.154848175354582	0.728	0.608	1	RA_BT	DDX3X
IFI16	0.000151999282176239	0.144408732066195	0.768	0.682	1	RA_BT	IFI16
SLC25A37	0.000163686475492966	0.124802961909239	0.162	0.08	1	RA_BT	SLC25A37
PRDM2	0.000165934401237099	0.15906357303453	0.5	0.357	1	RA_BT	PRDM2
SSTR3	0.000169356420256809	0.031747367833933	0.022	0	1	RA_BT	SSTR3
RGL1	0.000169356420256809	0.0315180243944295	0.022	0	1	RA_BT	RGL1
STT3B	0.000171071362194624	0.153500192460082	0.309	0.199	1	RA_BT	STT3B
AC005224.4	0.000171351446962109	0.0764199410893028	0.074	0.022	1	RA_BT	AC005224.4
TMEM123	0.000173579681929494	0.160497252493536	0.629	0.531	1	RA_BT	TMEM123
XAF1	0.000181910390658416	0.210184365599781	0.412	0.298	1	RA_BT	XAF1
SELL	0.000185730821237727	0.166125689810978	0.732	0.649	1	RA_BT	SELL
AC119396.1	0.000197089288736101	0.0643858181375974	0.048	0.009	1	RA_BT	AC119396.1
JOSD1	0.000210980286730277	0.147621369045667	0.327	0.208	1	RA_BT	JOSD1
STAT3	0.000211631437854182	0.172108609486952	0.665	0.503	1	RA_BT	STAT3
CYLD	0.000217816497274161	0.16037409681744	0.695	0.602	1	RA_BT	CYLD
CHI3L2	0.000219171949518824	0.0498611409584041	0.04	0.006	1	RA_BT	CHI3L2
ARHGAP45	0.000235946749420434	0.161017249216029	0.463	0.332	1	RA_BT	ARHGAP45
BTG2	0.000263869552088283	0.159904715022271	0.438	0.312	1	RA_BT	BTG2
WIPF1	0.000266842718135747	0.173305114059144	0.57	0.453	1	RA_BT	WIPF1
KIAA1109	0.000284956608752915	0.167790272179877	0.338	0.234	1	RA_BT	KIAA1109
SOD2	0.000304372692351734	0.172341377628695	0.412	0.295	1	RA_BT	SOD2
PIK3CD	0.000313579617531361	0.129510454439975	0.228	0.132	1	RA_BT	PIK3CD
JMJD1C	0.000315157563486041	0.163841222564538	0.463	0.335	1	RA_BT	JMJD1C
ATG2A	0.000318389304306473	0.128727717865463	0.228	0.13	1	RA_BT	ATG2A
SLC12A9	0.00032182927723578	0.117532054069599	0.136	0.064	1	RA_BT	SLC12A9
DFFA	0.000324788936886989	0.118252514924127	0.184	0.099	1	RA_BT	DFFA
MLLT6	0.000326088853258354	0.162718374812365	0.426	0.312	1	RA_BT	MLLT6
ITK	0.000332540278568844	0.16373506509976	0.588	0.451	1	RA_BT	ITK
SMC1A	0.000336588679096393	0.158193625691873	0.301	0.199	1	RA_BT	SMC1A
CLDN15	0.00035193501707542	0.0602861476130109	0.059	0.016	1	RA_BT	CLDN15
USP7	0.000355793713603537	0.138803341830761	0.283	0.179	1	RA_BT	USP7
SON	0.000360236195810725	0.140479884210989	0.857	0.734	1	RA_BT	SON
GIMAP2	0.000372895478829323	0.136465495048519	0.221	0.13	1	RA_BT	GIMAP2
IL6ST	0.000381365001588301	0.176255728384151	0.335	0.226	1	RA_BT	IL6ST
MALAT1	0.000383106382691702	0.0185184030801899	1	1	1	RA_BT	MALAT1
ZMYM3	0.000384828989870395	0.0617912100165245	0.055	0.014	1	RA_BT	ZMYM3
USP9X	0.000385469548572701	0.146418118911112	0.305	0.201	1	RA_BT	USP9X
SOCS1	0.000402727268401427	0.166351902205235	0.441	0.323	1	RA_BT	SOCS1
STXBP5	0.000412352901378045	0.0732423095088046	0.081	0.028	1	RA_BT	STXBP5
SORL1	0.000428861662696947	0.154193925693319	0.327	0.212	1	RA_BT	SORL1
AC087190.1	0.000434932471834713	0.0929208352180187	0.129	0.06	1	RA_BT	AC087190.1
CEBPZ	0.000451757629530839	0.135616053458228	0.283	0.18	1	RA_BT	CEBPZ
NCOR1	0.000460551133952812	0.14727270626207	0.669	0.556	1	RA_BT	NCOR1
AHI1	0.000468636323726738	0.120773887275497	0.158	0.082	1	RA_BT	AHI1
RPL26	0.000475063203443039	0.0486174168267204	0.989	0.978	1	RA_BT	RPL26
HERC4	0.000484892394749834	0.155755886179672	0.43	0.321	1	RA_BT	HERC4
STAT1	0.000487065949602147	0.163727073639318	0.46	0.328	1	RA_BT	STAT1
TRIP11	0.000494215461165554	0.161860505489391	0.32	0.219	1	RA_BT	TRIP11
SPG11	0.000504542124565136	0.131050216757585	0.265	0.165	1	RA_BT	SPG11
MYO9B	0.000509542493838199	0.14572416397705	0.301	0.196	1	RA_BT	MYO9B
ABLIM1	0.000510667023897868	0.13314613474615	0.191	0.107	1	RA_BT	ABLIM1
ABCB7	0.000517356594809886	0.102109149114103	0.151	0.075	1	RA_BT	ABCB7
CYTOR	0.000519428027221613	0.131937948935749	0.82	0.754	1	RA_BT	CYTOR
NUP50	0.00053041725402578	0.151204241740853	0.331	0.219	1	RA_BT	NUP50
GPR82	0.000539135591684318	0.159634762397547	0.276	0.177	1	RA_BT	GPR82
EDEM1	0.000550752715379571	0.149987898721147	0.254	0.163	1	RA_BT	EDEM1
TECPR1	0.00056290175609209	0.110512506702565	0.173	0.091	1	RA_BT	TECPR1
JUNB	0.000572304856599983	0.146330382158765	0.739	0.674	1	RA_BT	JUNB
NAXD	0.000589496741470201	0.10013766407242	0.114	0.052	1	RA_BT	NAXD
RNF213	0.000590602467319698	0.124257782884217	0.875	0.796	1	RA_BT	RNF213
AL133342.1	0.000599083972398132	0.0800098686350422	0.107	0.045	1	RA_BT	AL133342.1
AC104806.2	0.000601193362436954	0.0308115125071646	0.018	0	1	RA_BT	AC104806.2
AC005840.4	0.000601193362436954	0.0285851329359743	0.018	0	1	RA_BT	AC005840.4
AC091132.5	0.000606783058884576	0.0505595801812445	0.04	0.008	1	RA_BT	AC091132.5
IL17RA	0.000610384626268147	0.113109916531257	0.195	0.108	1	RA_BT	IL17RA
AL137025.1	0.000622362388239742	0.0509021376160661	0.044	0.009	1	RA_BT	AL137025.1
RFX7	0.000624977874185801	0.0963650164404914	0.136	0.066	1	RA_BT	RFX7
MCMBP	0.000634851937549425	0.119907399589817	0.213	0.124	1	RA_BT	MCMBP
RASA3	0.000642498378317434	0.132581572618346	0.246	0.154	1	RA_BT	RASA3
NPIPB5	0.000648622195218258	0.146558281472779	0.246	0.155	1	RA_BT	NPIPB5
NOCT	0.000649918129200736	0.0448040538456969	0.037	0.006	1	RA_BT	NOCT
SEPT6	0.000654234085756059	0.138316238777939	0.864	0.754	1	RA_BT	SEPT6
SUPT5H	0.000660297452224689	0.144055554554583	0.335	0.235	1	RA_BT	SUPT5H
MYC	0.000679929079971476	0.0916251037509079	0.118	0.053	1	RA_BT	MYC
GTPBP2	0.000685157304426718	0.0771427207823273	0.096	0.039	1	RA_BT	GTPBP2
NDE1	0.000686721334211769	0.121145243941768	0.228	0.138	1	RA_BT	NDE1
CPSF6	0.000695460313516371	0.124152838162963	0.25	0.155	1	RA_BT	CPSF6
GCNA	0.000696974562939394	0.0605396675647023	0.059	0.017	1	RA_BT	GCNA
NFE2L2	0.000708963241452037	0.142375451663978	0.426	0.299	1	RA_BT	NFE2L2
TPST2	0.00071674603759116	0.147910241984122	0.239	0.152	1	RA_BT	TPST2
MSL3	0.000719471280374043	0.165260950010997	0.393	0.287	1	RA_BT	MSL3
HIVEP2	0.000722849389514988	0.113625468810364	0.188	0.105	1	RA_BT	HIVEP2
CCR6	0.000730859890286825	0.136005727438999	0.243	0.149	1	RA_BT	CCR6
NFKBIZ	0.00073115432654175	0.123406065275481	0.239	0.146	1	RA_BT	NFKBIZ
DCTN1	0.000736064698921921	0.106858873072009	0.195	0.108	1	RA_BT	DCTN1
GRAMD4	0.000749634145565125	0.0994409838028056	0.125	0.06	1	RA_BT	GRAMD4
CABIN1	0.000751570934926284	0.107458004198315	0.206	0.119	1	RA_BT	CABIN1
TCF7	0.00078125853780393	0.140351356549587	0.217	0.132	1	RA_BT	TCF7
ARID5B	0.000786058652864358	0.123205528598498	0.801	0.723	1	RA_BT	ARID5B
DGCR2	0.00079656466926524	0.0765446216166419	0.125	0.058	1	RA_BT	DGCR2
MKLN1	0.000804613970924519	0.12962338201527	0.254	0.157	1	RA_BT	MKLN1
PDK1	0.000807518331666745	0.120558918668285	0.21	0.124	1	RA_BT	PDK1
IFITM1	0.000807627485443655	0.167292982760959	0.618	0.52	1	RA_BT	IFITM1
LRBA	0.000823635387962202	0.14150772993066	0.305	0.201	1	RA_BT	LRBA
TNFRSF13C	0.000855958586963667	0.0644593890380823	0.055	0.016	1	RA_BT	TNFRSF13C
USP3	0.000859228511101778	0.134907479553081	0.331	0.221	1	RA_BT	USP3
CHPT1	0.000866052768675555	0.0836276372626888	0.103	0.044	1	RA_BT	CHPT1
USP15	0.00087077619488137	0.148212033129907	0.699	0.597	1	RA_BT	USP15
PTGER2	0.000879603523960378	0.136219173761027	0.129	0.064	1	RA_BT	PTGER2
ZDHHC5	0.00095047625048876	0.0944349864405694	0.154	0.08	1	RA_BT	ZDHHC5
ZNF780B	0.000966966176688234	0.080171274687372	0.081	0.031	1	RA_BT	ZNF780B
BTN3A2	0.000976971524009546	0.14940678105689	0.618	0.508	1	RA_BT	BTN3A2
ATG16L1	0.000984370197433135	0.0886509689984853	0.129	0.063	1	RA_BT	ATG16L1
PIK3R1	0.00098692608211763	0.162835463901684	0.482	0.375	1	RA_BT	PIK3R1
ARHGAP12	0.00102778774582777	0.111764866933009	0.129	0.064	1	RA_BT	ARHGAP12
BCL2	0.00103264121172226	0.154882877264747	0.515	0.414	1	RA_BT	BCL2
ATP8B2	0.00103991751557707	0.154169966047335	0.368	0.265	1	RA_BT	ATP8B2
MED15	0.00105132488850119	0.129005061473182	0.25	0.16	1	RA_BT	MED15
GPR155	0.00107170217298584	0.151178961558179	0.471	0.346	1	RA_BT	GPR155
LCK	0.00108009669658115	0.106749307537282	0.812	0.759	1	RA_BT	LCK
ZNF800	0.00108258904613764	0.140191197631729	0.294	0.196	1	RA_BT	ZNF800
NT5C3A	0.00109453001013648	0.13911471535136	0.368	0.262	1	RA_BT	NT5C3A
ZNF331	0.00109853098494721	0.0919157481848647	0.114	0.053	1	RA_BT	ZNF331
PARP14	0.00110613726236443	0.150609755517299	0.404	0.299	1	RA_BT	PARP14
AP3M2	0.00113001622211758	0.140221762673292	0.246	0.155	1	RA_BT	AP3M2
RBL2	0.00114281513159853	0.145140184693059	0.364	0.257	1	RA_BT	RBL2
FNBP4	0.00116084989627032	0.158154125039346	0.471	0.361	1	RA_BT	FNBP4
NFATC3	0.001162848509039	0.139107159024275	0.324	0.219	1	RA_BT	NFATC3
MRPS30	0.00117879566886113	0.10901160967003	0.202	0.119	1	RA_BT	MRPS30
HIST2H2BE	0.00118852703518322	0.0363466496603899	0.022	0.002	1	RA_BT	HIST2H2BE
FYN	0.00119251121401782	0.134940242050469	0.768	0.668	1	RA_BT	FYN
OGT	0.00119288571929904	0.146784203832921	0.522	0.406	1	RA_BT	OGT
RPL13A	0.00121040029989876	0.0495635650598536	0.993	0.98	1	RA_BT	RPL13A
DOCK4	0.00121150574311568	0.0301783726637876	0.022	0.002	1	RA_BT	DOCK4
HIST1H3A	0.00121925604834528	0.0354989048010457	0.022	0.002	1	RA_BT	HIST1H3A
AHCYL1	0.00122496456847895	0.119400022266198	0.276	0.18	1	RA_BT	AHCYL1
STARD3	0.00123244739168254	0.115982068955549	0.202	0.121	1	RA_BT	STARD3
SLC35E2A	0.00125014522119608	0.10677630285658	0.136	0.071	1	RA_BT	SLC35E2A
UBL3	0.00129722430487846	0.149897746291292	0.36	0.26	1	RA_BT	UBL3
PFKFB3	0.00130013866799693	0.0970790962289888	0.143	0.075	1	RA_BT	PFKFB3
ELK4	0.00130236479800316	0.142548370520931	0.243	0.158	1	RA_BT	ELK4
RPS13	0.0013072896140714	0.0432686054033438	0.989	0.984	1	RA_BT	RPS13
CELF1	0.00132623169979619	0.129904906478931	0.434	0.32	1	RA_BT	CELF1
CAMK4	0.00132801320919533	0.146848595009894	0.29	0.199	1	RA_BT	CAMK4
ZNF91	0.00133500957261228	0.132131885584797	0.221	0.138	1	RA_BT	ZNF91
PAG1	0.00135009470165157	0.159103703184165	0.423	0.313	1	RA_BT	PAG1
ATXN1	0.00135382902267603	0.138296363402994	0.36	0.251	1	RA_BT	ATXN1
ZFP36	0.00137657526451487	0.154450428289994	0.588	0.489	1	RA_BT	ZFP36
DENND1A	0.00142425658043526	0.0638559179882476	0.059	0.019	1	RA_BT	DENND1A
ZNF615	0.00145172678431069	0.0588222680193419	0.059	0.019	1	RA_BT	ZNF615
ZNF160	0.00151175977732884	0.116979056380295	0.18	0.105	1	RA_BT	ZNF160
CLEC2D	0.0015239357230201	0.141587523891825	0.673	0.582	1	RA_BT	CLEC2D
PIAS1	0.00154923789376369	0.138565113842993	0.305	0.218	1	RA_BT	PIAS1
PPP4R2	0.0015778990051342	0.131226513363927	0.423	0.299	1	RA_BT	PPP4R2
AQR	0.00158488092702957	0.130616366773839	0.21	0.132	1	RA_BT	AQR
SNHG25	0.00159111881831916	0.0991231627021369	0.154	0.085	1	RA_BT	SNHG25
AL365203.2	0.00160961088107335	0.0597277559046086	0.055	0.017	1	RA_BT	AL365203.2
CWF19L2	0.00161118239056426	0.124811792187161	0.265	0.171	1	RA_BT	CWF19L2
NUDT6	0.0016163888649059	0.034762297086032	0.026	0.003	1	RA_BT	NUDT6
TWSG1	0.0016342801196248	0.0308741090843737	0.026	0.003	1	RA_BT	TWSG1
DDX5	0.00164998247172955	0.0935618755911869	0.978	0.925	1	RA_BT	DDX5
BTBD11	0.00165424389236878	0.0572880391809339	0.037	0.008	1	RA_BT	BTBD11
SLC23A2	0.00165424389236878	0.0434163916870635	0.037	0.008	1	RA_BT	SLC23A2
PHF10	0.00166792443909851	0.126489542551814	0.268	0.176	1	RA_BT	PHF10
TXLNA	0.00167203249813337	0.116197386027883	0.206	0.127	1	RA_BT	TXLNA
SLC2A3	0.00167355100168996	0.141982394279063	0.353	0.255	1	RA_BT	SLC2A3
FXYD1	0.00169194469443762	0.11432393584442	0.173	0.099	1	RA_BT	FXYD1
RPS8	0.00170873083349285	0.0485893655031031	0.996	0.984	1	RA_BT	RPS8
UHRF2	0.00171491227397397	0.130765371567373	0.261	0.171	1	RA_BT	UHRF2
AFF4	0.00172081253505056	0.133886794221823	0.224	0.144	1	RA_BT	AFF4
LPIN2	0.00174106862183871	0.132170625953167	0.316	0.219	1	RA_BT	LPIN2
PPP4R3B	0.00180100977699621	0.124750998478593	0.301	0.204	1	RA_BT	PPP4R3B
ATP8B1	0.00181811085986275	0.0392747928074766	0.033	0.006	1	RA_BT	ATP8B1
CCDC144A	0.00183471955439781	0.0359536965528958	0.033	0.006	1	RA_BT	CCDC144A
CCNE2	0.00184461763562852	0.0353553956074238	0.029	0.005	1	RA_BT	CCNE2
AC093827.4	0.00185989412713957	0.0439101275138099	0.033	0.006	1	RA_BT	AC093827.4
BRD4	0.00188453292142757	0.133735615524728	0.449	0.331	1	RA_BT	BRD4
LDLR	0.00188565118812216	0.134398311648285	0.29	0.197	1	RA_BT	LDLR
SMAD3	0.00188864087086082	0.0844018821147243	0.107	0.05	1	RA_BT	SMAD3
