p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
NSD3	1.4142856339282e-23	0.302371682070597	0.563	0.287	3.09601268123221e-19	RA_BT	NSD3
PNN	1.53420304666046e-23	0.303426628637532	0.667	0.388	3.35852388944442e-19	RA_BT	PNN
KIF5B	2.67281850978192e-23	0.294586231372569	0.513	0.253	5.85106699976359e-19	RA_BT	KIF5B
LY6E	4.00427507805681e-23	0.26182620826909	0.876	0.648	8.76575857337417e-19	RA_BT	LY6E
PPP1R12A	6.8751059120474e-23	0.296549699706595	0.715	0.439	1.5050294352063e-18	RA_BT	PPP1R12A
GTF2I	6.98339924985463e-23	0.284724249733304	0.48	0.237	1.52873592978568e-18	RA_BT	GTF2I
MT2A	1.60645093865713e-22	0.309022697037759	0.587	0.336	3.51668174981433e-18	RA_BT	MT2A
STAT1	2.03282594062804e-22	0.289019259086483	0.417	0.19	4.45005926662883e-18	RA_BT	STAT1
ISG15	4.16816778940281e-22	0.29227531060894	0.746	0.499	9.1245361077817e-18	RA_BT	ISG15
CNN2	6.9582053166866e-22	0.289040661651791	0.708	0.43	1.52322072587586e-17	RA_BT	CNN2
MIAT	8.47062839462501e-22	0.29511064541399	0.526	0.288	1.85430526186736e-17	RA_BT	MIAT
SMCHD1	8.72209555661216e-22	0.294746467231149	0.665	0.392	1.90935393829797e-17	RA_BT	SMCHD1
S100A9	8.9266244993009e-22	0.274188133346744	0.431	0.202	1.95412736914196e-17	RA_BT	S100A9
SASH3	1.1450358340142e-21	0.278995144011667	0.419	0.19	2.50659794424049e-17	RA_BT	SASH3
PLEKHF1	1.18463952970584e-21	0.267836239961501	0.404	0.182	2.59329439447905e-17	RA_BT	PLEKHF1
KIAA1551	1.20397980296823e-21	0.273578004597884	0.779	0.539	2.63563218667776e-17	RA_BT	KIAA1551
KDM5A	1.48582937525301e-21	0.28181224103532	0.519	0.264	3.25262908536637e-17	RA_BT	KDM5A
ARHGAP30	1.96877726254973e-21	0.283668364357351	0.725	0.453	4.30985030544762e-17	RA_BT	ARHGAP30
TRAF3IP3	2.49985792853544e-21	0.279489975493956	0.742	0.481	5.47243899135693e-17	RA_BT	TRAF3IP3
PARP14	2.51508561055136e-21	0.285511596953376	0.483	0.243	5.50577391005799e-17	RA_BT	PARP14
BAZ1A	3.60538263535266e-21	0.284780682907805	0.491	0.252	7.89254312705051e-17	RA_BT	BAZ1A
SLC9A3R1	3.74332084239114e-21	0.286024783862517	0.631	0.364	8.19450365607845e-17	RA_BT	SLC9A3R1
NIPBL	3.75966713196296e-21	0.272789877676828	0.45	0.221	8.23028731858012e-17	RA_BT	NIPBL
SP100	3.7642360708148e-21	0.287256494655992	0.704	0.439	8.24028918262068e-17	RA_BT	SP100
SP110	4.24771110587477e-21	0.28393971850413	0.605	0.352	9.29866438187045e-17	RA_BT	SP110
HSP90AA1	7.52055822754096e-21	0.174566796992146	0.953	0.842	1.64632540159099e-16	RA_BT	HSP90AA1
S100A8	1.11427018314985e-20	0.248968469726419	0.353	0.147	2.43924885793335e-16	RA_BT	S100A8
CCAR1	1.69201606716001e-20	0.255138535994323	0.35	0.148	3.70399237261998e-16	RA_BT	CCAR1
TNFSF14	4.96080005925509e-20	0.249462652114923	0.347	0.143	1.08596874097153e-15	RA_BT	TNFSF14
BTN3A1	5.37286428224709e-20	0.258858446290538	0.404	0.185	1.17617372002671e-15	RA_BT	BTN3A1
SYNE1	8.26980385240963e-20	0.275928911898278	0.617	0.361	1.81034276133099e-15	RA_BT	SYNE1
UTRN	1.45254635442136e-19	0.267937379257699	0.464	0.237	3.1797692244638e-15	RA_BT	UTRN
RAB29	1.67360801864482e-19	0.266169698311036	0.468	0.233	3.66369531361538e-15	RA_BT	RAB29
RAC2	1.68771093627384e-19	0.216966228575231	0.911	0.728	3.69456801059707e-15	RA_BT	RAC2
PSME2	3.0127507312911e-19	0.223757020899471	0.87	0.667	6.59521262586935e-15	RA_BT	PSME2
GON4L	3.3560731976521e-19	0.250865056779384	0.414	0.193	7.3467798369802e-15	RA_BT	GON4L
RSRP1	3.73584315839377e-19	0.268229383643109	0.791	0.519	8.1781342580398e-15	RA_BT	RSRP1
ACAP1	4.16690744347455e-19	0.23371453868477	0.861	0.646	9.12177708451014e-15	RA_BT	ACAP1
PRPF40A	5.4742524623452e-19	0.26781480035608	0.572	0.321	1.19836860653199e-14	RA_BT	PRPF40A
SLF1	5.9964236940057e-19	0.27502190746507	0.558	0.322	1.31267711085479e-14	RA_BT	SLF1
BAZ1B	7.11367783906293e-19	0.235950884092248	0.35	0.155	1.55725521574927e-14	RA_BT	BAZ1B
PRPF38B	9.10626378195163e-19	0.26620488531213	0.726	0.482	1.99345220450703e-14	RA_BT	PRPF38B
NCK2	1.08247843659464e-18	0.249205860389557	0.398	0.19	2.36965354554932e-14	RA_BT	NCK2
AKAP9	1.0871781385989e-18	0.274160628284288	0.61	0.353	2.37994166320685e-14	RA_BT	AKAP9
TLN1	1.13200936293669e-18	0.260559743529289	0.698	0.464	2.4780816964047e-14	RA_BT	TLN1
DYNC1H1	1.18510878540207e-18	0.259156307936755	0.506	0.278	2.59432164212367e-14	RA_BT	DYNC1H1
NUCB2	1.23867115808144e-18	0.260957509679616	0.482	0.245	2.71157503215608e-14	RA_BT	NUCB2
PARP9	1.55813281443918e-18	0.239086415244247	0.332	0.143	3.41090854408881e-14	RA_BT	PARP9
TPR	1.85464095267131e-18	0.270515138300157	0.629	0.388	4.05999450949276e-14	RA_BT	TPR
BOD1L1	1.97173786210241e-18	0.262800263094387	0.598	0.341	4.31633135392839e-14	RA_BT	BOD1L1
NEAT1	2.07364401261344e-18	0.147073503487906	0.982	0.918	4.53941410801208e-14	RA_BT	NEAT1
DDIT4	2.11667708956544e-18	0.241605528973677	0.309	0.132	4.63361781676772e-14	RA_BT	DDIT4
RBM25	2.58228115357961e-18	0.265021550018489	0.716	0.461	5.65287167330113e-14	RA_BT	RBM25
GIMAP4	3.38287206197289e-18	0.162682587509802	0.964	0.85	7.40544523086484e-14	RA_BT	GIMAP4
ADAR	4.71549885290043e-18	0.262067856826856	0.587	0.34	1.03226985388843e-13	RA_BT	ADAR
ARAP2	6.88873621776103e-18	0.250234388953033	0.451	0.229	1.50801324543007e-13	RA_BT	ARAP2
AC245297.3	6.9433269778946e-18	0.258622559337555	0.578	0.336	1.51996370873091e-13	RA_BT	AC245297.3
PILRB	8.74987259418363e-18	0.218970660277689	0.295	0.117	1.91543460959274e-13	RA_BT	PILRB
ANKRD12	1.14928229299984e-17	0.226788813409049	0.843	0.635	2.51589386760595e-13	RA_BT	ANKRD12
NEMF	1.50335301256787e-17	0.241749100891534	0.407	0.205	3.29099007981233e-13	RA_BT	NEMF
GBP4	1.7052027636427e-17	0.234055446578319	0.366	0.168	3.73285936989023e-13	RA_BT	GBP4
IKZF1	1.88821998984713e-17	0.252024392883119	0.738	0.491	4.13350237977434e-13	RA_BT	IKZF1
DNAJC1	1.90169551307041e-17	0.246931056569784	0.52	0.283	4.16300164766244e-13	RA_BT	DNAJC1
KMT2B	2.08025812355466e-17	0.211375248158183	0.281	0.111	4.55389305827351e-13	RA_BT	KMT2B
SYNRG	3.4709649309058e-17	0.249813543631494	0.486	0.265	7.59828933024588e-13	RA_BT	SYNRG
SLC2A3	3.78056285333796e-17	0.221173512216256	0.324	0.14	8.27603014224212e-13	RA_BT	SLC2A3
LUC7L3	3.85355737529334e-17	0.247535586091086	0.723	0.481	8.43582245025465e-13	RA_BT	LUC7L3
NCOR1	3.97944241116465e-17	0.257251649828133	0.714	0.469	8.71139738228053e-13	RA_BT	NCOR1
DIDO1	4.28875994475901e-17	0.210142363390676	0.278	0.111	9.38852439507195e-13	RA_BT	DIDO1
MYH9	4.43685709222273e-17	0.258184859254383	0.754	0.496	9.71272386058477e-13	RA_BT	MYH9
ERAP2	4.93225839601017e-17	0.223556767908156	0.329	0.144	1.07972068547059e-12	RA_BT	ERAP2
MKNK2	7.12259231701392e-17	0.21908312211515	0.321	0.142	1.55920668411752e-12	RA_BT	MKNK2
BIN2	7.86061873385491e-17	0.257026369531017	0.605	0.367	1.72076804702818e-12	RA_BT	BIN2
TGOLN2	8.47975278325943e-17	0.249161726158456	0.548	0.303	1.85630268178332e-12	RA_BT	TGOLN2
ARID4A	8.90979578947766e-17	0.232744944935433	0.369	0.177	1.95044339627455e-12	RA_BT	ARID4A
IRF7	1.02504598812205e-16	0.224343183434592	0.353	0.163	2.24392817259798e-12	RA_BT	IRF7
MYCBP2	1.0699711408129e-16	0.250048148992824	0.594	0.342	2.34227382435353e-12	RA_BT	MYCBP2
SP140L	1.10893323165078e-16	0.199328260920967	0.269	0.105	2.42756573740672e-12	RA_BT	SP140L
PARP1	1.42112427410726e-16	0.240162291566149	0.485	0.271	3.11098314844821e-12	RA_BT	PARP1
GBP1	1.50818732328543e-16	0.221346528417401	0.335	0.151	3.30157286940414e-12	RA_BT	GBP1
ARID1A	1.54960345034442e-16	0.226314742401516	0.395	0.193	3.39223691314897e-12	RA_BT	ARID1A
MCL1	1.58337313315778e-16	0.246315306697037	0.803	0.554	3.46616212579569e-12	RA_BT	MCL1
PRRC2C	1.58517950088463e-16	0.238195225909263	0.826	0.592	3.47011644538655e-12	RA_BT	PRRC2C
ROCK1	1.75097064896616e-16	0.253005202441333	0.617	0.38	3.83304984765181e-12	RA_BT	ROCK1
ACAA1	2.11634022080487e-16	0.205634492011795	0.284	0.119	4.63288037736393e-12	RA_BT	ACAA1
MED15	2.33653789223606e-16	0.209745890378879	0.306	0.135	5.11491509989395e-12	RA_BT	MED15
TRIM56	2.55227123818628e-16	0.244545900319723	0.484	0.268	5.58717696751359e-12	RA_BT	TRIM56
ATP5F1A	3.10756154853473e-16	0.238151269509756	0.517	0.287	6.80276298589737e-12	RA_BT	ATP5F1A
NFATC2	3.15025740808841e-16	0.221110184487607	0.354	0.167	6.89622849204633e-12	RA_BT	NFATC2
CYFIP2	3.25038244214546e-16	0.22569630272051	0.421	0.213	7.11541220410062e-12	RA_BT	CYFIP2
ACTG1	3.4472801475671e-16	0.139998892751679	0.979	0.914	7.54644097103913e-12	RA_BT	ACTG1
CHD3	3.77178221046386e-16	0.228948391387525	0.372	0.187	8.25680843692645e-12	RA_BT	CHD3
LASP1	4.78847679642709e-16	0.232228355751023	0.428	0.221	1.04824545550585e-11	RA_BT	LASP1
ITGAL	4.9898290595456e-16	0.248185969748968	0.576	0.337	1.09232347942513e-11	RA_BT	ITGAL
ERBIN	5.95092398370461e-16	0.198805503711823	0.295	0.128	1.30271676927278e-11	RA_BT	ERBIN
CABIN1	6.96475535913372e-16	0.209867880998593	0.308	0.135	1.52465459566796e-11	RA_BT	CABIN1
CEP350	7.48343123347352e-16	0.218411691529693	0.367	0.179	1.63819793131969e-11	RA_BT	CEP350
SNRNP200	8.36260179917676e-16	0.225323895914036	0.434	0.229	1.83065715985778e-11	RA_BT	SNRNP200
EIF4B	9.88466228415181e-16	0.231703771350964	0.486	0.271	2.16385142062367e-11	RA_BT	EIF4B
GOLGA8B	1.18443595005551e-15	0.185725965909423	0.222	0.08	2.59284873826651e-11	RA_BT	GOLGA8B
LCP1	1.26030681545187e-15	0.2145396501514	0.839	0.639	2.75893764970568e-11	RA_BT	LCP1
PREX1	1.38042252131076e-15	0.234054704357846	0.479	0.263	3.02188294140138e-11	RA_BT	PREX1
SLFN12L	1.46669501185277e-15	0.223966487856902	0.387	0.193	3.2107420504469e-11	RA_BT	SLFN12L
SLFN5	1.67744067417546e-15	0.243687973339722	0.686	0.454	3.67208537983751e-11	RA_BT	SLFN5
PNISR	1.73092469065038e-15	0.210315955972495	0.865	0.664	3.78916724030274e-11	RA_BT	PNISR
LPIN1	1.84069326900921e-15	0.193395258177263	0.255	0.102	4.02946163518805e-11	RA_BT	LPIN1
KMT2A	2.03123272679025e-15	0.247058567429463	0.688	0.443	4.44657156221653e-11	RA_BT	KMT2A
EPRS	2.15776345018676e-15	0.205024729977635	0.304	0.139	4.72355996880385e-11	RA_BT	EPRS
TPST2	2.17342881272585e-15	0.214075692664671	0.377	0.185	4.75785301393815e-11	RA_BT	TPST2
MATK	2.18619928110781e-15	0.238418665685654	0.552	0.323	4.7858088462731e-11	RA_BT	MATK
STAT3	2.26240631583105e-15	0.227226759906732	0.487	0.27	4.95263366598576e-11	RA_BT	STAT3
USP28	2.31766709515152e-15	0.20676647023649	0.331	0.156	5.07360503799619e-11	RA_BT	USP28
EIF3A	2.3917269473068e-15	0.239176859697406	0.566	0.337	5.23572946034933e-11	RA_BT	EIF3A
MT1X	2.60414267766159e-15	0.225640940944151	0.44	0.229	5.700728735669e-11	RA_BT	MT1X
PRKCB	3.23013450497943e-15	0.216689528595633	0.38	0.189	7.07108744485048e-11	RA_BT	PRKCB
ADCY7	5.04736555773394e-15	0.184636556531615	0.271	0.115	1.10491879424354e-10	RA_BT	ADCY7
OAS1	5.40967188983167e-15	0.177974393030972	0.194	0.065	1.18423127340305e-10	RA_BT	OAS1
PAK2	5.56988734320303e-15	0.227183948782128	0.523	0.294	1.21930403830058e-10	RA_BT	PAK2
CHST12	6.02945062992295e-15	0.242779063753817	0.698	0.443	1.31990703739643e-10	RA_BT	CHST12
ARHGAP45	6.39905938550478e-15	0.236904591156433	0.578	0.346	1.40081809008085e-10	RA_BT	ARHGAP45
EPSTI1	6.86756568562465e-15	0.206727311515687	0.342	0.167	1.50337880424009e-10	RA_BT	EPSTI1
SH2D3C	7.00481221140018e-15	0.160841642570698	0.157	0.042	1.53342344119761e-10	RA_BT	SH2D3C
USP7	7.05220721375518e-15	0.190722079315554	0.276	0.12	1.54379868116315e-10	RA_BT	USP7
PPP1CA	7.28231713313663e-15	0.208118999524482	0.872	0.666	1.59417204361494e-10	RA_BT	PPP1CA
NKTR	7.42444096762482e-15	0.239211006210802	0.717	0.474	1.62528437222275e-10	RA_BT	NKTR
C8orf59	7.73713200529435e-15	0.220967227093128	0.43	0.229	1.69373556727899e-10	RA_BT	C8orf59
ADD3	8.00446566560674e-15	0.209764697046644	0.356	0.174	1.75225757885797e-10	RA_BT	ADD3
NRDC	9.42903268465547e-15	0.204060934680691	0.363	0.182	2.06410954499793e-10	RA_BT	NRDC
MIDN	1.0112577751351e-14	0.229738611163659	0.455	0.248	2.21374439554825e-10	RA_BT	MIDN
MYO1G	1.01126753679187e-14	0.238292350871513	0.658	0.42	2.21376576479109e-10	RA_BT	MYO1G
PHIP	1.03905272605757e-14	0.223671494328562	0.419	0.232	2.27459032261263e-10	RA_BT	PHIP
ZNF276	1.06366347387569e-14	0.216514198329183	0.379	0.193	2.32846571066127e-10	RA_BT	ZNF276
LCP2	1.17278719970693e-14	0.230587279399637	0.522	0.299	2.56734845887844e-10	RA_BT	LCP2
MCUB	1.38333170877404e-14	0.22434446135247	0.505	0.286	3.02825144367725e-10	RA_BT	MCUB
PECAM1	1.90572143068017e-14	0.187374308650961	0.254	0.106	4.17181478390196e-10	RA_BT	PECAM1
NLRC5	2.17875945236423e-14	0.218013615435295	0.438	0.237	4.76952231717054e-10	RA_BT	NLRC5
TPP2	2.21190791026663e-14	0.171950134525339	0.202	0.071	4.84208760636467e-10	RA_BT	TPP2
ZBP1	2.25210920877251e-14	0.193152591889648	0.304	0.14	4.9300922689239e-10	RA_BT	ZBP1
LCK	2.30652946954576e-14	0.191251238100747	0.887	0.71	5.04922366178263e-10	RA_BT	LCK
PHF14	2.39555253093559e-14	0.210977616823702	0.372	0.187	5.24410404547111e-10	RA_BT	PHF14
INPP5D	2.48602559566113e-14	0.199210260453711	0.342	0.168	5.44215863146178e-10	RA_BT	INPP5D
IL27RA	2.6461790956296e-14	0.192320555479826	0.304	0.14	5.79275065824276e-10	RA_BT	IL27RA
BCL9L	2.71802162565643e-14	0.192014722648491	0.327	0.155	5.9500211407245e-10	RA_BT	BCL9L
ATF7IP	2.78205713000857e-14	0.228186241650567	0.537	0.314	6.09020126330175e-10	RA_BT	ATF7IP
CELF1	2.96528608249805e-14	0.207244104210467	0.396	0.201	6.49130776319647e-10	RA_BT	CELF1
GAB3	2.99777782529397e-14	0.213552679269104	0.391	0.202	6.56243543735103e-10	RA_BT	GAB3
NFATC3	3.17828378180753e-14	0.214652907847618	0.455	0.247	6.95758102675487e-10	RA_BT	NFATC3
HELZ2	3.27783087362812e-14	0.193297560832005	0.308	0.144	7.17549956545932e-10	RA_BT	HELZ2
NBEAL2	3.48375301516939e-14	0.181822952313087	0.261	0.113	7.62628372550731e-10	RA_BT	NBEAL2
SMARCA4	3.80825006178557e-14	0.1764115066746	0.23	0.092	8.3366402102548e-10	RA_BT	SMARCA4
ID2	3.91495985696675e-14	0.235840687795492	0.633	0.422	8.57023862288592e-10	RA_BT	ID2
ARID1B	4.65376180171907e-14	0.231331310016186	0.59	0.373	1.01875499601432e-09	RA_BT	ARID1B
RGL4	5.06491679625471e-14	0.205914260092818	0.386	0.201	1.10876093586812e-09	RA_BT	RGL4
C19orf66	6.26050737681118e-14	0.216351086709125	0.476	0.27	1.37048766985773e-09	RA_BT	C19orf66
ARHGAP25	6.66693160631949e-14	0.212983055448176	0.422	0.23	1.4594579979394e-09	RA_BT	ARHGAP25
IFI6	7.51351673185017e-14	0.221766681506286	0.437	0.251	1.64478394776932e-09	RA_BT	IFI6
ARHGEF2	9.27632154690096e-14	0.159830833257756	0.178	0.061	2.03067954983209e-09	RA_BT	ARHGEF2
UBE2L6	9.4146544209961e-14	0.220790458910327	0.496	0.28	2.06096199930026e-09	RA_BT	UBE2L6
TCIRG1	9.44255948956271e-14	0.189490277657306	0.311	0.147	2.06707069786017e-09	RA_BT	TCIRG1
EML4	9.57443272499202e-14	0.220752228808641	0.509	0.301	2.095939067828e-09	RA_BT	EML4
MARK3	1.12285889391714e-13	0.197796853093318	0.344	0.175	2.45805040467401e-09	RA_BT	MARK3
SUPT5H	1.1792240727905e-13	0.191768694512695	0.295	0.14	2.58143941774568e-09	RA_BT	SUPT5H
GBP5	1.27579027359442e-13	0.22301513740586	0.494	0.288	2.79283248792555e-09	RA_BT	GBP5
BTN3A3	1.36288144958881e-13	0.174885905873293	0.274	0.123	2.98348378129487e-09	RA_BT	BTN3A3
TSPAN14	1.38401836136162e-13	0.218241021189821	0.46	0.257	3.02975459485673e-09	RA_BT	TSPAN14
TUT4	1.53104383318095e-13	0.206832514214276	0.431	0.241	3.35160805521641e-09	RA_BT	TUT4
RBM33	1.64499176827623e-13	0.19985981466787	0.339	0.17	3.6010514799335e-09	RA_BT	RBM33
LINC00672	1.64804636004642e-13	0.154907809530894	0.147	0.042	3.60773828677762e-09	RA_BT	LINC00672
ZFR	1.79290399969309e-13	0.182548833713451	0.273	0.125	3.92484614572814e-09	RA_BT	ZFR
SMC6	1.88640682407653e-13	0.174760229663999	0.226	0.093	4.12953317858594e-09	RA_BT	SMC6
NUP210	1.95362787116467e-13	0.168197426380159	0.221	0.088	4.27668677276658e-09	RA_BT	NUP210
TRIM14	1.95665467093263e-13	0.174852226445178	0.281	0.125	4.28331274013863e-09	RA_BT	TRIM14
RSF1	2.01664285370999e-13	0.215837040661228	0.495	0.284	4.41463287105653e-09	RA_BT	RSF1
OFD1	2.04773479170141e-13	0.207143832866165	0.423	0.229	4.48269623251356e-09	RA_BT	OFD1
PTK2B	2.2595469654494e-13	0.189679542885225	0.296	0.142	4.94637426206528e-09	RA_BT	PTK2B
SON	2.43934036250971e-13	0.213070509082217	0.815	0.597	5.33995998757e-09	RA_BT	SON
HSPA5	2.53369185452155e-13	0.213775603806254	0.47	0.265	5.54650483873313e-09	RA_BT	HSPA5
UNC13D	2.66933975156893e-13	0.17465131713267	0.243	0.105	5.84345165015953e-09	RA_BT	UNC13D
CNTRL	2.84770008895136e-13	0.201343953301382	0.378	0.201	6.23390026472341e-09	RA_BT	CNTRL
TRIM25	3.0815004438586e-13	0.152412411833638	0.146	0.043	6.74571262165086e-09	RA_BT	TRIM25
APOL3	3.13678367288657e-13	0.163267446886014	0.205	0.08	6.86673313831599e-09	RA_BT	APOL3
IRF9	3.27648159514122e-13	0.198366105545216	0.369	0.19	7.17254585992365e-09	RA_BT	IRF9
IER2	3.31321780590302e-13	0.228496525866092	0.708	0.473	7.2529650989023e-09	RA_BT	IER2
ZEB1	3.39307910528055e-13	0.158245710055181	0.181	0.063	7.42778946936966e-09	RA_BT	ZEB1
KTN1	3.55462799413376e-13	0.215925260749128	0.521	0.311	7.78143614195821e-09	RA_BT	KTN1
SP140	3.70622164681371e-13	0.200313598044376	0.362	0.191	8.11328980703989e-09	RA_BT	SP140
ZC3H13	3.77839543168719e-13	0.211896890879155	0.436	0.247	8.27128543950643e-09	RA_BT	ZC3H13
RTP4	4.26011339595788e-13	0.152804606578749	0.212	0.081	9.32581423509139e-09	RA_BT	RTP4
CASP4	4.37401872798855e-13	0.221582060915941	0.623	0.379	9.57516439743973e-09	RA_BT	CASP4
BRD2	5.17084899191101e-13	0.218887430218865	0.522	0.299	1.13195055281924e-08	RA_BT	BRD2
PDCD6IP	5.1728069089518e-13	0.180787641768645	0.309	0.147	1.13237916043864e-08	RA_BT	PDCD6IP
KMT2C	5.19649619865356e-13	0.19424241252063	0.343	0.179	1.13756498284725e-08	RA_BT	KMT2C
PIK3CD	5.47007298524375e-13	0.184075194229735	0.301	0.143	1.19745367719971e-08	RA_BT	PIK3CD
WDR1	5.5689224372739e-13	0.220652098903527	0.517	0.309	1.21909281074363e-08	RA_BT	WDR1
SLK	5.65733950795363e-13	0.178886706750399	0.286	0.133	1.23844819168613e-08	RA_BT	SLK
CSK	5.66245777820029e-13	0.221536306075335	0.666	0.441	1.23956863222583e-08	RA_BT	CSK
TRIM22	5.86628807423313e-13	0.212942345913395	0.544	0.325	1.28418912233037e-08	RA_BT	TRIM22
SBNO2	6.24708348903422e-13	0.160271542215853	0.215	0.085	1.36754904658448e-08	RA_BT	SBNO2
TC2N	6.72517993677451e-13	0.215938387134888	0.574	0.354	1.47220913995931e-08	RA_BT	TC2N
NOL8	7.15813939186395e-13	0.172761963996616	0.245	0.109	1.56698829427294e-08	RA_BT	NOL8
CTCF	7.47996983377224e-13	0.198798425959931	0.41	0.221	1.63744019631108e-08	RA_BT	CTCF
TMEM181	9.36700940009586e-13	0.179375012856022	0.287	0.136	2.05053202777498e-08	RA_BT	TMEM181
ARID4B	1.24266827295127e-12	0.222405478756978	0.653	0.425	2.72032511631762e-08	RA_BT	ARID4B
SAMD1	1.24796056435519e-12	0.160592602188848	0.194	0.075	2.73191047142994e-08	RA_BT	SAMD1
TMC8	1.25529325153674e-12	0.186785118968692	0.342	0.173	2.74796245693907e-08	RA_BT	TMC8
IQSEC1	1.28294882690697e-12	0.161009586270379	0.226	0.094	2.80850327698205e-08	RA_BT	IQSEC1
NCKAP1L	1.28987255535113e-12	0.207530731367948	0.493	0.29	2.82366001091915e-08	RA_BT	NCKAP1L
HNRNPU	1.37039466986275e-12	0.209747999367847	0.778	0.565	2.99993097179654e-08	RA_BT	HNRNPU
NPIPB5	1.39722047394645e-12	0.160490725823798	0.223	0.094	3.05865533951618e-08	RA_BT	NPIPB5
TRANK1	1.42318022190428e-12	0.176336851015346	0.28	0.133	3.11548382377065e-08	RA_BT	TRANK1
NBPF19	1.50716735382537e-12	0.159464754250402	0.214	0.088	3.29934005425911e-08	RA_BT	NBPF19
RAB37	1.52051377858211e-12	0.158738995822358	0.223	0.092	3.32855671269409e-08	RA_BT	RAB37
IFIH1	1.59971224645884e-12	0.147523624034096	0.142	0.042	3.50193007872305e-08	RA_BT	IFIH1
CXorf38	1.68976719303343e-12	0.171620520635399	0.242	0.109	3.69906936226948e-08	RA_BT	CXorf38
