p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
PGK1	1.99793760639509e-271	0.194463449202324	0.923	0.838	4.37368521415949e-267	RA_BT	PGK1
EGLN3	2.70655202474184e-271	0.227001491818536	0.223	0.062	5.92491303736236e-267	RA_BT	EGLN3
P4HA1	2.28945282519364e-265	0.269878854581771	0.604	0.394	5.01184117963139e-261	RA_BT	P4HA1
TPI1	1.00161716066767e-257	0.184082867556799	0.94	0.852	2.19264012641759e-253	RA_BT	TPI1
SDC2	1.5975831602861e-249	0.328635977878869	0.489	0.297	3.49726929618231e-245	RA_BT	SDC2
DMXL2	3.07855528058559e-247	0.244971973696254	0.667	0.475	6.73926536472992e-243	RA_BT	DMXL2
LDHA	1.40755107040617e-245	0.186893479165576	0.946	0.857	3.08127004822614e-241	RA_BT	LDHA
VEGFA	8.69444901639311e-236	0.276428729257677	0.562	0.358	1.90330183417862e-231	RA_BT	VEGFA
FBP1	9.9809552668465e-236	0.261814006871644	0.816	0.686	2.18493091746537e-231	RA_BT	FBP1
AQP9	4.12074086738663e-233	0.247716626963371	0.653	0.423	9.02071383279607e-229	RA_BT	AQP9
GBP5	7.64710932224254e-224	0.25389635672311	0.261	0.104	1.67402870173211e-219	RA_BT	GBP5
FTL	2.45829008244868e-223	0.0828581468540208	1	0.991	5.38144281948841e-219	RA_BT	FTL
BTG1	1.30471854574514e-221	0.242824361955513	0.834	0.712	2.85615936849069e-217	RA_BT	BTG1
CYP1B1	4.47100151566129e-221	0.336187597842301	0.335	0.167	9.78746941793412e-217	RA_BT	CYP1B1
ICAM1	4.13866031414088e-220	0.239449101000705	0.439	0.252	9.0599412936858e-216	RA_BT	ICAM1
PLAUR	5.23219161554866e-220	0.230297071396264	0.803	0.648	1.14537906655976e-215	RA_BT	PLAUR
ENO1	4.7988168308601e-219	0.152417780270586	0.967	0.887	1.05050899244358e-214	RA_BT	ENO1
IER3	1.22536580354893e-214	0.272163475392992	0.744	0.57	2.68244828054896e-210	RA_BT	IER3
CD163	3.1154900198287e-211	0.267439018512444	0.76	0.61	6.82011920240701e-207	RA_BT	CD163
PIM1	9.09602710875701e-211	0.249591211528058	0.517	0.325	1.991211294378e-206	RA_BT	PIM1
IL18BP	2.04536756979857e-209	0.182033764916834	0.242	0.092	4.47751414704605e-205	RA_BT	IL18BP
NINJ1	1.47688497945389e-208	0.247242600970751	0.638	0.467	3.23304890852252e-204	RA_BT	NINJ1
PKM	2.15110745130593e-207	0.160647857147414	0.941	0.848	4.70898932165381e-203	RA_BT	PKM
GPI	8.32948305237091e-206	0.227468364081598	0.614	0.438	1.82340713499452e-201	RA_BT	GPI
CSTB	4.55638897849088e-204	0.161216788507038	0.978	0.926	9.97439111281439e-200	RA_BT	CSTB
ANPEP	3.8197962080074e-201	0.216720871703665	0.835	0.704	8.361915878949e-197	RA_BT	ANPEP
FCGR2A	5.82938260474432e-200	0.219123425636974	0.746	0.609	1.27611014600458e-195	RA_BT	FCGR2A
CD300E	4.79387329095115e-199	0.246625784393624	0.725	0.545	1.04942680212212e-194	RA_BT	CD300E
SEMA6B	4.02392379039638e-189	0.19517984078391	0.308	0.147	8.80877156955672e-185	RA_BT	SEMA6B
GRB2	2.5190361194055e-185	0.173882078072219	0.848	0.743	5.51442196899057e-181	RA_BT	GRB2
ZFP36L1	8.56064091564424e-185	0.214194922403353	0.857	0.751	1.87400990284368e-180	RA_BT	ZFP36L1
MARCO	1.75321414104423e-184	0.221333772605161	0.86	0.735	3.83796107615992e-180	RA_BT	MARCO
BNIP3L	1.11831524652076e-183	0.202695699972875	0.779	0.648	2.44810390615859e-179	RA_BT	BNIP3L
ARRDC3	2.90697541967107e-183	0.225890479883344	0.528	0.357	6.36365989120194e-179	RA_BT	ARRDC3
PGAM1	4.28269681638435e-183	0.182550944808236	0.835	0.716	9.37525160074697e-179	RA_BT	PGAM1
GAPDH	5.90374874620299e-179	0.138836100642505	0.988	0.911	1.2923896380313e-174	RA_BT	GAPDH
SULF2	2.68423973895865e-177	0.202423944029791	0.442	0.268	5.87606921255439e-173	RA_BT	SULF2
FCGR2B	1.44017526296892e-176	0.266115795680101	0.458	0.298	3.15268766816526e-172	RA_BT	FCGR2B
FN1	2.10864874938171e-176	0.202454415859447	0.93	0.846	4.61604297727151e-172	RA_BT	FN1
BNIP3	3.86532810715115e-176	0.217263251590671	0.31	0.159	8.46158975936458e-172	RA_BT	BNIP3
EPSTI1	9.18972098051815e-176	0.217497996944779	0.461	0.3	2.01172181984523e-171	RA_BT	EPSTI1
AK4	2.25331610051957e-175	0.162218455146019	0.237	0.098	4.9327342756474e-171	RA_BT	AK4
SLC2A5	1.9178064318619e-174	0.135629382800296	0.161	0.047	4.19827005998889e-170	RA_BT	SLC2A5
CTSD	3.18192011112586e-174	0.180445490947474	0.96	0.873	6.96554131526561e-170	RA_BT	CTSD
CXCL5	3.64667921064879e-174	0.17988992973029	0.097	0.011	7.98294546003128e-170	RA_BT	CXCL5
EGR1	2.29496428357188e-173	0.233360036517282	0.38	0.216	5.0239063131672e-169	RA_BT	EGR1
PLSCR1	2.36501197238905e-172	0.205038045027527	0.677	0.516	5.17724770875687e-168	RA_BT	PLSCR1
DRAM1	2.13102380839734e-170	0.212764634442165	0.46	0.299	4.66502421896262e-166	RA_BT	DRAM1
ZNF395	5.03591746325927e-168	0.170633789316579	0.219	0.091	1.10241269188209e-163	RA_BT	ZNF395
PSAP	4.32346248766722e-166	0.111532085918982	0.988	0.933	9.46449173175232e-162	RA_BT	PSAP
IL4I1	4.98006438244457e-165	0.206863467976252	0.402	0.239	1.09018589396094e-160	RA_BT	IL4I1
FCGR1A	1.16321135884459e-164	0.21622830095702	0.5	0.331	2.54638598564668e-160	RA_BT	FCGR1A
C4orf3	4.75050777391244e-163	0.178959415331525	0.825	0.72	1.03993365678717e-158	RA_BT	C4orf3
IRF1	4.86520306463965e-163	0.230921657861898	0.626	0.477	1.06504160288027e-158	RA_BT	IRF1
NFKBIA	1.42841856442819e-162	0.192590999527535	0.865	0.75	3.12695107938974e-158	RA_BT	NFKBIA
NAMPT	9.53633400854149e-158	0.209590923535037	0.817	0.688	2.08759887780982e-153	RA_BT	NAMPT
TNS3	9.44830349879598e-157	0.20117896944624	0.476	0.316	2.06832811892143e-152	RA_BT	TNS3
IFIT3	8.6454415989893e-155	0.18483904050964	0.253	0.121	1.89257362043475e-150	RA_BT	IFIT3
PARP9	6.21089178435126e-153	0.187608299052217	0.467	0.308	1.35962632051233e-148	RA_BT	PARP9
GNS	1.79736850228733e-150	0.18135182941098	0.688	0.548	3.93461938835718e-146	RA_BT	GNS
SCD	1.91415968640876e-149	0.188067186939078	0.322	0.181	4.19028696951742e-145	RA_BT	SCD
GPNMB	2.11337701168962e-149	0.220144721038144	0.732	0.589	4.62639361628975e-145	RA_BT	GPNMB
MXD1	2.94586138816442e-146	0.197398624179305	0.53	0.37	6.44878516483073e-142	RA_BT	MXD1
CXCL16	1.0599427906787e-145	0.175892763450719	0.781	0.664	2.32032076307475e-141	RA_BT	CXCL16
MARCH1	6.08382778273353e-145	0.198757382997007	0.587	0.427	1.3318107399182e-140	RA_BT	MARCH1
LCP1	7.75110743181269e-145	0.15258763512886	0.91	0.81	1.69679492789812e-140	RA_BT	LCP1
P4HB	8.76638655359532e-145	0.177264964473806	0.766	0.642	1.91904968044755e-140	RA_BT	P4HB
FLT1	1.59494788590165e-143	0.180049789198924	0.303	0.164	3.49150041702731e-139	RA_BT	FLT1
SAT1	1.76087493981047e-143	0.124752886054819	0.985	0.926	3.85473133073911e-139	RA_BT	SAT1
ABCA1	8.80068571941572e-139	0.199997990988305	0.587	0.442	1.92655811083729e-134	RA_BT	ABCA1
IFNGR2	2.22287243179468e-138	0.175247996768876	0.779	0.64	4.86609004044174e-134	RA_BT	IFNGR2
DAZAP2	1.16321968874094e-137	0.144041460657781	0.865	0.771	2.5464042206228e-133	RA_BT	DAZAP2
TIMP1	1.2807433537242e-136	0.185382879893647	0.972	0.886	2.80367527563766e-132	RA_BT	TIMP1
SLC28A3	3.64242580045173e-136	0.119395772860812	0.135	0.042	7.97363431976889e-132	RA_BT	SLC28A3
ADM	1.42716532223914e-134	0.181847323493122	0.286	0.155	3.1242076069137e-130	RA_BT	ADM
DDIT4	3.72476528167635e-133	0.183532298526048	0.23	0.113	8.1538836781177e-129	RA_BT	DDIT4
WARS	2.31918475090714e-132	0.206268241673972	0.576	0.44	5.07692733821082e-128	RA_BT	WARS
IFI6	2.5421900893177e-132	0.181055233698339	0.688	0.519	5.56510832452538e-128	RA_BT	IFI6
MYOF	3.06531640322176e-132	0.17668754425995	0.557	0.414	6.71028413829274e-128	RA_BT	MYOF
NPL	3.24687404668462e-130	0.177743164620051	0.553	0.408	7.10773197559731e-126	RA_BT	NPL
ENO2	1.28941245795741e-129	0.124092353671424	0.188	0.08	2.82265281171456e-125	RA_BT	ENO2
TGM2	1.33758765620021e-125	0.147489903264584	0.312	0.179	2.92811313818787e-121	RA_BT	TGM2
PGD	4.75601022921531e-125	0.169399950165958	0.494	0.351	1.04113819927752e-120	RA_BT	PGD
SLC2A1	1.26940224422469e-124	0.110822621780249	0.135	0.046	2.77884845283227e-120	RA_BT	SLC2A1
TTYH3	2.11542591401133e-124	0.168690114958976	0.66	0.524	4.6308788683622e-120	RA_BT	TTYH3
FAM20A	3.39135031001271e-124	0.127937985036927	0.237	0.118	7.42400496364882e-120	RA_BT	FAM20A
NR1H3	2.00489737883244e-121	0.176967575486845	0.303	0.177	4.38892085200209e-117	RA_BT	NR1H3
IL1B	5.34748316312052e-121	0.188862846070998	0.229	0.112	1.17061753923871e-116	RA_BT	IL1B
SLAMF8	2.47009073081518e-120	0.150208184982085	0.295	0.17	5.40727561882751e-116	RA_BT	SLAMF8
FNDC3B	3.23933619030899e-120	0.157419226183752	0.781	0.649	7.0912308542054e-116	RA_BT	FNDC3B
OLFML2B	3.32600672754274e-120	0.121195230321234	0.179	0.077	7.2809613272638e-116	RA_BT	OLFML2B
EREG	4.26443145978421e-120	0.1608077215586	0.187	0.083	9.33526690861362e-116	RA_BT	EREG
SLC11A1	1.0942268816915e-119	0.163715205988961	0.876	0.769	2.39537206671086e-115	RA_BT	SLC11A1
CHST15	5.37636864401072e-119	0.157830753044421	0.377	0.241	1.17694085986039e-114	RA_BT	CHST15
ADAM8	1.95022636578482e-117	0.168018031126251	0.496	0.348	4.26924053733955e-113	RA_BT	ADAM8
ITGB8	2.61139183795446e-117	0.105326581342625	0.102	0.027	5.71659787246612e-113	RA_BT	ITGB8
PIK3AP1	2.3076627974158e-116	0.167085618594579	0.523	0.385	5.05170462982294e-112	RA_BT	PIK3AP1
CNDP2	2.98762120979382e-116	0.161648039682076	0.6	0.464	6.54020159035964e-112	RA_BT	CNDP2
ALOX5	5.42721532304898e-116	0.169646881424971	0.53	0.398	1.18807170636865e-111	RA_BT	ALOX5
GBP4	5.17644264131643e-115	0.160160468213888	0.269	0.152	1.13317505861058e-110	RA_BT	GBP4
NPC1	1.11299937907066e-114	0.153864046212203	0.384	0.25	2.43646694072358e-110	RA_BT	NPC1
APOL6	3.03784725742208e-113	0.17241594374669	0.592	0.465	6.65015143122267e-109	RA_BT	APOL6
ARHGAP18	5.62846736340851e-112	0.1558418142487	0.74	0.622	1.23212779052376e-107	RA_BT	ARHGAP18
BHLHE41	1.23098385644061e-111	0.133835002285354	0.145	0.058	2.69474676013414e-107	RA_BT	BHLHE41
MIF	1.75666770487549e-111	0.151102821470526	0.832	0.741	3.84552127274293e-107	RA_BT	MIF
JUNB	6.54787073494291e-111	0.151654443025395	0.886	0.801	1.43339438258635e-106	RA_BT	JUNB
ATF5	1.80583841421935e-110	0.19660418279966	0.5	0.37	3.95316087256757e-106	RA_BT	ATF5
ARRDC4	2.14164544053602e-108	0.154777562269765	0.487	0.348	4.6882760338774e-104	RA_BT	ARRDC4
FYB1	3.35666975781255e-108	0.16775527536929	0.697	0.582	7.34808576682745e-104	RA_BT	FYB1
FOSL2	2.56555825310869e-107	0.1634845884537	0.572	0.443	5.61626357188024e-103	RA_BT	FOSL2
RAB13	7.88334427962161e-107	0.160911582693995	0.559	0.421	1.72574289625197e-102	RA_BT	RAB13
ETS2	1.11796506315153e-106	0.170438155841144	0.457	0.33	2.44733731974501e-102	RA_BT	ETS2
MYD88	4.00614702420598e-106	0.154892104434822	0.557	0.427	8.7698564506893e-102	RA_BT	MYD88
SEMA3C	1.24484805694125e-105	0.125471550657567	0.208	0.107	2.7250968814501e-101	RA_BT	SEMA3C
ANKRD22	3.40184525200385e-105	0.100694611309145	0.115	0.038	7.44697944116164e-101	RA_BT	ANKRD22
TPM4	6.95158284460088e-105	0.136819914171328	0.891	0.798	1.52177100051158e-100	RA_BT	TPM4
TPP1	1.4541335918736e-104	0.132716950750325	0.813	0.714	3.1832438459705e-100	RA_BT	TPP1
TXNIP	2.85311968784926e-104	0.128899612382454	0.935	0.869	6.24576430867081e-100	RA_BT	TXNIP
MIR210HG	4.78123958331072e-104	0.0987266408308031	0.149	0.062	1.04666115718255e-99	RA_BT	MIR210HG
DSE	7.23938830422408e-104	0.143822415032322	0.814	0.69	1.58477449367769e-99	RA_BT	DSE
CLEC5A	1.10904151282503e-103	0.171285693021442	0.579	0.426	2.42780277572528e-99	RA_BT	CLEC5A
TNFSF13B	1.16583321951529e-103	0.174064440666402	0.602	0.476	2.55212550084091e-99	RA_BT	TNFSF13B
SIRPA	1.60250049416281e-103	0.147267282147929	0.66	0.534	3.50803383177182e-99	RA_BT	SIRPA
LAMP1	2.18220874636112e-103	0.151775666295174	0.803	0.685	4.77707316665912e-99	RA_BT	LAMP1
GRINA	1.03706385115452e-102	0.151397617139254	0.67	0.534	2.27023647656236e-98	RA_BT	GRINA
SYK	1.11945493432824e-102	0.154989910122024	0.581	0.46	2.45059879673795e-98	RA_BT	SYK
MTHFD2	1.75897496158736e-102	0.150542834601745	0.538	0.412	3.8505720884109e-98	RA_BT	MTHFD2
IL7R	2.93640832339004e-102	0.143929493067688	0.2	0.1	6.42809146073314e-98	RA_BT	IL7R
ITGAM	5.63176834388726e-102	0.140454530345017	0.785	0.667	1.23285040816036e-97	RA_BT	ITGAM
CD82	1.33963939631858e-100	0.124937406026478	0.262	0.152	2.932604602481e-96	RA_BT	CD82
RNASE1	1.64266380615468e-100	0.207073138582419	0.67	0.524	3.59595533805321e-96	RA_BT	RNASE1
HLA-C	5.49317716514401e-100	0.100299292670359	0.984	0.923	1.20251141322168e-95	RA_BT	HLA-C
NFKBIZ	7.25229858042443e-100	0.158181043612779	0.402	0.274	1.58760068224071e-95	RA_BT	NFKBIZ
GPR65	8.91055034022407e-99	0.126702962364094	0.301	0.184	1.95060857497845e-94	RA_BT	GPR65
CYBB	9.00369541761972e-99	0.131816357706227	0.879	0.809	1.97099896387113e-94	RA_BT	CYBB
GIMAP4	1.11738358662525e-98	0.156581178265913	0.341	0.224	2.44606440948134e-94	RA_BT	GIMAP4
IRF2BP2	3.47830449948262e-98	0.149219962224776	0.66	0.529	7.61435637981741e-94	RA_BT	IRF2BP2
HLA-E	7.48760079981606e-98	0.115641610713911	0.95	0.868	1.63911069108773e-93	RA_BT	HLA-E
DARS	3.15634764065084e-97	0.139250284592318	0.418	0.293	6.90956062014875e-93	RA_BT	DARS
MX1	3.22521854124505e-97	0.139903999928244	0.278	0.165	7.06032590863954e-93	RA_BT	MX1
GM2A	1.17383427488636e-95	0.141634357657362	0.358	0.239	2.56964061115373e-91	RA_BT	GM2A
STAT2	1.32091969639028e-95	0.136722083300961	0.453	0.321	2.89162530736796e-91	RA_BT	STAT2
CD53	1.339757826412e-95	0.12098204908519	0.912	0.821	2.93286385779851e-91	RA_BT	CD53
PCNX1	2.02065039623183e-95	0.130240384400752	0.327	0.21	4.4234057823911e-91	RA_BT	PCNX1
PHLDA1	3.18629656138227e-95	0.180854871982292	0.539	0.409	6.97512180252194e-91	RA_BT	PHLDA1
MMP9	5.40307100279253e-95	0.120328686729236	0.097	0.031	1.18278627322131e-90	RA_BT	MMP9
CSF2RB	7.23930559895376e-95	0.125377965793784	0.333	0.214	1.58475638866697e-90	RA_BT	CSF2RB
VCAN	1.16380768433866e-94	0.156047470899448	0.897	0.818	2.54769140178575e-90	RA_BT	VCAN
PIK3CB	5.62655602853469e-94	0.138201527840115	0.351	0.233	1.23170938020653e-89	RA_BT	PIK3CB
CD48	6.96690672869503e-94	0.138520534501096	0.365	0.241	1.52512555197863e-89	RA_BT	CD48
BCL2A1	7.76983744452553e-94	0.163435371530488	0.724	0.572	1.70089511498108e-89	RA_BT	BCL2A1
LAP3	1.17591282727333e-93	0.147693906141643	0.723	0.631	2.57419077018405e-89	RA_BT	LAP3
SOCS3	1.84757835474188e-93	0.157617744617751	0.563	0.439	4.04453377636544e-89	RA_BT	SOCS3
GSDME	3.83354444623902e-93	0.0842072083101783	0.131	0.053	8.39201214726183e-89	RA_BT	GSDME
TNFAIP3	6.81809723853664e-93	0.148870388410012	0.382	0.257	1.49254966648806e-88	RA_BT	TNFAIP3
TAP1	7.30261634853599e-93	0.146742491960403	0.494	0.37	1.59861574485801e-88	RA_BT	TAP1
LUCAT1	2.09640819857504e-92	0.138947615906167	0.322	0.206	4.58924718750063e-88	RA_BT	LUCAT1
FOS	2.26121538780635e-92	0.152595650393007	0.878	0.781	4.95002660544689e-88	RA_BT	FOS
DTX3L	4.0237749645239e-92	0.139492311446934	0.465	0.342	8.80844577483926e-88	RA_BT	DTX3L
PDK1	4.90273588622997e-92	0.113604093477588	0.202	0.108	1.0732579128546e-87	RA_BT	PDK1
PTPRJ	8.64160810081909e-92	0.139074983084926	0.516	0.39	1.89173442935031e-87	RA_BT	PTPRJ
ADAM10	1.77149796645492e-91	0.140841128085923	0.617	0.501	3.87798619836646e-87	RA_BT	ADAM10
ACP2	3.74581012613425e-91	0.144127103668247	0.378	0.258	8.19995294712049e-87	RA_BT	ACP2
XAF1	1.28344566685295e-90	0.142770002061916	0.366	0.247	2.80959090930779e-86	RA_BT	XAF1
DUSP6	3.25694699995691e-90	0.146679915016123	0.835	0.727	7.12978267760567e-86	RA_BT	DUSP6
CCL3	3.26230787197513e-90	0.171333249139982	0.513	0.377	7.14151816254075e-86	RA_BT	CCL3
EPB41L3	1.48434433268362e-89	0.144196396387742	0.421	0.305	3.2493781786777e-85	RA_BT	EPB41L3
ITGB2	3.6672253150622e-89	0.137074569597355	0.803	0.698	8.02792293720266e-85	RA_BT	ITGB2
S100A9	4.15927415252363e-89	0.15407333052515	0.953	0.854	9.10506704728948e-85	RA_BT	S100A9
DDX60L	1.03399003982554e-88	0.149577517921453	0.614	0.485	2.2635075961821e-84	RA_BT	DDX60L
RHOU	3.4724661271831e-88	0.118269390231568	0.264	0.159	7.60157559901652e-84	RA_BT	RHOU
LYN	3.77705744166938e-88	0.131502378328964	0.781	0.686	8.26835644555843e-84	RA_BT	LYN
PSD3	2.25879717960668e-86	0.101673198110419	0.177	0.09	4.94473290587698e-82	RA_BT	PSD3
RNASE6	2.48965433943996e-86	0.140466775336828	0.475	0.354	5.45010231446801e-82	RA_BT	RNASE6
ACKR3	2.93420329734664e-86	0.103393884188979	0.146	0.067	6.42326443822153e-82	RA_BT	ACKR3
MAP3K1	6.13214394293093e-86	0.133434457295682	0.379	0.264	1.34238763054701e-81	RA_BT	MAP3K1
KDM3A	1.53585398611877e-85	0.113107160725712	0.251	0.151	3.3621379610126e-81	RA_BT	KDM3A
CCR1	1.90152918835633e-85	0.125393016352216	0.85	0.753	4.16263754623083e-81	RA_BT	CCR1
CD40	2.25097875651718e-85	0.11082683851681	0.241	0.142	4.92761759589176e-81	RA_BT	CD40
VMP1	3.53152096422648e-85	0.126105005523367	0.843	0.771	7.73085254278819e-81	RA_BT	VMP1
BACH1	1.22235662215775e-84	0.139949366657894	0.591	0.475	2.67586088156553e-80	RA_BT	BACH1
TNFAIP8	1.82937670586298e-84	0.128488659417951	0.377	0.258	4.00468854680464e-80	RA_BT	TNFAIP8
NPC2	3.9676102977997e-84	0.100449908348307	0.963	0.907	8.68549570291332e-80	RA_BT	NPC2
NUP58	5.77533403854203e-84	0.122972649897777	0.401	0.284	1.26427837437724e-79	RA_BT	NUP58
FOXO3	7.27207353526148e-84	0.126622457101616	0.387	0.271	1.59192961760409e-79	RA_BT	FOXO3
PFKFB3	1.06405813279499e-83	0.124251743597182	0.238	0.141	2.32932965850152e-79	RA_BT	PFKFB3
GNA12	1.39738324499491e-83	0.120882425412106	0.403	0.284	3.05901166161835e-79	RA_BT	GNA12
NRP1	1.46699849700077e-83	0.136050353969576	0.333	0.226	3.21140640978438e-79	RA_BT	NRP1
FAM162A	1.71673901455039e-83	0.139237074777936	0.385	0.272	3.75811337675226e-79	RA_BT	FAM162A
RNASET2	2.38645739457969e-83	0.141156940349958	0.728	0.623	5.2241938824744e-79	RA_BT	RNASET2
NCF2	2.50938145897735e-83	0.131725931415984	0.744	0.616	5.49328695184732e-79	RA_BT	NCF2
SERPINA1	4.89569558510399e-83	0.149532720850508	0.839	0.694	1.07171672053512e-78	RA_BT	SERPINA1
ATP6V1A	5.85067137330219e-83	0.134734747458287	0.602	0.485	1.28077047032958e-78	RA_BT	ATP6V1A
IFIH1	1.24576401729071e-82	0.0972502860393752	0.198	0.108	2.72710201025108e-78	RA_BT	IFIH1
IL2RG	1.31130083504989e-82	0.143535985929209	0.422	0.306	2.87056865800771e-78	RA_BT	IL2RG
SLC2A6	1.53697191335413e-82	0.116094915743578	0.276	0.171	3.36458521552353e-78	RA_BT	SLC2A6
BCL3	1.5517641929458e-82	0.110483670491901	0.263	0.159	3.39696699477766e-78	RA_BT	BCL3
LGALS8	1.66251501323045e-82	0.12282005682358	0.418	0.301	3.63941161546278e-78	RA_BT	LGALS8
CREG1	4.0162880985622e-82	0.139435477406093	0.544	0.428	8.79205627656252e-78	RA_BT	CREG1
B2M	9.83687531222012e-82	0.0307723571184209	0.999	0.996	2.15339037459811e-77	RA_BT	B2M
ADAMDEC1	1.40262333306371e-81	0.0657555002362206	0.06	0.013	3.07048273840976e-77	RA_BT	ADAMDEC1
EAF1	1.47018642563513e-81	0.123269651161104	0.348	0.238	3.21838510435787e-77	RA_BT	EAF1
BCAT1	9.11301768160312e-81	0.141142474300434	0.593	0.479	1.99493070067974e-76	RA_BT	BCAT1
ZMIZ1-AS1	9.88831208379271e-81	0.0893925199788908	0.133	0.06	2.16465039826306e-76	RA_BT	ZMIZ1-AS1
ST14	1.44220611330706e-80	0.114762454523933	0.299	0.193	3.15713340264049e-76	RA_BT	ST14
LENG8	7.74887652676642e-80	0.123328081043567	0.651	0.529	1.69630656047444e-75	RA_BT	LENG8
IL1RN	9.38633123229489e-80	0.187452694013911	0.512	0.39	2.05476177006167e-75	RA_BT	IL1RN
LRP12	1.20805377320417e-79	0.105543611011893	0.222	0.129	2.64455051492126e-75	RA_BT	LRP12
SMOX	2.20049650300857e-79	0.0720164329668952	0.115	0.047	4.81710689473606e-75	RA_BT	SMOX
ADAM9	4.20574081401226e-79	0.126588115121738	0.624	0.505	9.20678721595423e-75	RA_BT	ADAM9
CYTIP	4.48082372324594e-79	0.141220201256533	0.559	0.444	9.80897121255768e-75	RA_BT	CYTIP
IFNAR1	4.7207293505445e-79	0.127673704935625	0.538	0.422	1.0334148621277e-74	RA_BT	IFNAR1
LILRA6	5.92185174421101e-79	0.120745530493885	0.475	0.354	1.29635256532523e-74	RA_BT	LILRA6
TMEM158	9.39958663815405e-79	0.12293802647816	0.202	0.115	2.0576635109583e-74	RA_BT	TMEM158
PAPSS1	1.04151118919879e-78	0.13027485479139	0.597	0.483	2.27997214427508e-74	RA_BT	PAPSS1
MXI1	1.42768192863641e-78	0.129904549187803	0.246	0.153	3.12533850997797e-74	RA_BT	MXI1
APLP2	3.67751438958576e-78	0.103450244917297	0.937	0.865	8.05044675024219e-74	RA_BT	APLP2
SLC25A19	3.9903308898387e-78	0.127051052931058	0.385	0.275	8.7352333509459e-74	RA_BT	SLC25A19
DOCK4	7.33742528895751e-78	0.11592545074404	0.385	0.269	1.60623577000569e-73	RA_BT	DOCK4
GBA	8.19604317262088e-78	0.116872169461021	0.373	0.26	1.79419581091844e-73	RA_BT	GBA
MMP19	1.00260245795696e-77	0.177363199733979	0.595	0.486	2.19479704071358e-73	RA_BT	MMP19
CXCR4	1.17704850455783e-77	0.173336329966107	0.534	0.425	2.57667688132755e-73	RA_BT	CXCR4
MT-ND4L	1.82313111023343e-77	0.129527511103651	0.838	0.71	3.99101631341201e-73	RA_BT	MT-ND4L
NCEH1	1.86348865044244e-77	0.132976673399456	0.494	0.376	4.07936300468355e-73	RA_BT	NCEH1
CXCL1	4.66490473966117e-77	0.084475273861984	0.067	0.017	1.02119429655923e-72	RA_BT	CXCL1
CCL8	1.0334500727392e-76	0.101301417495035	0.067	0.017	2.26232555423337e-72	RA_BT	CCL8
PTPN2	1.70318848774955e-76	0.124477361615862	0.492	0.376	3.72844991853255e-72	RA_BT	PTPN2
ADA2	7.79366251461073e-76	0.127655140827923	0.701	0.601	1.70611066107343e-71	RA_BT	ADA2
SMPDL3A	1.04769072894292e-75	0.113536707089672	0.271	0.173	2.29349977472894e-71	RA_BT	SMPDL3A
TSC22D1	1.34658757349965e-75	0.110198543882526	0.193	0.109	2.94781485714808e-71	RA_BT	TSC22D1
RAB20	1.39492493601545e-75	0.105663339191804	0.247	0.153	3.05363017743143e-71	RA_BT	RAB20
