p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
BTG1	4.24251306192455e-116	0.231221282330716	0.778	0.669	9.28728534385904e-112	RA_BT	BTG1
CD163	1.00053554566428e-113	0.263355053918093	0.75	0.628	2.19027236301368e-109	RA_BT	CD163
MT-CO1	2.20106626727223e-111	0.0350867265197903	0.998	0.998	4.81835416568564e-107	RA_BT	MT-CO1
PGK1	1.39172302336445e-107	0.171527311780587	0.883	0.8	3.04662087044711e-103	RA_BT	PGK1
RNASET2	1.81264139539785e-107	0.220266375605113	0.703	0.581	3.96805327866544e-103	RA_BT	RNASET2
MT-ND4	4.79489286175032e-107	0.0363342799171331	0.995	0.996	1.04964999636576e-102	RA_BT	MT-ND4
SEMA6B	2.66833219797536e-105	0.202476750266651	0.309	0.151	5.84124601458786e-101	RA_BT	SEMA6B
ARRDC3	2.72050825456689e-105	0.236559279771246	0.476	0.32	5.95546462007237e-101	RA_BT	ARRDC3
CD53	1.895388448077e-103	0.16438411607119	0.883	0.785	4.14919485168535e-99	RA_BT	CD53
HSP90B1	5.69027776700595e-103	0.217238426798377	0.828	0.744	1.24565870597527e-98	RA_BT	HSP90B1
NFKBIA	6.23311133358377e-101	0.199126530072468	0.821	0.734	1.36449040203482e-96	RA_BT	NFKBIA
TNFAIP3	6.75058761432652e-101	0.245929463188962	0.358	0.21	1.47777113465222e-96	RA_BT	TNFAIP3
S100A9	1.66336168179871e-100	0.239149546777828	0.927	0.805	3.64126505762556e-96	RA_BT	S100A9
PLAUR	2.40083139653508e-98	0.207413422938009	0.72	0.575	5.25566001015495e-94	RA_BT	PLAUR
FCGR3A	3.76262951808908e-97	0.194270502976687	0.835	0.743	8.23677227804881e-93	RA_BT	FCGR3A
ADAM8	6.448687610098e-97	0.211371151363492	0.457	0.296	1.41168220472655e-92	RA_BT	ADAM8
FCGR1A	1.45939727592756e-96	0.23104443402586	0.435	0.278	3.19476657673302e-92	RA_BT	FCGR1A
DMXL2	1.30565106191952e-94	0.206887128508194	0.561	0.416	2.85820073964803e-90	RA_BT	DMXL2
ADM	7.04783449731728e-93	0.209688757611821	0.28	0.142	1.54284144980773e-88	RA_BT	ADM
IFNGR2	2.53429457489054e-92	0.196915851805198	0.706	0.589	5.54782425389288e-88	RA_BT	IFNGR2
FN1	1.37628317503296e-91	0.137296079181979	0.923	0.898	3.01282149846464e-87	RA_BT	FN1
CLEC5A	1.41116296828956e-91	0.237429198292263	0.476	0.326	3.08917685388268e-87	RA_BT	CLEC5A
PKM	3.12556535583301e-91	0.155590705172092	0.918	0.818	6.84217512045404e-87	RA_BT	PKM
FTL	5.56765079103819e-91	0.0809744107525625	1	0.985	1.21881443466617e-86	RA_BT	FTL
DDX60L	8.49961017180169e-89	0.219776965422802	0.569	0.438	1.86064966270911e-84	RA_BT	DDX60L
LUCAT1	1.35185655424113e-88	0.195049855620969	0.305	0.167	2.95934918288926e-84	RA_BT	LUCAT1
BNIP3L	2.9373262975464e-88	0.195071969927255	0.712	0.61	6.43010099795883e-84	RA_BT	BNIP3L
LCP1	1.1981217042591e-87	0.163232626566586	0.864	0.765	2.62280822279359e-83	RA_BT	LCP1
SAT1	8.40568357774754e-87	0.142678067051407	0.977	0.897	1.84008819200471e-82	RA_BT	SAT1
SLC2A5	9.33865093565203e-86	0.140626073251254	0.148	0.049	2.04432407632359e-81	RA_BT	SLC2A5
EGLN3	8.12653784846589e-85	0.168228448367264	0.183	0.074	1.77898040040767e-80	RA_BT	EGLN3
FLT1	2.16742026458093e-84	0.184681282889004	0.244	0.121	4.74469970119412e-80	RA_BT	FLT1
MXD1	5.84770361556675e-83	0.203445693851352	0.462	0.318	1.28012079848372e-78	RA_BT	MXD1
NAMPT	7.78446481332211e-83	0.196083935579112	0.755	0.635	1.70409719228434e-78	RA_BT	NAMPT
HLA-B	8.74111762797574e-83	0.114100748979838	0.992	0.927	1.91351805994017e-78	RA_BT	HLA-B
EREG	1.26762028992176e-82	0.173729117108196	0.163	0.06	2.77494757666772e-78	RA_BT	EREG
FOS	7.12499953018009e-81	0.169434264086888	0.878	0.816	1.55973364715172e-76	RA_BT	FOS
AK4	8.6366479005191e-81	0.137873220444858	0.172	0.067	1.89064859190264e-76	RA_BT	AK4
SLC16A3	3.21537981621376e-79	0.163058619272013	0.793	0.698	7.03878795567354e-75	RA_BT	SLC16A3
SCD	9.53632443098678e-79	0.202093903462579	0.294	0.172	2.08759678118732e-74	RA_BT	SCD
SERPINA1	1.47777204632495e-78	0.191833446037458	0.779	0.621	3.23499078660995e-74	RA_BT	SERPINA1
FCGR2A	3.49951081550409e-78	0.183324818952414	0.69	0.571	7.66077912622001e-74	RA_BT	FCGR2A
TPM4	1.76846076479489e-77	0.162190304518077	0.853	0.754	3.87133746021248e-73	RA_BT	TPM4
PGAM1	2.68253241064885e-77	0.165593721938888	0.779	0.68	5.87233170015139e-73	RA_BT	PGAM1
SULF2	4.55485428404468e-77	0.177757308779688	0.381	0.242	9.97103151320221e-73	RA_BT	SULF2
P4HB	5.28809024437503e-77	0.178591002462397	0.718	0.63	1.15761583539614e-72	RA_BT	P4HB
PNRC1	8.98270263085969e-77	0.18228114643562	0.656	0.542	1.96640343292149e-72	RA_BT	PNRC1
SLC25A37	1.92268876387166e-76	0.222287865686698	0.522	0.378	4.20895797299144e-72	RA_BT	SLC25A37
ITGAM	6.61305143839185e-76	0.164137004463385	0.752	0.644	1.44766309037836e-71	RA_BT	ITGAM
ANXA5	9.00890062545313e-75	0.130848921718778	0.973	0.894	1.97213843591795e-70	RA_BT	ANXA5
ASPH	2.61101697424606e-74	0.193469905680167	0.459	0.336	5.71577725832204e-70	RA_BT	ASPH
HLA-A	2.029040849016e-72	0.144763787785058	0.978	0.878	4.44177332258092e-68	RA_BT	HLA-A
EGR1	3.52403452252654e-72	0.227169026146918	0.375	0.25	7.71446397326285e-68	RA_BT	EGR1
FAM107B	1.44996580608597e-71	0.178933666246824	0.607	0.493	3.17412014610279e-67	RA_BT	FAM107B
MARCO	8.34498344172546e-71	0.183903767178137	0.843	0.741	1.82680032522812e-66	RA_BT	MARCO
CANX	2.95562222719265e-70	0.153167840354115	0.783	0.696	6.47015261754742e-66	RA_BT	CANX
DOCK10	3.11508043847055e-70	0.186491128904632	0.487	0.37	6.81922258785588e-66	RA_BT	DOCK10
BNIP3	1.79765235986586e-69	0.188979469016731	0.268	0.153	3.93524078098235e-65	RA_BT	BNIP3
IL4I1	2.63965110505709e-69	0.194025120331428	0.336	0.212	5.77846023408047e-65	RA_BT	IL4I1
DAZAP2	6.98996309996076e-69	0.140237290854068	0.816	0.728	1.53017282221241e-64	RA_BT	DAZAP2
VIM	5.51477317951835e-68	0.0533420018039306	0.999	0.986	1.20723899672836e-63	RA_BT	VIM
CD93	7.20596879592621e-68	0.168305480336587	0.415	0.262	1.57745862911621e-63	RA_BT	CD93
TLR2	3.04788906954489e-67	0.174896280237933	0.609	0.498	6.67213396214071e-63	RA_BT	TLR2
PDIA3	4.05297366051693e-67	0.153534232029931	0.789	0.711	8.87236464023762e-63	RA_BT	PDIA3
ARRDC4	1.07709741806798e-66	0.175229949038031	0.442	0.317	2.35787395789262e-62	RA_BT	ARRDC4
SLAMF9	2.99232906412698e-65	0.156739140895276	0.236	0.126	6.55050755428037e-61	RA_BT	SLAMF9
PLSCR1	6.31308510240806e-65	0.16964675091877	0.583	0.459	1.38199745976815e-60	RA_BT	PLSCR1
GPI	2.77592636143743e-64	0.175368677528504	0.541	0.429	6.07678039782268e-60	RA_BT	GPI
STAT1	4.26494153929094e-64	0.20395824709692	0.561	0.467	9.3363835236618e-60	RA_BT	STAT1
ICAM1	2.28628241949854e-63	0.164836664773264	0.302	0.188	5.00490084452425e-59	RA_BT	ICAM1
NINJ1	3.34045568954362e-63	0.181329919485429	0.519	0.407	7.31259154997993e-59	RA_BT	NINJ1
TCIRG1	6.08952883421157e-63	0.156087420586366	0.704	0.609	1.33305875709726e-58	RA_BT	TCIRG1
ARHGAP18	1.55717005979945e-62	0.16342152143166	0.672	0.569	3.40880097790697e-58	RA_BT	ARHGAP18
MT-ATP6	9.59249510985846e-62	0.0328389160523734	0.998	0.994	2.09989310449912e-57	RA_BT	MT-ATP6
TREM1	3.35681663741448e-60	0.16775122790732	0.601	0.482	7.34840730096404e-56	RA_BT	TREM1
THBD	5.19249177722182e-60	0.185724771194108	0.363	0.24	1.13668837495163e-55	RA_BT	THBD
GRB2	1.64914310037931e-58	0.135887543329846	0.769	0.686	3.61013916104034e-54	RA_BT	GRB2
GBP5	3.75664641268756e-58	0.165031380785441	0.175	0.086	8.22367466201433e-54	RA_BT	GBP5
PCNX1	1.81048886855997e-57	0.145591912379854	0.278	0.174	3.96334118216463e-53	RA_BT	PCNX1
PCOLCE2	7.16905277035765e-57	0.0844722593689909	0.087	0.024	1.56937734195899e-52	RA_BT	PCOLCE2
SLC11A1	8.1925653031919e-57	0.151754251705178	0.828	0.742	1.79343447052174e-52	RA_BT	SLC11A1
APLP2	1.38613310625885e-56	0.123425164989736	0.913	0.829	3.03438398291124e-52	RA_BT	APLP2
CPD	7.04741230295114e-56	0.155768330489844	0.401	0.29	1.54274902723903e-51	RA_BT	CPD
MMP19	7.81875324590456e-56	0.197246772889226	0.647	0.554	1.71160327306097e-51	RA_BT	MMP19
ENG	1.24424260473535e-55	0.144896276229058	0.735	0.657	2.72377148602614e-51	RA_BT	ENG
RIOK3	1.24431847533533e-55	0.151184986753258	0.611	0.516	2.72393757435658e-51	RA_BT	RIOK3
STK17B	4.02570289441913e-55	0.157215536113659	0.482	0.373	8.81266620617292e-51	RA_BT	STK17B
MAP3K8	7.82288670290869e-55	0.165865283819682	0.659	0.577	1.71250812813374e-50	RA_BT	MAP3K8
JUNB	2.93963641621976e-54	0.143855868638383	0.832	0.765	6.43515807874669e-50	RA_BT	JUNB
AL133453.1	4.57495756565126e-54	0.107484265915226	0.153	0.073	1.00150396069672e-49	RA_BT	AL133453.1
KCNJ15	1.55880762244901e-53	0.106920497277451	0.145	0.065	3.41238576630312e-49	RA_BT	KCNJ15
GBP1	4.70437133169957e-53	0.217172260101094	0.441	0.351	1.02983392822235e-48	RA_BT	GBP1
IFI6	3.58233532377024e-52	0.163153141718292	0.624	0.507	7.84209025726544e-48	RA_BT	IFI6
EPSTI1	1.28138054413974e-51	0.167408592526413	0.342	0.244	2.8050701491763e-47	RA_BT	EPSTI1
CCR1	4.87540790787299e-51	0.126916231005563	0.797	0.72	1.06727554511248e-46	RA_BT	CCR1
MT-ND2	1.1569882893273e-50	0.0507260168455361	0.992	0.973	2.53276306416639e-46	RA_BT	MT-ND2
TXNIP	1.39594772484811e-50	0.131247111963098	0.916	0.837	3.05586916446499e-46	RA_BT	TXNIP
MAP3K20	1.63109624456431e-50	0.154882878426922	0.399	0.298	3.57063278897573e-46	RA_BT	MAP3K20
FTH1	2.05862281911635e-50	0.0425252734092023	1	0.995	4.50653121332759e-46	RA_BT	FTH1
ACTN1	4.97067686795623e-50	0.131808987145786	0.717	0.633	1.0881308731643e-45	RA_BT	ACTN1
NLRP3	1.95676361512006e-49	0.156459778378622	0.367	0.267	4.28355122985933e-45	RA_BT	NLRP3
TPST1	2.28603837357697e-49	0.111855403573048	0.141	0.067	5.00436660359734e-45	RA_BT	TPST1
IL1B	2.95758020643982e-49	0.116888986841613	0.142	0.065	6.47443882991741e-45	RA_BT	IL1B
ZFP36L1	3.87067791760765e-49	0.147600239369633	0.811	0.727	8.47330102943491e-45	RA_BT	ZFP36L1
FLNB	4.81379638375139e-49	0.166538450096614	0.45	0.348	1.05378816636702e-44	RA_BT	FLNB
OLFML2B	7.38356253255762e-49	0.116329239641288	0.163	0.082	1.61633567400219e-44	RA_BT	OLFML2B
CD47	1.06577529158085e-48	0.132532868706201	0.713	0.642	2.33308869079964e-44	RA_BT	CD47
SERPINE1	1.40189391698504e-48	0.171854330971066	0.463	0.359	3.06888597367195e-44	RA_BT	SERPINE1
CD164	2.15847232795347e-48	0.12031762398435	0.766	0.679	4.72511177312294e-44	RA_BT	CD164
TNS3	3.13372747154177e-48	0.158053632488892	0.428	0.327	6.86004280795209e-44	RA_BT	TNS3
FCAR	3.88930110822162e-48	0.0659795446391335	0.066	0.016	8.51406905600795e-44	RA_BT	FCAR
ARHGAP26	5.9011511914838e-48	0.137340674747529	0.418	0.309	1.29182100732772e-43	RA_BT	ARHGAP26
C4orf3	6.79771715894226e-48	0.131895876969489	0.736	0.662	1.48808826326405e-43	RA_BT	C4orf3
PSAP	1.08724051160357e-47	0.109805490878776	0.98	0.902	2.38007820395137e-43	RA_BT	PSAP
GPR65	6.14459669721202e-47	0.125019891713297	0.236	0.147	1.34511366298668e-42	RA_BT	GPR65
BACH1	8.11712952858658e-47	0.141651851649358	0.512	0.423	1.77692082510289e-42	RA_BT	BACH1
CR1	1.03561450079017e-46	0.091804441323262	0.112	0.047	2.26706370367976e-42	RA_BT	CR1
LAMP1	1.79008707429114e-46	0.135976491700054	0.777	0.692	3.91867961433073e-42	RA_BT	LAMP1
IFNAR1	2.791562558178e-46	0.145188692304721	0.474	0.388	6.11100959610747e-42	RA_BT	IFNAR1
PGD	2.99454386808625e-46	0.146410005080991	0.435	0.337	6.55535598162762e-42	RA_BT	PGD
MARCH1	3.9868257138864e-46	0.154565475818383	0.512	0.407	8.72756017026872e-42	RA_BT	MARCH1
PDK1	8.21162919548225e-46	0.111102019103589	0.165	0.088	1.79760774718302e-41	RA_BT	PDK1
ANGPTL4	1.0114308331754e-45	0.0856269550185116	0.07	0.02	2.21412323690427e-41	RA_BT	ANGPTL4
CD82	1.67767294423928e-45	0.114577355517066	0.193	0.111	3.67259384223422e-41	RA_BT	CD82
IL18BP	4.33640507936732e-45	0.112866571236282	0.173	0.094	9.492824359243e-41	RA_BT	IL18BP
CALR	5.18989471596952e-45	0.129968515897419	0.816	0.749	1.13611985227289e-40	RA_BT	CALR
ABCA1	1.11574840275777e-44	0.143840133243293	0.501	0.396	2.44248482847704e-40	RA_BT	ABCA1
PTTG1IP	1.32471320714278e-44	0.131844780615781	0.651	0.563	2.89992968175626e-40	RA_BT	PTTG1IP
ADAM9	1.72208114600527e-44	0.132384316060475	0.576	0.483	3.76980783672014e-40	RA_BT	ADAM9
LENG8	1.96551622437448e-44	0.126806493773546	0.605	0.513	4.30271156677818e-40	RA_BT	LENG8
NUP58	3.08628568560103e-44	0.128402304522342	0.334	0.24	6.75618799434921e-40	RA_BT	NUP58
GNS	5.40316266703292e-44	0.139217135186707	0.605	0.535	1.18280633944018e-39	RA_BT	GNS
IGKC	1.02664266261295e-43	0.0550743905127811	0.052	0.01	2.24742345272601e-39	RA_BT	IGKC
STX1A	1.48081400813299e-43	0.0691161812754842	0.09	0.033	3.24164994520392e-39	RA_BT	STX1A
VAV3	1.55322305976099e-43	0.121112268300141	0.247	0.16	3.40016060012278e-39	RA_BT	VAV3
IRF2BP2	1.90145913684991e-43	0.13347165307821	0.606	0.513	4.16248419647815e-39	RA_BT	IRF2BP2
PSD3	2.58422258264381e-43	0.103525730838029	0.152	0.079	5.65712165566556e-39	RA_BT	PSD3
HIPK2	2.89245052097828e-43	0.130063122259158	0.33	0.234	6.33186343547356e-39	RA_BT	HIPK2
SLC39A10	5.7093839988621e-43	0.122113924112201	0.254	0.167	1.2498412511909e-38	RA_BT	SLC39A10
ACSL4	1.38925506136448e-42	0.132175468799777	0.454	0.365	3.04121825483299e-38	RA_BT	ACSL4
DENND5A	1.58992653156919e-42	0.129938193049496	0.51	0.425	3.48050817025812e-38	RA_BT	DENND5A
AGFG1	1.6821327825396e-42	0.133706598389112	0.506	0.418	3.68235687425744e-38	RA_BT	AGFG1
KDM3A	2.25880486308848e-42	0.115954968598073	0.212	0.131	4.94474972578699e-38	RA_BT	KDM3A
PDIA4	2.7189412431674e-42	0.167589867538599	0.428	0.346	5.95203427541774e-38	RA_BT	PDIA4
MGST1	3.05550535437165e-42	0.133429378542774	0.286	0.193	6.68880677125499e-38	RA_BT	MGST1
GRINA	6.17435091052124e-42	0.134215273474741	0.578	0.481	1.35162715782221e-37	RA_BT	GRINA
MCL1	7.75044739711351e-42	0.105863475687992	0.914	0.85	1.69665043970212e-37	RA_BT	MCL1
NFKBIZ	2.09196186699962e-41	0.136666855902406	0.332	0.238	4.57951372304888e-37	RA_BT	NFKBIZ
DHRS3	3.39390639213054e-41	0.107638132343431	0.18	0.104	7.42960048301297e-37	RA_BT	DHRS3
PARP9	7.63526901679135e-41	0.13950971419484	0.39	0.297	1.67143674046579e-36	RA_BT	PARP9
CD14	2.39061616847555e-40	0.152235908249679	0.818	0.697	5.23329785440983e-36	RA_BT	CD14
TPP1	2.45605013765133e-40	0.109963366809861	0.752	0.688	5.37653935633252e-36	RA_BT	TPP1
IRF1	7.2533363101114e-40	0.150960785664003	0.57	0.484	1.58782785164649e-35	RA_BT	IRF1
TMBIM6	8.62052852170203e-40	0.0994813416600009	0.924	0.849	1.88711989868579e-35	RA_BT	TMBIM6
MERTK	1.28978901617308e-39	0.121471650685437	0.236	0.153	2.8234771353045e-35	RA_BT	MERTK
DUSP1	1.53393463828351e-39	0.107468930998977	0.866	0.824	3.35793631666644e-35	RA_BT	DUSP1
HCAR3	3.07253074916287e-39	0.069306973753993	0.066	0.021	6.72607706299244e-35	RA_BT	HCAR3
ST14	3.58398318388673e-39	0.125938627902947	0.297	0.21	7.84569758784643e-35	RA_BT	ST14
CYTIP	3.91258685132219e-39	0.129460596136843	0.495	0.396	8.5650438762294e-35	RA_BT	CYTIP
BHLHE40	5.44515583877738e-39	0.133883791578255	0.642	0.576	1.19199906466676e-34	RA_BT	BHLHE40
RGS2	6.86491099189124e-39	0.129665392528671	0.298	0.206	1.50279766523491e-34	RA_BT	RGS2
RAB10	1.10157313774084e-38	0.108938182021484	0.746	0.672	2.41145375582847e-34	RA_BT	RAB10
FYB1	1.35996453143426e-38	0.132216272297754	0.637	0.547	2.97709835576273e-34	RA_BT	FYB1
ITGB2	1.62948029378938e-38	0.122754718871344	0.683	0.595	3.56709531113433e-34	RA_BT	ITGB2
ERP44	2.18115672768831e-38	0.126719210780999	0.52	0.441	4.77477019258248e-34	RA_BT	ERP44
GCLM	3.47385471710932e-38	0.11566687437733	0.229	0.148	7.604615361224e-34	RA_BT	GCLM
FCGR2B	4.22580152717921e-38	0.172064296300004	0.402	0.319	9.250702123148e-34	RA_BT	FCGR2B
CTSS	5.13084889758486e-38	0.0969028553001623	0.963	0.897	1.1231941321703e-33	RA_BT	CTSS
JAK1	5.34937830573431e-38	0.119822305104681	0.694	0.611	1.1710324049083e-33	RA_BT	JAK1
NPL	6.37303919057208e-38	0.138528843535773	0.489	0.407	1.39512200920813e-33	RA_BT	NPL
MT-ND6	7.63739968542601e-38	0.1027255925133	0.304	0.219	1.67190316513661e-33	RA_BT	MT-ND6
EHD4	8.42099321067815e-38	0.131236900847644	0.505	0.417	1.84343962374955e-33	RA_BT	EHD4
PIK3CB	1.10680823007669e-37	0.128363179318941	0.291	0.209	2.42291389646088e-33	RA_BT	PIK3CB
LILRB1	1.13474299715357e-37	0.132898570180734	0.484	0.396	2.48406589506889e-33	RA_BT	LILRB1
PTPN12	2.100545950613e-37	0.118953434248223	0.546	0.467	4.59830514048692e-33	RA_BT	PTPN12
UPP1	2.47467668247106e-37	0.120461431095961	0.736	0.651	5.41731472559741e-33	RA_BT	UPP1
NPC2	2.57275531520922e-37	0.099725648523505	0.958	0.886	5.6320186605245e-33	RA_BT	NPC2
CNIH1	3.12261120371548e-37	0.129665136431115	0.564	0.494	6.83570818605356e-33	RA_BT	CNIH1
CKAP4	5.47447452758376e-37	0.124197365357305	0.379	0.289	1.19841721883336e-32	RA_BT	CKAP4
EAF1	5.81316215902689e-37	0.120584229106082	0.287	0.205	1.27255932823258e-32	RA_BT	EAF1
SAMD9	7.00127017338179e-37	0.131053900533111	0.361	0.274	1.53264805365501e-32	RA_BT	SAMD9
FOSB	8.06659823980088e-37	0.15940026371771	0.557	0.465	1.76585902067481e-32	RA_BT	FOSB
BCL6	1.54272432211002e-36	0.118515714012891	0.258	0.179	3.37717781353104e-32	RA_BT	BCL6
IL2RG	1.55799439330539e-36	0.139173302664568	0.343	0.257	3.41060552638484e-32	RA_BT	IL2RG
SLC2A1	1.5993420317369e-36	0.0733821526473623	0.089	0.037	3.50111964167525e-32	RA_BT	SLC2A1
PHLDA1	1.70346923584627e-36	0.139455421951154	0.53	0.426	3.72906450419107e-32	RA_BT	PHLDA1
HNRNPK	1.90671262799879e-36	0.0913289670153723	0.861	0.792	4.17398461395215e-32	RA_BT	HNRNPK
HCLS1	2.14674724756088e-36	0.118715115492339	0.625	0.545	4.69944439963551e-32	RA_BT	HCLS1
NPC1	2.48674158039704e-36	0.126287209075948	0.337	0.252	5.44372599364716e-32	RA_BT	NPC1
G0S2	3.23350558659024e-36	0.0828674171985279	0.063	0.02	7.0784670796047e-32	RA_BT	G0S2
CYBA	3.35853872739504e-36	0.12662453345484	0.965	0.856	7.35217712814049e-32	RA_BT	CYBA
PTGER4	3.83609938940963e-36	0.118421977199801	0.303	0.219	8.39760517335662e-32	RA_BT	PTGER4
TYMP	5.34363289181105e-36	0.133038236466211	0.977	0.875	1.16977467634636e-31	RA_BT	TYMP
FCN1	6.50774668086038e-36	0.148471735380176	0.475	0.362	1.42461082590715e-31	RA_BT	FCN1
PTGER2	1.06949584738101e-35	0.125657604847625	0.548	0.455	2.34123335950177e-31	RA_BT	PTGER2
ZNF395	1.47122485198607e-35	0.102268655773771	0.153	0.087	3.2206583234827e-31	RA_BT	ZNF395
MIR210HG	2.47629390640818e-35	0.0697832177347907	0.097	0.043	5.42085499051815e-31	RA_BT	MIR210HG
PDLIM7	2.53665209305888e-35	0.127362106783544	0.518	0.434	5.55298509691519e-31	RA_BT	PDLIM7
EEF1A1	4.68364687433891e-35	0.00388410530213212	0.995	0.95	1.02529713726153e-30	RA_BT	EEF1A1
RAP2B	5.34527095942216e-35	0.111268478122603	0.614	0.539	1.17013326572711e-30	RA_BT	RAP2B
TMEM167A	6.06512742684832e-35	0.0955148594078487	0.725	0.667	1.32771704501136e-30	RA_BT	TMEM167A
CSTB	1.24174355800536e-34	0.0942783478370162	0.966	0.908	2.71830082282953e-30	RA_BT	CSTB
HLA-E	1.65825967867669e-34	0.107736786897799	0.925	0.833	3.63009626259113e-30	RA_BT	HLA-E
TTYH3	1.98612864609022e-34	0.124402825408547	0.583	0.507	4.3478342191561e-30	RA_BT	TTYH3
DRAM1	2.13929798040803e-34	0.127378677336766	0.314	0.235	4.68313720891121e-30	RA_BT	DRAM1
GNA12	2.40610149578805e-34	0.113629981536798	0.345	0.263	5.26719678442961e-30	RA_BT	GNA12
EIF4EBP1	5.04092410705252e-34	0.128205469800618	0.4	0.32	1.10350869627487e-29	RA_BT	EIF4EBP1
PIK3AP1	6.59743997895151e-34	0.123648707134057	0.419	0.341	1.44424558579227e-29	RA_BT	PIK3AP1
PTAFR	7.56046740723636e-34	0.121162830478163	0.602	0.53	1.65506192011811e-29	RA_BT	PTAFR
IFIT3	8.97736716850132e-34	0.118547052886632	0.189	0.119	1.96523544685662e-29	RA_BT	IFIT3
ZSWIM4	1.09463071434417e-33	0.0746240320347799	0.112	0.056	2.39625609677083e-29	RA_BT	ZSWIM4
