p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
PPP1CB	8.96653644899696e-11	0.528295410978168	0.755	0.669	1.96286449404992e-06	RA_BT	PPP1CB
FYN	9.91299291579486e-11	0.409016590719536	0.798	0.701	2.17005327919665e-06	RA_BT	FYN
DNAJB14	1.46517288902684e-10	0.498908809807494	0.718	0.617	3.20740997136865e-06	RA_BT	DNAJB14
MAP3K1	1.50803263377542e-10	0.422579218246092	0.381	0.227	3.30123423859777e-06	RA_BT	MAP3K1
ZC3HAV1	1.9872635226123e-10	0.436482228764561	0.678	0.531	4.35031857735058e-06	RA_BT	ZC3HAV1
MT-ND6	2.03652862617676e-10	0.460297552852748	0.387	0.234	4.45816481556355e-06	RA_BT	MT-ND6
IL6ST	2.228348333691e-10	0.568723248298093	0.76	0.658	4.87807733728296e-06	RA_BT	IL6ST
ZNRF1	3.06963339690113e-10	0.372797229578852	0.738	0.658	6.71973446915625e-06	RA_BT	ZNRF1
RPL39	3.43266073999031e-10	0.26386545597058	0.995	0.994	7.51443762591278e-06	RA_BT	RPL39
MBNL1	3.78292089332168e-10	0.332633924874346	0.803	0.689	8.28119212757049e-06	RA_BT	MBNL1
MIAT	4.06314455575228e-10	0.442829797090591	0.677	0.539	8.89462974699731e-06	RA_BT	MIAT
STAT5B	5.36497174927471e-10	0.453659667925666	0.542	0.412	1.17444596563373e-05	RA_BT	STAT5B
DDX3X	5.44567509204355e-10	0.407055893196111	0.771	0.683	1.19211273439925e-05	RA_BT	DDX3X
AKAP13	6.09340857854908e-10	0.334667525802432	0.907	0.867	1.33390807193018e-05	RA_BT	AKAP13
THADA	8.09648005288014e-10	0.532136738264129	0.382	0.245	1.77240044837599e-05	RA_BT	THADA
SMAP2	8.25640631714633e-10	0.442140020247449	0.851	0.819	1.8074099068865e-05	RA_BT	SMAP2
TENT5C	9.08078731185996e-10	0.437910469295109	0.466	0.314	1.98787515043926e-05	RA_BT	TENT5C
ARGLU1	9.45870348721386e-10	0.349085151511403	0.867	0.79	2.07060478038599e-05	RA_BT	ARGLU1
NOP58	1.09495393323723e-09	0.488772813410297	0.512	0.383	2.39696365524962e-05	RA_BT	NOP58
ETS1	1.51695977702991e-09	0.332065432782308	0.933	0.904	3.32077664789618e-05	RA_BT	ETS1
JAK3	1.78010413278642e-09	0.384235303409111	0.645	0.533	3.89682595708275e-05	RA_BT	JAK3
RORA	2.13092944589101e-09	0.453366953160607	0.704	0.632	4.66481765000001e-05	RA_BT	RORA
ITK	2.25000322494967e-09	0.332399528911468	0.683	0.577	4.92548205973732e-05	RA_BT	ITK
PRDM1	2.94553469074048e-09	0.385531219485343	0.829	0.793	6.44806999149998e-05	RA_BT	PRDM1
GK	3.33546670733801e-09	0.580431742129755	0.464	0.332	7.30167016903363e-05	RA_BT	GK
IRF1	3.82130793957125e-09	0.511786145693614	0.592	0.472	8.36522521051543e-05	RA_BT	IRF1
TP53INP1	7.14090328062031e-09	0.498069435823889	0.523	0.384	0.000156321513716059	RA_BT	TP53INP1
TRPS1	7.68672722820449e-09	0.511087287441891	0.685	0.625	0.000168270145752625	RA_BT	TRPS1
GPBP1	8.66027390531943e-09	0.36723980816997	0.766	0.649	0.000189582056061348	RA_BT	GPBP1
TMEM123	9.57511962938939e-09	0.527971921753562	0.669	0.567	0.000209608943806963	RA_BT	TMEM123
ST8SIA1	1.03004275122504e-08	0.327520903432544	0.192	0.084	0.000225486658670674	RA_BT	ST8SIA1
JUND	1.21370118559688e-08	0.372842786187639	0.973	0.96	0.000265691326539014	RA_BT	JUND
NPIPB5	1.30883164819928e-08	0.41222328509859	0.334	0.201	0.000286516336107305	RA_BT	NPIPB5
MT-ATP8	1.39360277557285e-08	0.316894049598988	0.189	0.081	0.000305073583600653	RA_BT	MT-ATP8
SBNO2	1.52240912491997e-08	0.424513242550678	0.371	0.245	0.000333270581536232	RA_BT	SBNO2
CNOT6L	1.56030554269036e-08	0.431175038638862	0.722	0.597	0.000341566486350347	RA_BT	CNOT6L
PDE4B	2.04074292168232e-08	0.4591649018309	0.395	0.271	0.000446739032985478	RA_BT	PDE4B
RDH10	2.344242757825e-08	0.521516374911017	0.274	0.153	0.000513178182115471	RA_BT	RDH10
FURIN	2.38757396317992e-08	0.443469172718522	0.517	0.398	0.000522663816279717	RA_BT	FURIN
KIAA0319L	2.9628907342973e-08	0.543166329929931	0.515	0.391	0.000648606410645022	RA_BT	KIAA0319L
H2AFZ	3.2924845047355e-08	0.391096164002513	0.853	0.799	0.000720757782931648	RA_BT	H2AFZ
FAM214A	3.66629994849862e-08	0.430439565008476	0.358	0.233	0.000802589721725834	RA_BT	FAM214A
GRAMD1B	3.80984165093303e-08	0.305314075467906	0.23	0.118	0.000834012435805751	RA_BT	GRAMD1B
CYTOR	3.91635611070821e-08	0.474247132800553	0.602	0.478	0.000857329516195134	RA_BT	CYTOR
MALT1	4.21120048663141e-08	0.375213052432892	0.304	0.181	0.000921873898528483	RA_BT	MALT1
EVI2A	4.45089534009538e-08	0.355219545857844	0.549	0.413	0.00097434549890028	RA_BT	EVI2A
RGS1	4.92950278164794e-08	0.583700928839498	0.608	0.502	0.00107911745393055	RA_BT	RGS1
SAT1	7.01528286383716e-08	0.516195013920436	0.757	0.708	0.00153571557172259	RA_BT	SAT1
SLC2A3	7.95870382708592e-08	0.421060407426779	0.518	0.387	0.00174223985478738	RA_BT	SLC2A3
IFI16	8.33218637667197e-08	0.318810645811715	0.859	0.809	0.00182399891971726	RA_BT	IFI16
CCL4	8.72152173505102e-08	0.0745695176375327	0.21	0.351	0.00190922832302002	RA_BT	CCL4
RAB11FIP1	9.06095640870421e-08	0.351607423720784	0.749	0.678	0.00198353396742944	RA_BT	RAB11FIP1
HDAC4	9.26417312297442e-08	0.334463333838229	0.224	0.116	0.00202802013835033	RA_BT	HDAC4
PDE4D	1.01964407241438e-07	0.415288955906676	0.49	0.366	0.00223210283892231	RA_BT	PDE4D
HNRNPH1	1.10345374704603e-07	0.344514667922933	0.752	0.691	0.00241557059765846	RA_BT	HNRNPH1
RNF213	1.30659026918762e-07	0.335276304902735	0.898	0.873	0.00286025675827861	RA_BT	RNF213
CXCL8	1.44877977879254e-07	0.172334224443453	0.07	0.012	0.00317152381375475	RA_BT	CXCL8
NR3C1	1.6619845579707e-07	0.45049230435734	0.834	0.775	0.00363825039585365	RA_BT	NR3C1
ZNF831	1.93917216231278e-07	0.36664713293017	0.371	0.251	0.00424504178051891	RA_BT	ZNF831
AC016831.7	2.16005236680686e-07	0.380604582476477	0.322	0.201	0.0047285706361769	RA_BT	AC016831.7
KAT6A	2.20012486317542e-07	0.340147173175672	0.446	0.323	0.00481629333797731	RA_BT	KAT6A
ETV7	2.21792650910025e-07	0.446459204497569	0.507	0.403	0.00485526292107135	RA_BT	ETV7
FAM129A	2.67627288782829e-07	0.367537946861077	0.853	0.802	0.00585862897874491	RA_BT	FAM129A
SRRM2	2.92412135612932e-07	0.322271579332124	0.829	0.793	0.00640119406070269	RA_BT	SRRM2
VMP1	3.99858635140622e-07	0.372340616450315	0.662	0.593	0.00875330538186335	RA_BT	VMP1
PTGER4	4.18195763130962e-07	0.374936195372729	0.429	0.311	0.00915472345069988	RA_BT	PTGER4
PLEKHG2	4.34714348564858e-07	0.315029938915843	0.283	0.168	0.00951633180443331	RA_BT	PLEKHG2
KMT2E	5.51584092800047e-07	0.28146692338579	0.818	0.773	0.0120747273754858	RA_BT	KMT2E
EVL	6.19914381097727e-07	0.370896751811146	0.725	0.645	0.0135705457166103	RA_BT	EVL
CCNL1	6.89396042867841e-07	0.361859009638053	0.622	0.562	0.0150915687744199	RA_BT	CCNL1
NFKBIZ	7.19493037273045e-07	0.280498720775289	0.307	0.19	0.0157504220789442	RA_BT	NFKBIZ
JUNB	7.39439886376742e-07	0.335690449498649	0.821	0.784	0.0161870785526733	RA_BT	JUNB
MXD1	7.71486135501131e-07	0.448346021883332	0.285	0.175	0.0168886029922552	RA_BT	MXD1
CFLAR	7.7618258812925e-07	0.28327664359559	0.933	0.897	0.0169914130367374	RA_BT	CFLAR
LUZP1	7.96737326357291e-07	0.409608763177917	0.478	0.355	0.0174413768112875	RA_BT	LUZP1
IRF9	9.03487121145397e-07	0.383611764898156	0.379	0.268	0.0197782365689939	RA_BT	IRF9
CLK1	9.08890247062861e-07	0.327795464587046	0.467	0.349	0.0198965163984531	RA_BT	CLK1
BICDL1	9.30349280595637e-07	0.448737838952805	0.374	0.271	0.0203662761015191	RA_BT	BICDL1
TNIP3	9.62470620861359e-07	0.288623303657388	0.099	0.032	0.021069444361276	RA_BT	TNIP3
CD84	9.79107157530956e-07	0.297784268538174	0.715	0.636	0.0214336347855102	RA_BT	CD84
RHOH	9.89510126634625e-07	0.376921189262445	0.576	0.452	0.0216613661821586	RA_BT	RHOH
MBTPS1	1.02987321323635e-06	0.300549624543961	0.32	0.211	0.0225449545109568	RA_BT	MBTPS1
IL6R	1.1264540112172e-06	0.411335609846561	0.378	0.266	0.0246592047595557	RA_BT	IL6R
IGKC	1.12996198708633e-06	0.116589493472097	0.064	0.012	0.0247359978593069	RA_BT	IGKC
ANKRD11	1.18569127773711e-06	0.325123430001361	0.742	0.674	0.0259559677609431	RA_BT	ANKRD11
RPS27	1.24136688698203e-06	0.293547064096405	0.981	0.988	0.0271747625229235	RA_BT	RPS27
CD55	1.28354190401261e-06	0.361543833014818	0.386	0.271	0.0280980158207401	RA_BT	CD55
SRSF5	1.45101094825149e-06	0.222088279047342	0.83	0.76	0.0317640806681733	RA_BT	SRSF5
AC124319.2	1.73837306903755e-06	0.225607180451675	0.104	0.037	0.0380547248543011	RA_BT	AC124319.2
CSNK1D	1.85144758607877e-06	0.339344999336579	0.494	0.394	0.0405300391068504	RA_BT	CSNK1D
FOSL2	1.94387839137232e-06	0.386068637614835	0.358	0.242	0.0425534418655314	RA_BT	FOSL2
CBLB	2.25967388567641e-06	0.403281303591223	0.606	0.504	0.0494665210313422	RA_BT	CBLB
IFITM1	2.41991612916414e-06	0.406453346267732	0.781	0.675	0.0529743839835321	RA_BT	IFITM1
SARAF	2.53255046600944e-06	0.256545032699519	0.965	0.942	0.0554400622514127	RA_BT	SARAF
ICA1	2.65916479360307e-06	0.413904980560119	0.498	0.38	0.0582117764967648	RA_BT	ICA1
USP34	2.78131072337856e-06	0.341604261477348	0.528	0.44	0.06088567304548	RA_BT	USP34
MT-ND4	2.98438687068858e-06	0.140034127586157	1	0.997	0.0653312129862437	RA_BT	MT-ND4
NAB1	3.04606332645968e-06	0.324044288474256	0.334	0.224	0.066681372279529	RA_BT	NAB1
NARF	3.12390420152202e-06	0.336248825465011	0.493	0.392	0.0683853868755185	RA_BT	NARF
IKBKB	3.24886422478346e-06	0.370128742887022	0.413	0.302	0.0711208867447346	RA_BT	IKBKB
FAM133B	3.69283985731482e-06	0.333468918972862	0.558	0.459	0.0808399573164788	RA_BT	FAM133B
SATB1	3.82925972344618e-06	0.32664598814145	0.155	0.077	0.0838263246059604	RA_BT	SATB1
LEPROTL1	3.86399361116164e-06	0.295308102831042	0.885	0.845	0.0845866841419394	RA_BT	LEPROTL1
JAK1	4.14787029476301e-06	0.24758960997291	0.789	0.734	0.0908010286226571	RA_BT	JAK1
N4BP2L2	4.14855673716176e-06	0.28650010370559	0.89	0.85	0.0908160555332081	RA_BT	N4BP2L2
MT-CO2	4.22290186600811e-06	0.17569173057621	1	0.997	0.0924435447487835	RA_BT	MT-CO2
HECA	4.27720598892254e-06	0.338417746054467	0.451	0.338	0.0936323163035033	RA_BT	HECA
IRF4	4.40798271590353e-06	0.28257937732157	0.157	0.075	0.0964951496338443	RA_BT	IRF4
MFHAS1	4.69859210301907e-06	0.393395232563508	0.509	0.413	0.10285687972719	RA_BT	MFHAS1
OGT	4.70440612835705e-06	0.340398527895588	0.598	0.495	0.102984154555864	RA_BT	OGT
STAT1	5.39068480593794e-06	0.350441849578139	0.376	0.274	0.118007481086787	RA_BT	STAT1
MT-ND5	5.45366879661406e-06	0.098223329118861	0.987	0.965	0.119386263626678	RA_BT	MT-ND5
CSGALNACT1	6.26837233526167e-06	0.341866228592764	0.373	0.271	0.137220938791213	RA_BT	CSGALNACT1
MECP2	6.42889214200523e-06	0.314061095964275	0.379	0.271	0.140734877880637	RA_BT	MECP2
BTAF1	7.32823233374578e-06	0.262868918003787	0.24	0.144	0.160422334018029	RA_BT	BTAF1
BACH1	7.60024197814512e-06	0.314592156371108	0.33	0.23	0.166376897143575	RA_BT	BACH1
CREM	7.85151781591497e-06	0.377048582845548	0.664	0.582	0.171877576508195	RA_BT	CREM
LIMS1	8.64563880148195e-06	0.249909870025497	0.821	0.807	0.189261679003241	RA_BT	LIMS1
EP300	1.06124377747354e-05	0.270838736470146	0.456	0.355	0.232316875326733	RA_BT	EP300
TUT7	1.16611866723699e-05	0.397819859775016	0.406	0.309	0.255275037444849	RA_BT	TUT7
ZC3H12D	1.17018259575897e-05	0.411267286349843	0.326	0.231	0.256164672037595	RA_BT	ZC3H12D
DYRK1A	1.21190930539575e-05	0.293315314925692	0.259	0.167	0.265299066044185	RA_BT	DYRK1A
IRS2	1.21951608610112e-05	0.218813790178631	0.16	0.081	0.266964266408397	RA_BT	IRS2
ATM	1.28919902785428e-05	0.358694849040416	0.41	0.32	0.282218559187581	RA_BT	ATM
KANSL1	1.31086404975592e-05	0.310711095091683	0.574	0.485	0.286961249132069	RA_BT	KANSL1
KLF6	1.32156091293242e-05	0.339269748053088	0.906	0.907	0.289302899450036	RA_BT	KLF6
CXCL13	1.3561050285745e-05	0.736217640518709	0.536	0.452	0.296864951805244	RA_BT	CXCL13
SYTL2	1.77586348581297e-05	0.353034734360136	0.394	0.296	0.388754275679318	RA_BT	SYTL2
NPIPB4	1.81791989245192e-05	0.207705250105888	0.146	0.07	0.39796084365665	RA_BT	NPIPB4
METTL8	1.85164325086603e-05	0.292467523940567	0.309	0.211	0.405343224047083	RA_BT	METTL8
UHRF2	1.89726453767421e-05	0.313319908977036	0.347	0.251	0.415330179942261	RA_BT	UHRF2
ZNF281	1.91210713967037e-05	0.34607539391892	0.512	0.406	0.41857937394524	RA_BT	ZNF281
PTPN2	2.00247168635942e-05	0.322476387537501	0.514	0.436	0.43836107686094	RA_BT	PTPN2
C1orf56	2.01367850633265e-05	0.471895219630336	0.493	0.41	0.440814361821281	RA_BT	C1orf56
THOC2	2.11648839102108e-05	0.232312042703244	0.467	0.357	0.463320473678424	RA_BT	THOC2
JMJD1C	2.27458211012058e-05	0.338628855302477	0.538	0.456	0.497928769726496	RA_BT	JMJD1C
ZNF217	2.29881266009436e-05	0.323514096394313	0.262	0.17	0.503233079421256	RA_BT	ZNF217
ADD3	2.41102197431031e-05	0.33373588884108	0.685	0.623	0.52779682039627	RA_BT	ADD3
JARID2	2.47217516273053e-05	0.339454364679784	0.418	0.332	0.54118386487334	RA_BT	JARID2
PPP4R2	2.55100704332933e-05	0.28048938169433	0.493	0.395	0.558440951855223	RA_BT	PPP4R2
AC005224.3	2.65749568430874e-05	0.340180445927483	0.192	0.113	0.581752380252026	RA_BT	AC005224.3
CCL18	2.85574970208084e-05	0.142586194560937	0.048	0.009	0.625152167282517	RA_BT	CCL18
FTH1	3.0669871674139e-05	0.243671320998643	0.998	0.997	0.671394160818577	RA_BT	FTH1
AP1G1	3.22432269350466e-05	0.267720121655895	0.246	0.158	0.705836480835105	RA_BT	AP1G1
ARID4B	3.30522052692705e-05	0.242243185623179	0.741	0.695	0.723545825549601	RA_BT	ARID4B
SELL	3.45910721879953e-05	0.339320356107093	0.158	0.084	0.757233161267405	RA_BT	SELL
BCL6	3.50078088887974e-05	0.185460099949746	0.109	0.047	0.766355944384664	RA_BT	BCL6
CREBRF	3.58372586281774e-05	0.289955551005021	0.531	0.44	0.784513428629432	RA_BT	CREBRF
ATXN1	3.70087763581255e-05	0.382593264740812	0.522	0.455	0.810159123255726	RA_BT	ATXN1
CD247	4.5288226810269e-05	0.26230391625643	0.765	0.743	0.991404573103599	RA_BT	CD247
WAPL	4.56203392077398e-05	0.301960594896353	0.342	0.251	0.998674845596633	RA_BT	WAPL
HELB	5.1743206431879e-05	0.271155662861428	0.262	0.178	1	RA_BT	HELB
DUSP16	5.34127782394563e-05	0.277528285632809	0.384	0.294	1	RA_BT	DUSP16
P2RY10	5.67771822237743e-05	0.307979620801342	0.39	0.299	1	RA_BT	P2RY10
ATF7IP	5.87736957830682e-05	0.286507133735545	0.413	0.317	1	RA_BT	ATF7IP
KIAA1109	6.05314338603638e-05	0.364688947283902	0.429	0.345	1	RA_BT	KIAA1109
NCOA1	6.13313217056694e-05	0.289959327469021	0.328	0.24	1	RA_BT	NCOA1
RYBP	6.14186958783776e-05	0.262918359046281	0.31	0.217	1	RA_BT	RYBP
TUT4	6.2871050026976e-05	0.316033588529529	0.541	0.475	1	RA_BT	TUT4
SF3B1	6.70310356671133e-05	0.294109864398387	0.669	0.619	1	RA_BT	SF3B1
PCBP2	6.71535876382344e-05	0.210030435692852	0.754	0.692	1	RA_BT	PCBP2
GRK5	6.72289117699469e-05	0.225127222652483	0.304	0.21	1	RA_BT	GRK5
WIPF1	6.97586827240484e-05	0.22844681548501	0.763	0.734	1	RA_BT	WIPF1
FGD3	7.03739109237368e-05	0.298954978696065	0.27	0.187	1	RA_BT	FGD3
FAM107B	7.52742860752333e-05	0.278957197736558	0.803	0.781	1	RA_BT	FAM107B
RNF19A	8.24160074095418e-05	0.226315180753438	0.845	0.824	1	RA_BT	RNF19A
RABGAP1L	9.36995738254431e-05	0.287347673367598	0.467	0.387	1	RA_BT	RABGAP1L
BLOC1S6	9.74873271398012e-05	0.261757373651706	0.352	0.266	1	RA_BT	BLOC1S6
CEP350	0.000104369163401611	0.318913903652983	0.438	0.361	1	RA_BT	CEP350
PNRC1	0.000105661209782197	0.276391344771111	0.714	0.668	1	RA_BT	PNRC1
MAP3K14	0.000110347483866018	0.188695910425917	0.157	0.087	1	RA_BT	MAP3K14
PRDM2	0.000111673734816796	0.295939785128562	0.41	0.322	1	RA_BT	PRDM2
SLC39A10	0.000123992895163094	0.285696043251154	0.206	0.129	1	RA_BT	SLC39A10
EPSTI1	0.000127679683150057	0.320465994971929	0.52	0.438	1	RA_BT	EPSTI1
CELF1	0.000133217077188637	0.231388945745193	0.458	0.358	1	RA_BT	CELF1
ABLIM1	0.000141677343750602	0.382882896369465	0.365	0.28	1	RA_BT	ABLIM1
TRA2A	0.00014635483745894	0.304662038989476	0.501	0.42	1	RA_BT	TRA2A
HMGXB3	0.000158528397786159	0.192892966912532	0.21	0.132	1	RA_BT	HMGXB3
MDM2	0.000165985744900567	0.340557764249175	0.334	0.254	1	RA_BT	MDM2
MDM4	0.000166043085711522	0.312864334558296	0.485	0.401	1	RA_BT	MDM4
CYTH1	0.000167780238172973	0.256317027087328	0.762	0.721	1	RA_BT	CYTH1
CDC42SE1	0.00016810322622244	0.282410569873927	0.686	0.637	1	RA_BT	CDC42SE1
S100A9	0.000168906511440536	0.275399207141581	0.366	0.282	1	RA_BT	S100A9
IKZF3	0.000171439037839765	0.304003837788555	0.64	0.599	1	RA_BT	IKZF3
FRMD4B	0.000174515201355358	0.239010028250354	0.509	0.435	1	RA_BT	FRMD4B
UBXN7	0.000182047428316461	0.186358929176573	0.262	0.173	1	RA_BT	UBXN7
AKAP11	0.000190154742741937	0.268871345552598	0.229	0.153	1	RA_BT	AKAP11
PAK2	0.000207978822217019	0.221718840876473	0.667	0.596	1	RA_BT	PAK2
AC092683.1	0.00020891897658602	0.194231303781704	0.157	0.09	1	RA_BT	AC092683.1
AC016831.1	0.000220805503307262	0.207712088488976	0.187	0.115	1	RA_BT	AC016831.1
HEXIM1	0.000221466749162857	0.240707627105651	0.219	0.144	1	RA_BT	HEXIM1
FTL	0.000225121360565456	0.105765211281316	0.978	0.989	1	RA_BT	FTL
CH25H	0.000228188018631263	0.29957073043254	0.067	0.025	1	RA_BT	CH25H
RBM23	0.000230555245455639	0.234033436804534	0.362	0.277	1	RA_BT	RBM23
SYTL3	0.000233791840762057	0.284757273701261	0.558	0.481	1	RA_BT	SYTL3
CAMK2D	0.000235360238164074	0.238957716047709	0.131	0.072	1	RA_BT	CAMK2D
UBL3	0.000236988699961743	0.270408637472274	0.336	0.254	1	RA_BT	UBL3
MT-ND1	0.000241993124944359	0.122776894476118	0.998	0.991	1	RA_BT	MT-ND1
ITGA4	0.00025277949130267	0.26114048318762	0.744	0.712	1	RA_BT	ITGA4
PTK2B	0.000254886170213163	0.307305200701692	0.338	0.256	1	RA_BT	PTK2B
FAS	0.000258307175614173	0.265008163360578	0.57	0.496	1	RA_BT	FAS
SNRNP200	0.000258463419591347	0.202113831839259	0.44	0.345	1	RA_BT	SNRNP200
MIR4435-2HG	0.000258531540064171	0.330134987123991	0.43	0.355	1	RA_BT	MIR4435-2HG
RPS29	0.000268093697389268	0.188487634798622	0.966	0.975	1	RA_BT	RPS29
CD28	0.000275705892108879	0.216235057354592	0.242	0.162	1	RA_BT	CD28
SMARCA2	0.000278033025085453	0.300143206992959	0.53	0.469	1	RA_BT	SMARCA2
PMAIP1	0.000289071219818748	0.35828055075886	0.283	0.207	1	RA_BT	PMAIP1
AC004817.3	0.000290346999800157	0.256401443779613	0.118	0.063	1	RA_BT	AC004817.3
TRIM38	0.00030203457650188	0.234589269612751	0.339	0.253	1	RA_BT	TRIM38
FBXO11	0.00030801455833641	0.210109576382772	0.274	0.191	1	RA_BT	FBXO11
GAB2	0.000311041546197855	0.152165065574765	0.098	0.046	1	RA_BT	GAB2
APOL6	0.000313255771785473	0.319210911581229	0.419	0.345	1	RA_BT	APOL6
PHTF1	0.000323709672651812	0.239540012591361	0.269	0.191	1	RA_BT	PHTF1
RPS11	0.000328486358009078	0.142228650533859	0.968	0.966	1	RA_BT	RPS11
NAP1L1	0.000341466879209833	0.235958364693408	0.795	0.789	1	RA_BT	NAP1L1
WDR26	0.00034650457572056	0.244047498146839	0.338	0.256	1	RA_BT	WDR26
HIPK1	0.000357752837979791	0.293657092760747	0.581	0.516	1	RA_BT	HIPK1
UBR2	0.000360630696480178	0.258999595734455	0.416	0.345	1	RA_BT	UBR2
PPP6R2	0.000377596868103732	0.218948343453327	0.256	0.178	1	RA_BT	PPP6R2
SFMBT2	0.000388422666954666	0.271647930834755	0.346	0.271	1	RA_BT	SFMBT2
SYNE1	0.00039329917500837	0.268893541999372	0.424	0.342	1	RA_BT	SYNE1
LEMD2	0.000406593235859136	0.171767673716424	0.165	0.098	1	RA_BT	LEMD2
HIF1A	0.000410099863437021	0.327500643149852	0.395	0.328	1	RA_BT	HIF1A
GBP5	0.000414678074704195	0.290339310490178	0.464	0.392	1	RA_BT	GBP5
SPG11	0.000435566405266634	0.264392160606343	0.302	0.227	1	RA_BT	SPG11
MED13	0.000438219213272184	0.261787436061775	0.333	0.251	1	RA_BT	MED13
PELI1	0.000440508532258603	0.234285671804096	0.307	0.234	1	RA_BT	PELI1
DNAJB6	0.000441004339284678	0.30847856931275	0.646	0.603	1	RA_BT	DNAJB6
CLDN15	0.000442998202913514	0.159856667585132	0.074	0.031	1	RA_BT	CLDN15
YME1L1	0.000443610593525764	0.248113513528811	0.397	0.315	1	RA_BT	YME1L1
LINC00649	0.000450459348091895	0.260801399953478	0.277	0.201	1	RA_BT	LINC00649
AC044849.1	0.000452523757844723	0.23793502498242	0.245	0.168	1	RA_BT	AC044849.1
GNA13	0.000458249772701824	0.266491185894779	0.389	0.312	1	RA_BT	GNA13
SPEN	0.000460992113947815	0.299196217481247	0.304	0.23	1	RA_BT	SPEN
FAM126B	0.000463669505626694	0.231121214996259	0.267	0.188	1	RA_BT	FAM126B
PREX1	0.000468220072666005	0.248351350315368	0.429	0.348	1	RA_BT	PREX1
MACF1	0.000471806273039378	0.241840200786781	0.608	0.548	1	RA_BT	MACF1
USP9X	0.000490110364680108	0.270426749532054	0.322	0.245	1	RA_BT	USP9X
ATRX	0.000492395253304457	0.233397820034142	0.726	0.686	1	RA_BT	ATRX
PPTC7	0.000506135168916839	0.222843415566834	0.27	0.194	1	RA_BT	PPTC7
TXK	0.000508388781647272	0.239362375568926	0.114	0.06	1	RA_BT	TXK
NAP1L4	0.000513128768385065	0.315608827946763	0.736	0.73	1	RA_BT	NAP1L4
ATAD2B	0.000515381670874142	0.190118931171126	0.15	0.09	1	RA_BT	ATAD2B
JAKMIP2	0.00051776777370612	0.100178515728666	0.054	0.018	1	RA_BT	JAKMIP2
FUS	0.000519054176533082	0.211855225947216	0.656	0.585	1	RA_BT	FUS
RLF	0.000524021525765165	0.288795499252565	0.232	0.162	1	RA_BT	RLF
