p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
NPIPB5	6.71567212649149e-14	0.328351639012876	0.334	0.196	1.47012778521025e-09	RA_BT	NPIPB5
ANK3	7.2765493924305e-14	0.420843376923082	0.337	0.201	1.59290942749696e-09	RA_BT	ANK3
GPR65	7.98914795938246e-14	0.356948463823079	0.341	0.209	1.74890437978841e-09	RA_BT	GPR65
ZNF292	1.02100390578322e-13	0.303226434479749	0.701	0.56	2.23507965015006e-09	RA_BT	ZNF292
HDAC4	1.17399317593389e-13	0.264338681283384	0.188	0.086	2.56998846143688e-09	RA_BT	HDAC4
EVI2A	1.24106707855081e-13	0.315811599151137	0.529	0.372	2.71681994165558e-09	RA_BT	EVI2A
NFATC2	1.27317693703316e-13	0.288661230977591	0.338	0.203	2.7871116328593e-09	RA_BT	NFATC2
F5	1.34833725971573e-13	0.430105028543826	0.349	0.227	2.95164509524371e-09	RA_BT	F5
PTPRC	1.89195969664361e-13	0.22629528297844	0.988	0.98	4.14168897192253e-09	RA_BT	PTPRC
BPTF	2.0196781713647e-13	0.322560596199915	0.67	0.527	4.42127748493447e-09	RA_BT	BPTF
TUT7	2.05695696836878e-13	0.345218816778469	0.389	0.247	4.50288449945609e-09	RA_BT	TUT7
CD7	2.90635118650882e-13	0.285972110873613	0.886	0.789	6.36229338238646e-09	RA_BT	CD7
CSGALNACT1	2.91568923928151e-13	0.299577471029698	0.379	0.242	6.38273531371116e-09	RA_BT	CSGALNACT1
RUNX2	3.60704170572788e-13	0.300376337523448	0.227	0.118	7.89617499800889e-09	RA_BT	RUNX2
FGD3	4.94190295856009e-13	0.250620970644955	0.306	0.177	1.08183197665839e-08	RA_BT	FGD3
NSD3	5.31469397794456e-13	0.281017278099897	0.685	0.521	1.16343965871184e-08	RA_BT	NSD3
ETV7	6.11948541462414e-13	0.335772367550797	0.567	0.43	1.33961655211537e-08	RA_BT	ETV7
PTPN2	6.18229446661425e-13	0.274627996122648	0.561	0.406	1.35336608168653e-08	RA_BT	PTPN2
FAM214A	6.82937761917745e-13	0.337090210150848	0.304	0.182	1.49501905461413e-08	RA_BT	FAM214A
CCNL1	7.7840131610137e-13	0.311574137105031	0.622	0.481	1.70399832107751e-08	RA_BT	CCNL1
PIK3CD	7.87389374578558e-13	0.275605228099209	0.25	0.137	1.72367407988992e-08	RA_BT	PIK3CD
PIM1	7.92397142444684e-13	0.354374229038128	0.562	0.413	1.73463658452566e-08	RA_BT	PIM1
MYO1F	8.17649742222629e-13	0.313023577600821	0.639	0.489	1.78991705069956e-08	RA_BT	MYO1F
XIST	8.85505961042976e-13	0.315755824680875	0.896	0.84	1.93846109931918e-08	RA_BT	XIST
SP110	9.57396279239137e-13	0.282889391065774	0.494	0.344	2.09583619488239e-08	RA_BT	SP110
EPSTI1	1.2293818659247e-12	0.275630133652325	0.581	0.432	2.69123984269576e-08	RA_BT	EPSTI1
GOLGA4	1.4818926976535e-12	0.321299216007803	0.546	0.393	3.24401130443328e-08	RA_BT	GOLGA4
ATXN1	1.78566429273533e-12	0.354638508798914	0.521	0.382	3.9089977032269e-08	RA_BT	ATXN1
NUMA1	1.92655697904538e-12	0.262603059518744	0.384	0.248	4.21742588282824e-08	RA_BT	NUMA1
SLFN5	2.15873661848078e-12	0.363140028901078	0.589	0.461	4.72569033151628e-08	RA_BT	SLFN5
GRAMD1B	2.30987141185523e-12	0.240641734994428	0.188	0.092	5.05653950769229e-08	RA_BT	GRAMD1B
PTK2B	2.64705728780892e-12	0.305033700120849	0.304	0.182	5.79467310874251e-08	RA_BT	PTK2B
CELF1	2.78350905257953e-12	0.258779308508498	0.471	0.316	6.09337966700186e-08	RA_BT	CELF1
GOLGB1	2.84922684561678e-12	0.358202055418789	0.616	0.473	6.23724248773969e-08	RA_BT	GOLGB1
CYTIP	3.43852313539498e-12	0.299662168560727	0.712	0.567	7.52727099569315e-08	RA_BT	CYTIP
MALT1	3.60089243664604e-12	0.275325082597035	0.266	0.151	7.88271363306184e-08	RA_BT	MALT1
NARF	3.82999746287917e-12	0.316796535484496	0.467	0.335	8.3842474459888e-08	RA_BT	NARF
XAF1	3.93885745532862e-12	0.302915487372287	0.344	0.215	8.62255285545989e-08	RA_BT	XAF1
MYH9	4.03776845118505e-12	0.304917232709973	0.754	0.625	8.83907891648919e-08	RA_BT	MYH9
USP48	4.21884160042176e-12	0.280238352919467	0.404	0.264	9.23546614748328e-08	RA_BT	USP48
ABLIM1	4.35540277196066e-12	0.389169753484868	0.335	0.212	9.53441220809907e-08	RA_BT	ABLIM1
CEP350	4.50061475520637e-12	0.269968992289377	0.446	0.305	9.85229576062226e-08	RA_BT	CEP350
PGGHG	5.06867039136446e-12	0.257652384248288	0.294	0.171	1.10958263537359e-07	RA_BT	PGGHG
MXD1	5.56048440810649e-12	0.351435505584301	0.236	0.13	1.21724564177859e-07	RA_BT	MXD1
SELPLG	6.40526963939871e-12	0.308022080522102	0.558	0.42	1.40217757676077e-07	RA_BT	SELPLG
NAP1L4	7.50959669140401e-12	0.333238349326672	0.757	0.663	1.64392581171525e-07	RA_BT	NAP1L4
OGT	7.57341326740604e-12	0.285480732416918	0.569	0.415	1.65789589836786e-07	RA_BT	OGT
NUP98	8.01091944031289e-12	0.230310163452496	0.245	0.135	1.75367037467889e-07	RA_BT	NUP98
TUT4	8.06278389879054e-12	0.306913892444093	0.534	0.391	1.76502402328424e-07	RA_BT	TUT4
RHOH	8.45596505665692e-12	0.308201254594975	0.537	0.383	1.85109531055277e-07	RA_BT	RHOH
IL6R	8.74713239502677e-12	0.328109094358093	0.396	0.267	1.91483475259531e-07	RA_BT	IL6R
PARP9	8.86748581543967e-12	0.255911688608258	0.366	0.235	1.9411813198579e-07	RA_BT	PARP9
CBLB	1.01549964528586e-11	0.356006571587915	0.563	0.422	2.22303027349528e-07	RA_BT	CBLB
LDLR	1.04001372511858e-11	0.303279193225352	0.306	0.19	2.27669404565708e-07	RA_BT	LDLR
STAT5B	1.06973584630346e-11	0.309518050081678	0.494	0.357	2.34175874114291e-07	RA_BT	STAT5B
NCKAP1L	1.09032636977666e-11	0.297074591187388	0.501	0.357	2.38683345607809e-07	RA_BT	NCKAP1L
ATM	1.19920100452813e-11	0.290672513357099	0.429	0.298	2.62517091901253e-07	RA_BT	ATM
PLEKHA2	1.21661346954342e-11	0.258490687893525	0.312	0.192	2.66328854617751e-07	RA_BT	PLEKHA2
FOSL2	1.28386992151002e-11	0.364194174957174	0.263	0.156	2.81051964517758e-07	RA_BT	FOSL2
ZFP36	1.36206861662688e-11	0.298210803024847	0.631	0.475	2.98170440865791e-07	RA_BT	ZFP36
TNIP3	1.38491503005793e-11	0.224453653018749	0.101	0.034	3.03171749229981e-07	RA_BT	TNIP3
AKNA	1.40675892182801e-11	0.300779724110699	0.563	0.42	3.07953595577371e-07	RA_BT	AKNA
LUZP1	1.41254534878324e-11	0.329592394264041	0.438	0.301	3.09220302302138e-07	RA_BT	LUZP1
AKAP9	1.5043475350423e-11	0.257017734286531	0.641	0.494	3.29316718896109e-07	RA_BT	AKAP9
MX1	1.60509171821923e-11	0.285479116183944	0.218	0.116	3.51370628035372e-07	RA_BT	MX1
FRMD4B	2.25778780312627e-11	0.27822130710903	0.405	0.281	4.94252327982372e-07	RA_BT	FRMD4B
ISG20	2.36072258072711e-11	0.270973683229943	0.739	0.608	5.16785780146972e-07	RA_BT	ISG20
D2HGDH	2.50997499976042e-11	0.329605706431164	0.382	0.254	5.49458627197553e-07	RA_BT	D2HGDH
UBR2	2.57719135510053e-11	0.272964863613998	0.402	0.274	5.64172959545057e-07	RA_BT	UBR2
BTAF1	2.65533252561418e-11	0.222277892493174	0.214	0.114	5.81278843182199e-07	RA_BT	BTAF1
DDX17	2.9247716584093e-11	0.282857660545482	0.835	0.755	6.40261763742381e-07	RA_BT	DDX17
WDR59	3.11523449068659e-11	0.277137138994063	0.239	0.137	6.81955982356202e-07	RA_BT	WDR59
IRF9	3.53460847415772e-11	0.248028835608637	0.388	0.256	7.73761141077867e-07	RA_BT	IRF9
KAT6A	3.83199656129619e-11	0.240559234422099	0.442	0.303	8.38862367233348e-07	RA_BT	KAT6A
HELZ	4.80498891504308e-11	0.28146466341361	0.416	0.282	1.05186012339208e-06	RA_BT	HELZ
KIAA1551	5.21543605424947e-11	0.293111867579953	0.705	0.569	1.14171110663575e-06	RA_BT	KIAA1551
GLCCI1	6.91168738783513e-11	0.303830828126246	0.527	0.382	1.51303748607099e-06	RA_BT	GLCCI1
FOXO1	7.42439318559957e-11	0.326458804595531	0.392	0.269	1.6252739122596e-06	RA_BT	FOXO1
ST3GAL1	7.43115033288175e-11	0.263085371532447	0.354	0.234	1.62675311937114e-06	RA_BT	ST3GAL1
GIMAP1	8.63167823522513e-11	0.240979109489175	0.443	0.305	1.88956068247313e-06	RA_BT	GIMAP1
HIVEP2	8.79613224404736e-11	0.186356100323476	0.205	0.108	1.92556130954441e-06	RA_BT	HIVEP2
ZC3HAV1	8.94721056925252e-11	0.269351689090003	0.633	0.484	1.95863386571507e-06	RA_BT	ZC3HAV1
RORA	9.14352210393483e-11	0.311044069693583	0.675	0.561	2.00160842377237e-06	RA_BT	RORA
TMEM123	9.86635886574037e-11	0.347801270050626	0.661	0.528	2.15984461929922e-06	RA_BT	TMEM123
MT-ND5	1.2075323107131e-10	0.14876821089944	0.988	0.959	2.64340898138206e-06	RA_BT	MT-ND5
MT-ND6	1.45414547950941e-10	0.22814553145856	0.382	0.251	3.18326986919405e-06	RA_BT	MT-ND6
APOL6	1.46738598117697e-10	0.276573379475347	0.438	0.308	3.21225465139451e-06	RA_BT	APOL6
SMG1	1.47342959778852e-10	0.267799880245515	0.603	0.452	3.22548473251884e-06	RA_BT	SMG1
AC016831.7	1.48318538951654e-10	0.256663923827314	0.288	0.176	3.24684113619065e-06	RA_BT	AC016831.7
JARID2	1.64866995739056e-10	0.285212767780936	0.383	0.263	3.60910340372369e-06	RA_BT	JARID2
GIMAP7	1.78837495746144e-10	0.278115096141785	0.814	0.737	3.91493161937883e-06	RA_BT	GIMAP7
SLC4A7	1.81556859740655e-10	0.300555129666269	0.417	0.298	3.97446121658268e-06	RA_BT	SLC4A7
AC068491.3	1.88446757398492e-10	0.167192153486203	0.116	0.047	4.1252879662104e-06	RA_BT	AC068491.3
LCK	1.95239390885751e-10	0.309769621637797	0.785	0.711	4.27398550587998e-06	RA_BT	LCK
MBP	2.46866569330125e-10	0.278625962111928	0.643	0.532	5.40415606920577e-06	RA_BT	MBP
USP8	2.54485333945234e-10	0.277551107060739	0.47	0.334	5.57093844539512e-06	RA_BT	USP8
ZFYVE28	2.56082776663801e-10	0.241557422499102	0.331	0.215	5.60590806394727e-06	RA_BT	ZFYVE28
SPP1	2.62453891887548e-10	0.384339339592453	0.51	0.381	5.74537814731031e-06	RA_BT	SPP1
CSNK1D	3.31476757772083e-10	0.258199638358215	0.468	0.339	7.25635770438866e-06	RA_BT	CSNK1D
CREM	3.38949090413433e-10	0.376879553850418	0.592	0.472	7.41993453824046e-06	RA_BT	CREM
RABGAP1L	3.48848233742868e-10	0.239843669688895	0.492	0.363	7.63663668486512e-06	RA_BT	RABGAP1L
PAK2	3.7691397082749e-10	0.223513160546852	0.674	0.53	8.25102373538459e-06	RA_BT	PAK2
AC092683.1	3.91601253175194e-10	0.177124733468713	0.161	0.079	8.57254303325817e-06	RA_BT	AC092683.1
PLEKHG2	4.22988591249649e-10	0.266720773011061	0.227	0.132	9.25964325104606e-06	RA_BT	PLEKHG2
S100A8	5.1850362756737e-10	0.180850710429911	0.301	0.188	1.13505629110773e-05	RA_BT	S100A8
SUZ12	5.9430745012097e-10	0.202463870645897	0.404	0.274	1.30099843905982e-05	RA_BT	SUZ12
CRTC3	6.62605237014758e-10	0.232993006125531	0.412	0.288	1.45050912434901e-05	RA_BT	CRTC3
AC016831.5	7.30372190874557e-10	0.27890186434459	0.477	0.353	1.59885776304349e-05	RA_BT	AC016831.5
AHI1	7.41072464387651e-10	0.327612676685658	0.504	0.374	1.62228173179101e-05	RA_BT	AHI1
PARP14	7.46031325846007e-10	0.244196080913863	0.351	0.235	1.63313717540949e-05	RA_BT	PARP14
SFMBT2	7.66151431107911e-10	0.247310670929439	0.326	0.215	1.67718209783833e-05	RA_BT	SFMBT2
CYLD	7.71173926740297e-10	0.284970265840584	0.696	0.567	1.68817684302718e-05	RA_BT	CYLD
BTG2	8.10132297464611e-10	0.248093685764823	0.346	0.232	1.77346061237978e-05	RA_BT	BTG2
EP300	8.56860565678244e-10	0.187527981768581	0.442	0.309	1.87575346432624e-05	RA_BT	EP300
MAP3K1	9.21553600147135e-10	0.196212402959719	0.356	0.235	2.01737298608209e-05	RA_BT	MAP3K1
PTPN1	1.01016127717105e-09	0.267695806463745	0.512	0.383	2.21134405185515e-05	RA_BT	PTPN1
ARID5A	1.04690606865113e-09	0.294010676703433	0.556	0.424	2.29178207488418e-05	RA_BT	ARID5A
SMC4	1.09363695743392e-09	0.260491177906762	0.446	0.326	2.39408066351858e-05	RA_BT	SMC4
ZNF831	1.16349834554659e-09	0.236047789160082	0.357	0.24	2.54701422823604e-05	RA_BT	ZNF831
CNOT1	1.21135801568368e-09	0.219876871269448	0.314	0.205	2.65178383213315e-05	RA_BT	CNOT1
CEBPB	1.30660309175772e-09	0.33656840808917	0.613	0.493	2.86028482816683e-05	RA_BT	CEBPB
SLAIN2	1.36199823809793e-09	0.272377686956279	0.395	0.28	2.98155034302018e-05	RA_BT	SLAIN2
MALAT1	1.44165646546486e-09	0.168068803601564	1	1	3.15593016854912e-05	RA_BT	MALAT1
MTHFD2	1.46100113944554e-09	0.205817426130858	0.398	0.271	3.19827759436022e-05	RA_BT	MTHFD2
NCOA1	1.53747419686149e-09	0.2367215174793	0.346	0.233	3.36568476434949e-05	RA_BT	NCOA1
PPIF	1.59988329705181e-09	0.161698863579376	0.147	0.071	3.50230452557612e-05	RA_BT	PPIF
CXCR6	1.63338788297986e-09	0.309260067308094	0.45	0.334	3.57564941463121e-05	RA_BT	CXCR6
YWHAB	1.64675988044901e-09	0.225606868571107	0.946	0.901	3.60492205429094e-05	RA_BT	YWHAB
SON	1.70509402810055e-09	0.210814395136844	0.852	0.766	3.73262133691492e-05	RA_BT	SON
CTLA4	1.86971768277665e-09	0.286141140329622	0.689	0.566	4.09299897936636e-05	RA_BT	CTLA4
MT-ND4	1.91175136033847e-09	0.134504903157807	0.998	0.997	4.18501490291694e-05	RA_BT	MT-ND4
ADAR	1.93580997206739e-09	0.239284964139807	0.579	0.447	4.23768160985273e-05	RA_BT	ADAR
STK17A	1.95089357450497e-09	0.26232815386668	0.693	0.578	4.27070112394883e-05	RA_BT	STK17A
GIGYF2	1.9632562714218e-09	0.160153732708588	0.32	0.201	4.29776430376946e-05	RA_BT	GIGYF2
PHIP	1.9928270362574e-09	0.24621830587993	0.417	0.298	4.36249766507108e-05	RA_BT	PHIP
DTX3L	2.0590047429074e-09	0.185652780312833	0.235	0.138	4.5073672826986e-05	RA_BT	DTX3L
TRIP11	2.12822229542312e-09	0.241326470840816	0.321	0.214	4.65889142691075e-05	RA_BT	TRIP11
DDX3X	2.2498119977509e-09	0.248086060733052	0.767	0.643	4.92506344427648e-05	RA_BT	DDX3X
PPP6R2	2.2772589600644e-09	0.208504068228578	0.26	0.159	4.98514758947698e-05	RA_BT	PPP6R2
TPP1	2.55795566249324e-09	0.224021801855555	0.451	0.323	5.59962074076395e-05	RA_BT	TPP1
GIT2	2.56715644928112e-09	0.22261362858107	0.35	0.233	5.61976218312129e-05	RA_BT	GIT2
TPM4	2.59576696173267e-09	0.238824126280784	0.66	0.541	5.68239345592898e-05	RA_BT	TPM4
SMARCA2	2.64142995606522e-09	0.281029901171421	0.499	0.378	5.78235431682237e-05	RA_BT	SMARCA2
GIMAP6	2.76635116112952e-09	0.211072917488538	0.386	0.267	6.05581932682863e-05	RA_BT	GIMAP6
RPS6KA3	2.79890236114826e-09	0.273101610220662	0.478	0.354	6.12707715878965e-05	RA_BT	RPS6KA3
KIF5B	2.99288240272528e-09	0.249810392131594	0.662	0.54	6.55171886780591e-05	RA_BT	KIF5B
PPP1R12A	3.01037530872949e-09	0.245608801660905	0.624	0.514	6.59001258833972e-05	RA_BT	PPP1R12A
UTRN	3.08082266766083e-09	0.240493965804641	0.413	0.297	6.74422890177632e-05	RA_BT	UTRN
ZNF281	3.13247261442962e-09	0.283326291484695	0.448	0.322	6.85729580024787e-05	RA_BT	ZNF281
PFKFB3	3.15601558409879e-09	0.219304012422543	0.208	0.121	6.90883371515066e-05	RA_BT	PFKFB3
NIPBL	3.27301063970715e-09	0.219663718505738	0.447	0.321	7.16494759138292e-05	RA_BT	NIPBL
XPO1	3.44627455340372e-09	0.233696888465983	0.361	0.245	7.54423962485607e-05	RA_BT	XPO1
INPP4B	3.46380206814652e-09	0.186838390036723	0.341	0.225	7.58260910737955e-05	RA_BT	INPP4B
GLIPR1	3.61149811085196e-09	0.252637538172457	0.497	0.369	7.90593051446604e-05	RA_BT	GLIPR1
KIAA1109	3.74251739299962e-09	0.294467409321755	0.389	0.275	8.19274482501547e-05	RA_BT	KIAA1109
ACSF3	3.89739122249923e-09	0.136856641959102	0.162	0.083	8.53177912517307e-05	RA_BT	ACSF3
PTGER4	3.95882427004445e-09	0.260800510652564	0.361	0.251	8.6662622095543e-05	RA_BT	PTGER4
WDR26	3.95993901842392e-09	0.202791269887463	0.338	0.224	8.6687025052318e-05	RA_BT	WDR26
HIF1A	4.16628762840326e-09	0.276987790610211	0.4	0.288	9.12042024733758e-05	RA_BT	HIF1A
ARID4B	4.46087226617855e-09	0.196203401520036	0.751	0.645	9.76529547789145e-05	RA_BT	ARID4B
SNRNP200	4.52675611412699e-09	0.163330055862817	0.45	0.314	9.90952180943539e-05	RA_BT	SNRNP200
ZNF106	4.61636279694919e-09	0.204523556210848	0.337	0.223	0.000101056797988015	RA_BT	ZNF106
IRF7	4.75281528498115e-09	0.233099982691488	0.344	0.233	0.000104043879403522	RA_BT	IRF7
BCL3	5.03074783948953e-09	0.211853100179415	0.324	0.216	0.000110128100954265	RA_BT	BCL3
AC108463.3	5.11266267841484e-09	0.139516056036731	0.082	0.029	0.000111921298693179	RA_BT	AC108463.3
HECA	5.36305257777196e-09	0.260116508380026	0.408	0.289	0.000117402583980006	RA_BT	HECA
HMGXB3	5.48118040104848e-09	0.17546191327979	0.199	0.113	0.000119988520159352	RA_BT	HMGXB3
LCP2	5.60362892339741e-09	0.250126069530539	0.467	0.346	0.000122669040762093	RA_BT	LCP2
LIMA1	5.66346037782006e-09	0.211437580094449	0.364	0.248	0.000123978811130859	RA_BT	LIMA1
