p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
EML4	2.2699807030136e-18	0.466560673440581	0.772	0.496	4.96921475696706e-14	RA_BT	EML4
CHST11	2.85274615254287e-18	0.446850506496765	0.414	0.171	6.2449466025316e-14	RA_BT	CHST11
SAMD9L	2.89543103104279e-18	0.532908483292651	0.521	0.253	6.33838807005576e-14	RA_BT	SAMD9L
PIK3CD	3.98568221026086e-18	0.430133178190654	0.354	0.134	8.72505692648205e-14	RA_BT	PIK3CD
LASP1	5.11554351845594e-18	0.41375487984546	0.511	0.242	1.11984363162519e-13	RA_BT	LASP1
IKBKB	7.22566273552218e-18	0.397425360927198	0.453	0.199	1.58176982943316e-13	RA_BT	IKBKB
FYB1	1.0544137922978e-17	0.438116982108298	0.962	0.838	2.30821723271911e-13	RA_BT	FYB1
LGALS8	2.36222917505455e-17	0.420646395768346	0.442	0.195	5.17115588711191e-13	RA_BT	LGALS8
FYN	4.09852184675611e-17	0.540985594815372	0.804	0.557	8.9720741747338e-13	RA_BT	FYN
PARP14	4.14663320865095e-17	0.42599686543663	0.436	0.195	9.0773947570578e-13	RA_BT	PARP14
ACTG1	4.69185272941813e-17	0.507602350193219	0.949	0.885	1.02709348099692e-12	RA_BT	ACTG1
PCED1B	6.28140140657637e-17	0.348083537252866	0.354	0.133	1.37506158191363e-12	RA_BT	PCED1B
SYNE1	6.69742463430188e-17	0.427378165500483	0.513	0.257	1.46613322669503e-12	RA_BT	SYNE1
SRRM2	7.28138800385375e-17	0.487042949649216	0.846	0.612	1.59396864792362e-12	RA_BT	SRRM2
SBNO2	7.35242208754837e-17	0.378696499070428	0.451	0.2	1.60951871918521e-12	RA_BT	SBNO2
AKAP9	1.17528067912943e-16	0.450886205030061	0.661	0.38	2.57280693468225e-12	RA_BT	AKAP9
NCKAP1L	1.76287831767244e-16	0.450951532060756	0.614	0.333	3.85911692521674e-12	RA_BT	NCKAP1L
MX1	2.27192053102855e-16	0.509776559998924	0.36	0.149	4.97346123447461e-12	RA_BT	MX1
CTSC	2.27423309914408e-16	0.523631270886767	0.707	0.448	4.97852367733631e-12	RA_BT	CTSC
IL32	2.37048556002041e-16	0.497525235113654	0.984	0.942	5.18922993944068e-12	RA_BT	IL32
RAC2	2.60417272835033e-16	0.459999924604265	0.881	0.681	5.70079451963171e-12	RA_BT	RAC2
ST8SIA1	2.92779826899898e-16	0.448307655037697	0.394	0.174	6.40924319066567e-12	RA_BT	ST8SIA1
ROCK1	3.16621506740185e-16	0.386569432087148	0.711	0.442	6.93116140404938e-12	RA_BT	ROCK1
EVL	3.39095904357107e-16	0.412704062811268	0.824	0.568	7.42314844228143e-12	RA_BT	EVL
AKNA	3.49075022489952e-16	0.460491336584966	0.646	0.369	7.64160131732755e-12	RA_BT	AKNA
DDX17	5.90098628256154e-16	0.447584297858226	0.887	0.707	1.29178490711555e-11	RA_BT	DDX17
GIMAP7	9.85583671360184e-16	0.403144893514076	0.917	0.754	2.15754121497458e-11	RA_BT	GIMAP7
PGGHG	1.02273969608359e-15	0.409975154184477	0.311	0.116	2.23887946869659e-11	RA_BT	PGGHG
STAT3	1.19430532792208e-15	0.449003520486434	0.754	0.463	2.61445379335422e-11	RA_BT	STAT3
CD48	1.31894711953043e-15	0.518257964197478	0.669	0.414	2.88730713936406e-11	RA_BT	CD48
IFI16	1.34113233179622e-15	0.442286602876635	0.889	0.667	2.93587278753511e-11	RA_BT	IFI16
S100A8	1.71803036144952e-15	0.346519292069387	0.339	0.135	3.76094026424915e-11	RA_BT	S100A8
RUNX2	2.3366704587151e-15	0.334292648255658	0.188	0.046	5.11520530117321e-11	RA_BT	RUNX2
RPS6KA1	2.60424130373774e-15	0.322880890280403	0.396	0.173	5.70094463801229e-11	RA_BT	RPS6KA1
GIMAP1	3.03224746710832e-15	0.400370730338717	0.535	0.282	6.63789293024682e-11	RA_BT	GIMAP1
ZAP70	3.12301737998696e-15	0.350752771799202	0.545	0.278	6.83659734652945e-11	RA_BT	ZAP70
MT-ND1	3.31734313838494e-15	0.313675804999086	0.996	0.986	7.26199586423848e-11	RA_BT	MT-ND1
SOCS1	4.01059163978039e-15	0.451865780235283	0.566	0.312	8.77958615864324e-11	RA_BT	SOCS1
PAG1	4.61778920091015e-15	0.413609891369154	0.568	0.311	1.01088023397124e-10	RA_BT	PAG1
MYH9	4.86025900294292e-15	0.483375587264296	0.762	0.514	1.06395929833423e-10	RA_BT	MYH9
KIAA0319L	4.92812072085452e-15	0.471397531280499	0.41	0.186	1.07881490700226e-10	RA_BT	KIAA0319L
STAT1	6.02139063457884e-15	0.387027503524198	0.59	0.333	1.31814262381565e-10	RA_BT	STAT1
SP140	6.5251569529284e-15	0.412300602303023	0.414	0.198	1.42842210856556e-10	RA_BT	SP140
ATRX	8.56836852852716e-15	0.408448953438138	0.747	0.486	1.87570155457988e-10	RA_BT	ATRX
SASH3	1.19838934423299e-14	0.37524421482746	0.41	0.188	2.62339411346045e-10	RA_BT	SASH3
GOLGA4	1.39313473361497e-14	0.418860959871667	0.552	0.293	3.04971124535653e-10	RA_BT	GOLGA4
GPR171	1.45557011964632e-14	0.432295057531292	0.283	0.106	3.18638854891775e-10	RA_BT	GPR171
GPR65	1.61173011439894e-14	0.387157643706345	0.362	0.16	3.52823839343072e-10	RA_BT	GPR65
PREX1	2.19204440475284e-14	0.410653552454025	0.576	0.316	4.79860440644445e-10	RA_BT	PREX1
CNOT6L	3.02274304326677e-14	0.340103704994028	0.693	0.406	6.61708679601529e-10	RA_BT	CNOT6L
GPRIN3	3.64274846136099e-14	0.415809862759631	0.602	0.352	7.97434065676534e-10	RA_BT	GPRIN3
SYTL2	3.79328634775253e-14	0.371980625955014	0.295	0.115	8.30388314386507e-10	RA_BT	SYTL2
MFHAS1	4.18550691160773e-14	0.311388056414685	0.471	0.24	9.16249318020049e-10	RA_BT	MFHAS1
SMCHD1	4.27503719632612e-14	0.374513520502373	0.669	0.421	9.3584839264775e-10	RA_BT	SMCHD1
ANKRD11	7.14214744714719e-14	0.392785012396827	0.788	0.533	1.56348749765499e-09	RA_BT	ANKRD11
GYPC	7.34948236696783e-14	0.418206828139657	0.709	0.452	1.60887518495293e-09	RA_BT	GYPC
TNFRSF14	7.38440188044754e-14	0.286639698408075	0.533	0.278	1.61651941564877e-09	RA_BT	TNFRSF14
INPP5D	7.45276065442342e-14	0.313496983632396	0.309	0.124	1.63148383485983e-09	RA_BT	INPP5D
CORO1A	7.68692345236429e-14	0.437000940356266	0.913	0.786	1.68274441295707e-09	RA_BT	CORO1A
PPIF	8.75805818502353e-14	0.273670905136959	0.224	0.07	1.9172265172835e-09	RA_BT	PPIF
PPP1R12A	1.40524790890205e-13	0.414366045863689	0.679	0.456	3.07622819737748e-09	RA_BT	PPP1R12A
SLC4A7	2.03750236113665e-13	0.395316222539268	0.43	0.214	4.46029641876423e-09	RA_BT	SLC4A7
MAP3K5	2.06076560327164e-13	0.361286805368613	0.293	0.122	4.51122198212194e-09	RA_BT	MAP3K5
RASAL3	2.21101633464213e-13	0.388381986988257	0.665	0.407	4.84013585816508e-09	RA_BT	RASAL3
SRPK2	2.30442245042337e-13	0.338511665612661	0.467	0.239	5.04461118622181e-09	RA_BT	SRPK2
EMB	2.95218619350556e-13	0.369700945695015	0.739	0.479	6.46263079620303e-09	RA_BT	EMB
IL17RA	2.97313011973963e-13	0.273119573418809	0.293	0.115	6.50847914512202e-09	RA_BT	IL17RA
SAMD1	3.27089807999511e-13	0.282814717469098	0.283	0.109	7.16032298691729e-09	RA_BT	SAMD1
HSP90AA1	3.32137564525986e-13	0.360500152053079	0.972	0.888	7.27082342503836e-09	RA_BT	HSP90AA1
NCDN	3.44682186972705e-13	0.31078589315542	0.208	0.065	7.54543775501948e-09	RA_BT	NCDN
KDM5A	3.64280814696543e-13	0.291797127745648	0.594	0.325	7.97447131452203e-09	RA_BT	KDM5A
CEBPB	3.64417832798911e-13	0.49259146559873	0.618	0.384	7.97747077780095e-09	RA_BT	CEBPB
GBP1	3.66315338077664e-13	0.310121138111022	0.269	0.101	8.01900906585814e-09	RA_BT	GBP1
PSMB9	3.81523082774692e-13	0.365072317634418	0.859	0.678	8.35192180502077e-09	RA_BT	PSMB9
CYBC1	4.84963609275827e-13	0.335432117120863	0.642	0.378	1.06163383706571e-08	RA_BT	CYBC1
IRF1	4.94580782287139e-13	0.413025657967949	0.747	0.511	1.08268679050478e-08	RA_BT	IRF1
IL16	5.03174369228407e-13	0.28963439766012	0.349	0.151	1.1014990116779e-08	RA_BT	IL16
LINC01871	5.21224896588227e-13	0.365864020009353	0.453	0.231	1.14101342112129e-08	RA_BT	LINC01871
LCP1	5.33523747691321e-13	0.453748574139416	0.733	0.506	1.16793683607107e-08	RA_BT	LCP1
C8orf59	5.53340090248174e-13	0.253154431048542	0.42	0.2	1.21131679156228e-08	RA_BT	C8orf59
TPM4	5.53529304300452e-13	0.395434950039629	0.713	0.478	1.21173100004412e-08	RA_BT	TPM4
NRDC	6.17439984741261e-13	0.306749103287543	0.471	0.243	1.35163787059709e-08	RA_BT	NRDC
MIS18BP1	6.45187825436474e-13	0.320085466723032	0.588	0.329	1.41238066866298e-08	RA_BT	MIS18BP1
EIF2AK2	8.22023919109775e-13	0.425210171658534	0.41	0.209	1.79949256132321e-08	RA_BT	EIF2AK2
CCR5	9.22257522190985e-13	0.269073494622373	0.267	0.101	2.01891394182829e-08	RA_BT	CCR5
YWHAB	9.58925012583485e-13	0.336927582791295	0.966	0.884	2.09918274504651e-08	RA_BT	YWHAB
GIT2	1.02639773813837e-12	0.342492231824088	0.39	0.188	2.2468872885587e-08	RA_BT	GIT2
ISG20	1.09779372227975e-12	0.415906809770441	0.739	0.518	2.40318023744261e-08	RA_BT	ISG20
CNN2	1.33892650833547e-12	0.341355590128487	0.562	0.315	2.93104401939717e-08	RA_BT	CNN2
SELPLG	1.3439960890426e-12	0.357260660802024	0.556	0.318	2.94214183852315e-08	RA_BT	SELPLG
KIF5B	1.54416758083728e-12	0.39605862934654	0.679	0.432	3.38033725121089e-08	RA_BT	KIF5B
NUMA1	1.63872263871363e-12	0.324355557399004	0.426	0.218	3.58732772840802e-08	RA_BT	NUMA1
LIMD2	1.64232059845466e-12	0.37867118705348	0.857	0.649	3.59520402207711e-08	RA_BT	LIMD2
OAS2	1.77464825579157e-12	0.249342195737886	0.317	0.135	3.88488249675332e-08	RA_BT	OAS2
HDAC1	1.92345157738897e-12	0.322747710608734	0.461	0.236	4.2106278480622e-08	RA_BT	HDAC1
AGTRAP	1.92738488607628e-12	0.323435375541418	0.287	0.119	4.2192382541096e-08	RA_BT	AGTRAP
GOLGA8A	2.08666137731433e-12	0.274211290708497	0.273	0.108	4.56791042107881e-08	RA_BT	GOLGA8A
ZNF106	2.18400001248848e-12	0.315395390639811	0.392	0.188	4.78099442733853e-08	RA_BT	ZNF106
WIPF1	2.32431439090684e-12	0.343799751489018	0.764	0.504	5.08815663313415e-08	RA_BT	WIPF1
NSD3	2.47420583770732e-12	0.345399331543333	0.703	0.432	5.41628399932508e-08	RA_BT	NSD3
TRANK1	2.54496138093867e-12	0.26845203094746	0.228	0.081	5.57117495901283e-08	RA_BT	TRANK1
FURIN	2.75320835906051e-12	0.436563320817026	0.374	0.182	6.02704841881937e-08	RA_BT	FURIN
DUSP16	2.75576780989792e-12	0.292506385986427	0.295	0.122	6.03265131264753e-08	RA_BT	DUSP16
HELB	3.18883838271064e-12	0.328413758816913	0.291	0.126	6.98068610359187e-08	RA_BT	HELB
CASP4	3.21820975191229e-12	0.330527803106407	0.523	0.296	7.0449829679112e-08	RA_BT	CASP4
NBPF19	3.50735460726904e-12	0.277419914713255	0.232	0.084	7.67794997077265e-08	RA_BT	NBPF19
AC068491.3	3.5653716237924e-12	0.269243225108518	0.158	0.041	7.80495502164395e-08	RA_BT	AC068491.3
RBM5	3.6674653765095e-12	0.235777380855801	0.531	0.282	8.02844845571696e-08	RA_BT	RBM5
PARP1	3.84153866874172e-12	0.372821667901944	0.612	0.381	8.4095122997425e-08	RA_BT	PARP1
EPB41	4.1719613388636e-12	0.276843257991413	0.414	0.204	9.13284056690631e-08	RA_BT	EPB41
CRTC3	4.23794781697782e-12	0.253373615761368	0.459	0.239	9.27729156614615e-08	RA_BT	CRTC3
GLIPR1	4.40307918579458e-12	0.298117176033984	0.513	0.279	9.63878064562292e-08	RA_BT	GLIPR1
ID2	4.63346163114444e-12	0.566551207174071	0.695	0.506	1.01431108567383e-07	RA_BT	ID2
BAZ1A	5.32360445807457e-12	0.289627048679035	0.586	0.333	1.1653902519171e-07	RA_BT	BAZ1A
CPNE7	5.79950764522689e-12	0.268395287353071	0.154	0.039	1.26957021861662e-07	RA_BT	CPNE7
PLEKHF1	5.92597062377081e-12	0.292104243327705	0.337	0.155	1.29725422924967e-07	RA_BT	PLEKHF1
NUDT5	5.92926287216493e-12	0.321435931035686	0.495	0.268	1.29797493534562e-07	RA_BT	NUDT5
NFKBIZ	6.02055658414293e-12	0.251566949536771	0.283	0.115	1.31796004183473e-07	RA_BT	NFKBIZ
ISG15	6.171714691979e-12	0.339956589123817	0.655	0.432	1.35105006322112e-07	RA_BT	ISG15
SLF1	6.24682329462636e-12	0.343982497239709	0.293	0.127	1.36749208742666e-07	RA_BT	SLF1
BTG2	6.55314484338788e-12	0.348772778551046	0.43	0.231	1.43454893766604e-07	RA_BT	BTG2
TRIB2	7.64423378013539e-12	0.245417700042995	0.244	0.091	1.67339921680944e-07	RA_BT	TRIB2
NBEAL2	7.75557889833966e-12	0.269013100714912	0.305	0.13	1.69777377663554e-07	RA_BT	NBEAL2
PDE4B	8.08111339856566e-12	0.327222991117148	0.352	0.164	1.76903653408001e-07	RA_BT	PDE4B
TMEM204	8.16414046085117e-12	0.294649288359261	0.232	0.087	1.78721198828493e-07	RA_BT	TMEM204
SIPA1	8.33319459710473e-12	0.283961642763601	0.39	0.191	1.8242196292522e-07	RA_BT	SIPA1
SMC4	8.36494022176777e-12	0.344201239954149	0.463	0.253	1.83116906394718e-07	RA_BT	SMC4
AC005224.3	8.67233922008031e-12	0.351085165584302	0.196	0.065	1.89846177866778e-07	RA_BT	AC005224.3
SYNE2	8.69418336203656e-12	0.463188553765002	0.875	0.709	1.90324367978342e-07	RA_BT	SYNE2
CCDC88C	8.8087232718112e-12	0.310232889123739	0.448	0.232	1.92831761143219e-07	RA_BT	CCDC88C
RAPGEF6	9.10751462960889e-12	0.25545310054012	0.297	0.126	1.99372602756768e-07	RA_BT	RAPGEF6
TMEM173	9.31186576047082e-12	0.369255669451651	0.673	0.43	2.03846053362467e-07	RA_BT	TMEM173
ZMYND8	1.03160333564787e-11	0.3210658455514	0.287	0.126	2.25828286206674e-07	RA_BT	ZMYND8
CCAR1	1.10135865997713e-11	0.291289675953566	0.465	0.242	2.41098424255593e-07	RA_BT	CCAR1
SEPT9	1.10437138660437e-11	0.362989271900094	0.695	0.456	2.41757940241563e-07	RA_BT	SEPT9
TRIP11	1.14895580281935e-11	0.34282271823781	0.343	0.166	2.51517914795184e-07	RA_BT	TRIP11
PLCB2	1.16534030509769e-11	0.200068352315956	0.214	0.073	2.55104646188936e-07	RA_BT	PLCB2
IRF7	1.17482315916255e-11	0.278544453480624	0.406	0.206	2.57180537772274e-07	RA_BT	IRF7
SPOCK2	1.2526686019733e-11	0.311247604663121	0.968	0.856	2.74221683657976e-07	RA_BT	SPOCK2
GIMAP6	1.3178498993614e-11	0.31285138773415	0.471	0.251	2.88490521469205e-07	RA_BT	GIMAP6
SLC27A2	1.3689018849075e-11	0.312310348978147	0.301	0.134	2.99666311625101e-07	RA_BT	SLC27A2
KAT2B	1.37983128363637e-11	0.27338123945342	0.248	0.098	3.02058866300839e-07	RA_BT	KAT2B
IL2RB	1.46364587348411e-11	0.346358110876983	0.467	0.257	3.20406718164407e-07	RA_BT	IL2RB
GBP4	1.52551257736163e-11	0.301468402264281	0.331	0.153	3.33949958310234e-07	RA_BT	GBP4
SUCLG2	1.55775873279514e-11	0.237461521151266	0.279	0.117	3.41008964196184e-07	RA_BT	SUCLG2
ARHGAP30	1.65168762916171e-11	0.325106534105604	0.709	0.463	3.6157093889979e-07	RA_BT	ARHGAP30
PRKD2	1.70061957574675e-11	0.232334723305955	0.238	0.088	3.72282631326721e-07	RA_BT	PRKD2
DENND2D	1.78250043123299e-11	0.285020232107513	0.394	0.2	3.90207169401213e-07	RA_BT	DENND2D
WDR59	1.91884514919301e-11	0.285072995102517	0.222	0.083	4.20054391609843e-07	RA_BT	WDR59
UBASH3A	2.06305468748925e-11	0.228532679076402	0.212	0.073	4.51623301638272e-07	RA_BT	UBASH3A
CTSB	2.54246814373609e-11	0.284624132792193	0.83	0.604	5.56571701345268e-07	RA_BT	CTSB
FAM118A	2.73848279721349e-11	0.382691471114905	0.64	0.385	5.99481269138004e-07	RA_BT	FAM118A
RSRP1	2.80914908981295e-11	0.342755513381408	0.822	0.623	6.14950827250953e-07	RA_BT	RSRP1
ST3GAL1	2.88431265584573e-11	0.311333207625648	0.325	0.155	6.31404883491189e-07	RA_BT	ST3GAL1
RASGRP1	2.91196245842285e-11	0.367386723323407	0.594	0.372	6.37457701773347e-07	RA_BT	RASGRP1
HAVCR2	3.2201321290737e-11	0.299142726880869	0.341	0.162	7.04919124375523e-07	RA_BT	HAVCR2
PAXX	3.4480759171474e-11	0.298210086317163	0.616	0.374	7.54818299022737e-07	RA_BT	PAXX
SP100	3.45196641074251e-11	0.352339037086391	0.768	0.536	7.55669966975643e-07	RA_BT	SP100
CHST12	3.47326302369832e-11	0.292684047771291	0.4	0.206	7.60332008517799e-07	RA_BT	CHST12
MYO7A	3.51456812337045e-11	0.348497581021463	0.414	0.222	7.69374107887026e-07	RA_BT	MYO7A
INTS10	3.66132623854353e-11	0.295708435747573	0.392	0.199	8.01500926879565e-07	RA_BT	INTS10
THEMIS2	3.73272569431743e-11	0.257694926716711	0.248	0.098	8.1713098174303e-07	RA_BT	THEMIS2
H3F3B	3.76661767981252e-11	0.235555105878306	0.996	0.982	8.24550276287758e-07	RA_BT	H3F3B
NDUFA8	3.96882827669148e-11	0.257707655722379	0.362	0.171	8.68816198050533e-07	RA_BT	NDUFA8
NUP98	4.14167894521938e-11	0.235741320275375	0.261	0.108	9.06654937897974e-07	RA_BT	NUP98
STX16	4.26707767939396e-11	0.230641408826533	0.358	0.169	9.34105974796131e-07	RA_BT	STX16
FOXO1	4.28136607141433e-11	0.333600675847275	0.376	0.191	9.3723384669331e-07	RA_BT	FOXO1
RARRES3	4.36625064767744e-11	0.360755331904666	0.766	0.593	9.55815929283068e-07	RA_BT	RARRES3
ZNF791	4.38822473055707e-11	0.28042208280748	0.38	0.191	9.60626275766248e-07	RA_BT	ZNF791
ZFYVE28	4.63664896482342e-11	0.286289837944475	0.331	0.156	1.01500882488949e-06	RA_BT	ZFYVE28
CYTIP	4.80853536740428e-11	0.352110961660561	0.683	0.446	1.05263647727847e-06	RA_BT	CYTIP
SNX6	4.88697066411204e-11	0.356619661217886	0.776	0.583	1.06980674808077e-06	RA_BT	SNX6
HELZ	4.92324509179982e-11	0.280396555767223	0.463	0.247	1.0777475830459e-06	RA_BT	HELZ
ERN1	5.02594451613088e-11	0.274210993585081	0.244	0.099	1.10022951402621e-06	RA_BT	ERN1
TBC1D2B	5.05714530670476e-11	0.297662947087547	0.317	0.151	1.10705967909074e-06	RA_BT	TBC1D2B
GZMA	5.53926478201963e-11	0.554674037757112	0.598	0.405	1.21260045343192e-06	RA_BT	GZMA
SYNRG	6.16021783494572e-11	0.322809297182509	0.463	0.26	1.34853328624797e-06	RA_BT	SYNRG
RIF1	6.76935833848001e-11	0.267453212595555	0.376	0.188	1.48188023387666e-06	RA_BT	RIF1
MBP	6.91255393534331e-11	0.361909552624174	0.762	0.564	1.513227181986e-06	RA_BT	MBP
BOD1L1	6.98308538907623e-11	0.315528821268661	0.685	0.449	1.52866722252268e-06	RA_BT	BOD1L1
SPATA13	7.72367815343901e-11	0.26558816156375	0.392	0.199	1.69079038456933e-06	RA_BT	SPATA13
SLFN12L	8.2631849985267e-11	0.244194182063873	0.358	0.173	1.80889382802748e-06	RA_BT	SLFN12L
ATP2A3	8.57858981334767e-11	0.246608625246922	0.305	0.138	1.87793909603994e-06	RA_BT	ATP2A3
EPSTI1	8.90687260323263e-11	0.266586632171894	0.659	0.427	1.94980348157365e-06	RA_BT	EPSTI1
FNBP4	9.77008572505775e-11	0.323277198452816	0.541	0.322	2.13876946607239e-06	RA_BT	FNBP4
D2HGDH	1.03286118682383e-10	0.342747467589152	0.261	0.112	2.26103642407606e-06	RA_BT	D2HGDH
ADAM19	1.04443840705652e-10	0.307007019065756	0.527	0.309	2.28638011688744e-06	RA_BT	ADAM19
PABPC1	1.05591214980043e-10	0.34476723545591	0.855	0.706	2.31149728712811e-06	RA_BT	PABPC1
VMP1	1.08950145000616e-10	0.376271492618977	0.806	0.576	2.38502762420849e-06	RA_BT	VMP1
CD4	1.09245290270181e-10	0.370865142519855	0.859	0.674	2.39148864930452e-06	RA_BT	CD4
JAK1	1.10593052053776e-10	0.301149636612781	0.844	0.645	2.4209925025092e-06	RA_BT	JAK1
NOP58	1.11422558427933e-10	0.306949452624277	0.463	0.258	2.43915122654589e-06	RA_BT	NOP58
SEPT1	1.12091164390696e-10	0.291216169771908	0.675	0.439	2.45378767967672e-06	RA_BT	SEPT1
PRAG1	1.20869175530643e-10	0.243171955705392	0.162	0.05	2.6459471215413e-06	RA_BT	PRAG1
TSC22D4	1.37630984227571e-10	0.300477387456206	0.57	0.348	3.01287987572576e-06	RA_BT	TSC22D4
GLCCI1	1.40370420369219e-10	0.329803486457249	0.499	0.275	3.07284887230257e-06	RA_BT	GLCCI1
PLEKHA2	1.47809306808776e-10	0.268353279997351	0.305	0.142	3.23569353535091e-06	RA_BT	PLEKHA2
OCIAD2	1.50105854967095e-10	0.296589751737365	0.638	0.395	3.28596727108467e-06	RA_BT	OCIAD2
SCAPER	1.57967119700842e-10	0.245745596131622	0.305	0.138	3.45805821737113e-06	RA_BT	SCAPER
FCMR	1.62176127304999e-10	0.250083105082704	0.273	0.119	3.55019760283374e-06	RA_BT	FCMR
FGD3	1.67209493385409e-10	0.206131527047914	0.352	0.169	3.66038301969999e-06	RA_BT	FGD3
USP34	1.71066268691082e-10	0.255420945772419	0.519	0.297	3.74481168791648e-06	RA_BT	USP34
XPO1	1.79187852129389e-10	0.2655252171359	0.396	0.207	3.92260127096446e-06	RA_BT	XPO1
ZBED2	1.8715336432836e-10	0.611295717284077	0.255	0.113	4.09697429851213e-06	RA_BT	ZBED2
CEP85L	1.87425211676929e-10	0.231993544520675	0.331	0.156	4.10292530881965e-06	RA_BT	CEP85L
STAT2	1.88022370749861e-10	0.251065138015097	0.301	0.14	4.11599771808522e-06	RA_BT	STAT2
CKLF	2.06527918272082e-10	0.354527233569409	0.786	0.588	4.52110265889415e-06	RA_BT	CKLF
