p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
PTPN1	2.26311630193748e-17	0.531541655333189	0.493	0.074	4.95418789657134e-13	RA_BT	PTPN1
TMEM123	2.29499702855197e-17	0.576295272302487	0.629	0.153	5.02397799520312e-13	RA_BT	TMEM123
ZNF292	2.73578652424444e-17	0.605342967858564	0.61	0.148	5.98891028022351e-13	RA_BT	ZNF292
KMT2E	3.53302050731209e-17	0.583632467213978	0.71	0.188	7.73413519255689e-13	RA_BT	KMT2E
PPP1R12A	4.08875478188925e-17	0.569214080969599	0.643	0.159	8.95069309303375e-13	RA_BT	PPP1R12A
ZC3H12D	5.67201548236556e-17	0.495348924722423	0.46	0.057	1.24166090924465e-12	RA_BT	ZC3H12D
GPRIN3	6.73549644954142e-17	0.533170965729678	0.382	0.028	1.47446752776911e-12	RA_BT	GPRIN3
JAK3	9.04534343760987e-17	0.514779253713852	0.507	0.085	1.98011613192718e-12	RA_BT	JAK3
KIAA1551	1.1899752656551e-16	0.562719309339119	0.636	0.159	2.60497485404558e-12	RA_BT	KIAA1551
GNAS	1.31049899641545e-16	0.589792061124881	0.86	0.33	2.86881335305305e-12	RA_BT	GNAS
F5	1.36136904201448e-16	0.540060208652427	0.43	0.051	2.98017296987391e-12	RA_BT	F5
RAB11FIP1	2.35785266669711e-16	0.563828572896249	0.676	0.188	5.16157527266664e-12	RA_BT	RAB11FIP1
ITGA4	2.56402396257644e-16	0.519622605904889	0.426	0.051	5.61290485647608e-12	RA_BT	ITGA4
PBXIP1	2.65601246043876e-16	0.583641874156449	0.853	0.318	5.8142768771465e-12	RA_BT	PBXIP1
GCC2	3.24533926505187e-16	0.538142788816812	0.647	0.165	7.10437218512506e-12	RA_BT	GCC2
UBE2B	5.09968864473781e-16	0.581162952137539	0.816	0.29	1.11637284121955e-11	RA_BT	UBE2B
IFITM1	5.23438721611799e-16	0.600077078975895	0.618	0.176	1.14585970548039e-11	RA_BT	IFITM1
ATRX	5.34306903447092e-16	0.545514767949029	0.721	0.205	1.16965124233603e-11	RA_BT	ATRX
KLF13	5.58715785285328e-16	0.512760748796721	0.474	0.08	1.22308472556811e-11	RA_BT	KLF13
STAT3	6.09476044646773e-16	0.515675426050696	0.665	0.176	1.33420400933625e-11	RA_BT	STAT3
AHNAK	9.40668346808024e-16	0.617297578855979	0.772	0.29	2.05921707799745e-11	RA_BT	AHNAK
PIM3	1.58883047517134e-15	0.510652232933392	0.471	0.08	3.47810879319758e-11	RA_BT	PIM3
B4GALT1	1.90064180041848e-15	0.473579552460748	0.404	0.045	4.16069496529609e-11	RA_BT	B4GALT1
HP1BP3	1.93012070910269e-15	0.488843095817757	0.621	0.159	4.2252272442967e-11	RA_BT	HP1BP3
DNAJA1	2.38558454579971e-15	0.477166596976833	0.518	0.102	5.22228312921015e-11	RA_BT	DNAJA1
KMT2A	2.41296205762272e-15	0.507227689744656	0.614	0.153	5.28221524034189e-11	RA_BT	KMT2A
GOLGB1	2.57637991717092e-15	0.504441629011632	0.482	0.085	5.63995327667887e-11	RA_BT	GOLGB1
CYTOR	2.64044760586477e-15	0.578903972399048	0.82	0.335	5.78020385399857e-11	RA_BT	CYTOR
CLIP1	3.04896381169681e-15	0.450882128686643	0.467	0.08	6.67448668018548e-11	RA_BT	CLIP1
CHD4	5.35772952949224e-15	0.433178375177525	0.445	0.068	1.17286057130115e-10	RA_BT	CHD4
AKAP13	5.45105133473964e-15	0.560049123990774	0.75	0.25	1.19328964768786e-10	RA_BT	AKAP13
LIMS1	5.47736927018318e-15	0.542982184866559	0.588	0.148	1.1990509069358e-10	RA_BT	LIMS1
CDKN1B	5.71184731853696e-15	0.517492086929986	0.592	0.148	1.25038049650092e-10	RA_BT	CDKN1B
TRPS1	5.94100170064449e-15	0.491226016999581	0.415	0.057	1.30054468228808e-10	RA_BT	TRPS1
TPM4	6.45509429379366e-15	0.508574923204902	0.592	0.148	1.41308469185437e-10	RA_BT	TPM4
IKZF1	6.50589450508928e-15	0.532684621010952	0.717	0.216	1.42420536610909e-10	RA_BT	IKZF1
GIMAP4	6.90239023304926e-15	0.563683710948934	0.537	0.131	1.51100224591681e-10	RA_BT	GIMAP4
MT-CYB	8.29414398874063e-15	0.258905692928462	0.996	0.875	1.81567106057521e-10	RA_BT	MT-CYB
MLLT6	8.61256364368375e-15	0.457860843896325	0.426	0.062	1.88537630723881e-10	RA_BT	MLLT6
FAM129A	8.79300833770415e-15	0.560440796156587	0.812	0.278	1.92487745520681e-10	RA_BT	FAM129A
NCOR1	8.93997550320123e-15	0.505236561979553	0.669	0.193	1.95705003740578e-10	RA_BT	NCOR1
PPP4R2	9.8397742547219e-15	0.449338060534278	0.423	0.062	2.15402498210117e-10	RA_BT	PPP4R2
CYLD	1.06325475275094e-14	0.541124081333606	0.695	0.222	2.32757097924708e-10	RA_BT	CYLD
LRRFIP1	1.10584523411801e-14	0.556502639960474	0.79	0.295	2.42080580200774e-10	RA_BT	LRRFIP1
RGCC	1.37402208471767e-14	0.555120700761951	0.691	0.222	3.00787174565544e-10	RA_BT	RGCC
PHIP	1.92187317813661e-14	0.450770073497469	0.449	0.074	4.20717257425886e-10	RA_BT	PHIP
BTG2	1.94990397145677e-14	0.457706805434568	0.438	0.068	4.26853478391601e-10	RA_BT	BTG2
ASH1L	2.65219594690404e-14	0.470868284339379	0.548	0.131	5.80592214736763e-10	RA_BT	ASH1L
YY1	3.02060622670723e-14	0.481820277023153	0.588	0.153	6.61240909088479e-10	RA_BT	YY1
RSF1	3.36464729350144e-14	0.48133682404178	0.493	0.102	7.36554939020401e-10	RA_BT	RSF1
P2RY10	3.40859353011504e-14	0.440587668072971	0.408	0.057	7.46175209677484e-10	RA_BT	P2RY10
GLUD1	3.76659256262414e-14	0.44921285215144	0.434	0.074	8.24544777884051e-10	RA_BT	GLUD1
CSDE1	3.91430395043298e-14	0.483447749366522	0.651	0.182	8.56880277789284e-10	RA_BT	CSDE1
EIF1AX	4.5837799540409e-14	0.445081888351984	0.522	0.119	1.00343526973909e-09	RA_BT	EIF1AX
ATP2B1	5.097319617953e-14	0.518647282861933	0.654	0.205	1.11585423756609e-09	RA_BT	ATP2B1
TMEM50A	5.96782134185045e-14	0.508955282057572	0.746	0.256	1.30641576994448e-09	RA_BT	TMEM50A
ADGRE5	6.00173563877273e-14	0.500115711532441	0.61	0.17	1.31383994868374e-09	RA_BT	ADGRE5
ATP2B4	8.42466339506336e-14	0.436428755183922	0.438	0.074	1.84424306381332e-09	RA_BT	ATP2B4
CLNS1A	8.43305221252307e-14	0.491967313770852	0.548	0.142	1.84607945984343e-09	RA_BT	CLNS1A
SBNO2	8.56841669988943e-14	0.417314145660156	0.324	0.023	1.87571209977279e-09	RA_BT	SBNO2
PDE4B	9.8885955911567e-14	0.451267963937239	0.456	0.085	2.16471246086011e-09	RA_BT	PDE4B
NFAT5	1.14398274677498e-13	0.433416624974621	0.404	0.062	2.50429263096511e-09	RA_BT	NFAT5
CCNL1	1.16042738767e-13	0.434574481183355	0.533	0.119	2.54029159434841e-09	RA_BT	CCNL1
CUL3	1.1645279447831e-13	0.43109257651534	0.482	0.102	2.54926812392469e-09	RA_BT	CUL3
UQCRB	1.19237499199763e-13	0.51991620553887	0.919	0.449	2.61022809498202e-09	RA_BT	UQCRB
JMJD1C	1.2084275649467e-13	0.418012013519832	0.463	0.091	2.64536878242483e-09	RA_BT	JMJD1C
DYNC1H1	1.21036332215715e-13	0.40862833220947	0.471	0.091	2.64960634853422e-09	RA_BT	DYNC1H1
FNBP4	1.229998471784e-13	0.460385518891661	0.471	0.097	2.69258965458235e-09	RA_BT	FNBP4
TMEM120B	1.32462711657276e-13	0.386837297007831	0.346	0.034	2.89974122088943e-09	RA_BT	TMEM120B
SCAF11	1.34381427546065e-13	0.487816974614827	0.724	0.227	2.9417438304109e-09	RA_BT	SCAF11
IFI16	1.51570418444071e-13	0.536118882820941	0.768	0.284	3.31802803015916e-09	RA_BT	IFI16
IVNS1ABP	1.67112024466516e-13	0.468657520437219	0.463	0.097	3.6582493275965e-09	RA_BT	IVNS1ABP
TENT5C	1.68843309676371e-13	0.438224556785203	0.36	0.045	3.69614889212543e-09	RA_BT	TENT5C
RBM39	1.69773529296583e-13	0.508670720404083	0.831	0.307	3.7165123298315e-09	RA_BT	RBM39
SAMHD1	1.75807700472649e-13	0.537014293505842	0.838	0.33	3.84860637104676e-09	RA_BT	SAMHD1
LDLR	1.85702242691198e-13	0.415814634975614	0.29	0.011	4.06520779475301e-09	RA_BT	LDLR
TUT4	1.86095586645813e-13	0.454295184480497	0.467	0.097	4.0738184872635e-09	RA_BT	TUT4
PRDM2	1.97420713825617e-13	0.405022158885145	0.5	0.108	4.32173684635659e-09	RA_BT	PRDM2
STK17A	2.14308698478024e-13	0.44073112069695	0.408	0.068	4.69143171838241e-09	RA_BT	STK17A
WNK1	2.25558029262582e-13	0.466600486147285	0.592	0.165	4.93769081858718e-09	RA_BT	WNK1
STAT5B	2.55380183927536e-13	0.433452760299523	0.434	0.08	5.59052760635768e-09	RA_BT	STAT5B
ROCK1	2.65361254762089e-13	0.448358994323824	0.603	0.165	5.8090232279969e-09	RA_BT	ROCK1
KLF3	2.7498057888764e-13	0.46281139163071	0.375	0.051	6.01959985242932e-09	RA_BT	KLF3
ANP32E	2.78126124288511e-13	0.460188595998999	0.57	0.153	6.0884589867998e-09	RA_BT	ANP32E
NOP58	2.88798135825313e-13	0.426944415017534	0.493	0.114	6.32207999135194e-09	RA_BT	NOP58
MTPN	3.06425043481968e-13	0.429321447882978	0.474	0.102	6.70795062686375e-09	RA_BT	MTPN
RORA	3.106547865291e-13	0.495260683749269	0.658	0.205	6.80054393190852e-09	RA_BT	RORA
GON4L	3.27976357202593e-13	0.37824284582421	0.39	0.057	7.17973043552195e-09	RA_BT	GON4L
KTN1	4.89854662799234e-13	0.43282764059096	0.54	0.136	1.0723408423338e-08	RA_BT	KTN1
RSRP1	5.0851623638768e-13	0.49289108363125	0.717	0.256	1.11319289307627e-08	RA_BT	RSRP1
YWHAH	5.41031272844811e-13	0.456085597866797	0.64	0.193	1.18437155938458e-08	RA_BT	YWHAH
CASP8	5.43663430068347e-13	0.436622258266206	0.551	0.142	1.19013361476262e-08	RA_BT	CASP8
LDHA	5.44602629923204e-13	0.517996008245155	0.816	0.364	1.19218961716489e-08	RA_BT	LDHA
RAB27A	5.49336477631173e-13	0.364282264139621	0.46	0.091	1.2025524831824e-08	RA_BT	RAB27A
SLC3A2	6.02101694527069e-13	0.406092847177337	0.419	0.074	1.31806081948921e-08	RA_BT	SLC3A2
TMF1	6.04868602566394e-13	0.407896704983415	0.426	0.08	1.32411785787809e-08	RA_BT	TMF1
KRAS	7.17025053315559e-13	0.415990750473814	0.467	0.102	1.56963954421309e-08	RA_BT	KRAS
MBP	7.18033883445981e-13	0.46677639173298	0.555	0.153	1.5718479742516e-08	RA_BT	MBP
DDX6	7.67495924604589e-13	0.451864664858981	0.636	0.188	1.68012532855191e-08	RA_BT	DDX6
PARP14	8.03873058621927e-13	0.397647543180741	0.404	0.068	1.75975851262926e-08	RA_BT	PARP14
RNMT	8.35527032442889e-13	0.380864191844693	0.408	0.068	1.82905222672073e-08	RA_BT	RNMT
DIP2A	8.39174840717326e-13	0.394103060005603	0.368	0.051	1.8370376438143e-08	RA_BT	DIP2A
CLEC2B	8.91273318157664e-13	0.415650778724836	0.353	0.045	1.95108642077894e-08	RA_BT	CLEC2B
EIF4A2	9.44259371513009e-13	0.442914500013813	0.761	0.256	2.06707819017913e-08	RA_BT	EIF4A2
LPIN2	1.00617713454422e-12	0.387716876567732	0.316	0.028	2.20262236523076e-08	RA_BT	LPIN2
SRRM2	1.01685622903422e-12	0.48809650289208	0.728	0.267	2.2259999709788e-08	RA_BT	SRRM2
MACF1	1.09835950015725e-12	0.421226899544408	0.397	0.068	2.40441878179424e-08	RA_BT	MACF1
KIAA1109	1.11800618342788e-12	0.416843659524845	0.338	0.04	2.44742733614197e-08	RA_BT	KIAA1109
PARP9	1.11800983335384e-12	0.409830526324698	0.338	0.04	2.44743532619489e-08	RA_BT	PARP9
CTSB	1.12174155488217e-12	0.457900356210325	0.599	0.182	2.45560443779255e-08	RA_BT	CTSB
RPS20	1.20189283955649e-12	0.448340484514616	0.945	0.562	2.63106361507311e-08	RA_BT	RPS20
BCL2	1.2382100107816e-12	0.440105352032018	0.515	0.131	2.71056553460199e-08	RA_BT	BCL2
APOL6	1.26536903851475e-12	0.388075793070198	0.445	0.091	2.77001936221265e-08	RA_BT	APOL6
SLTM	1.31148346844626e-12	0.4045722185387	0.493	0.114	2.87096846077572e-08	RA_BT	SLTM
DOCK8	1.38547017627611e-12	0.448076116202688	0.555	0.153	3.03293276288603e-08	RA_BT	DOCK8
ACTR2	1.53788455317567e-12	0.480808766864567	0.717	0.244	3.36658307535685e-08	RA_BT	ACTR2
KIF2A	1.72558117946358e-12	0.398697228970954	0.434	0.085	3.77746975996373e-08	RA_BT	KIF2A
FTX	1.79371410235672e-12	0.428376280176971	0.518	0.131	3.92661954146909e-08	RA_BT	FTX
DEK	1.99904173071402e-12	0.461925334505146	0.699	0.239	4.37610225270605e-08	RA_BT	DEK
COX7B	2.05249777654781e-12	0.442780278761124	0.691	0.222	4.49312288264081e-08	RA_BT	COX7B
PIM1	2.75111104169643e-12	0.462026555587171	0.592	0.182	6.02245718137765e-08	RA_BT	PIM1
TAGAP	2.83360941089492e-12	0.436465045312124	0.415	0.08	6.20305436139006e-08	RA_BT	TAGAP
ITSN2	2.9677576229628e-12	0.370978867467416	0.368	0.057	6.49671821242787e-08	RA_BT	ITSN2
KAT6A	3.07610596937872e-12	0.408217991448095	0.408	0.08	6.73390357756696e-08	RA_BT	KAT6A
KRTCAP2	3.08278351778107e-12	0.429458363673257	0.585	0.17	6.74852139877453e-08	RA_BT	KRTCAP2
NAA50	3.19297530549034e-12	0.39190833980299	0.327	0.04	6.9897422412489e-08	RA_BT	NAA50
HERC4	3.25137881799006e-12	0.397272934688452	0.43	0.085	7.11759337046203e-08	RA_BT	HERC4
DNAJB6	3.2975439181137e-12	0.399757054135961	0.57	0.159	7.21865339114271e-08	RA_BT	DNAJB6
GBP4	3.50429216430957e-12	0.416706923677261	0.404	0.08	7.67124597689008e-08	RA_BT	GBP4
FYB1	3.55575788999908e-12	0.497340883734681	0.901	0.449	7.78390959699699e-08	RA_BT	FYB1
SF3B1	3.74602502361677e-12	0.426582820910291	0.647	0.205	8.20042337919948e-08	RA_BT	SF3B1
TAF1D	4.28012011050247e-12	0.387364104105997	0.518	0.131	9.36961093390096e-08	RA_BT	TAF1D
KDSR	4.39276238863344e-12	0.421142783869917	0.438	0.097	9.61619614495747e-08	RA_BT	KDSR
SPATS2L	4.437231558578e-12	0.384354297184498	0.353	0.051	9.7135436048831e-08	RA_BT	SPATS2L
PCM1	4.65415573183419e-12	0.406933637599163	0.526	0.136	1.01884123125582e-07	RA_BT	PCM1
MIDN	5.11451309979968e-12	0.369416926643224	0.316	0.034	1.11961806267715e-07	RA_BT	MIDN
MAP3K1	6.34194614138046e-12	0.363872510968454	0.449	0.097	1.3883154298096e-07	RA_BT	MAP3K1
TSHZ2	6.50289491934192e-12	0.454708866410363	0.335	0.045	1.42354872679314e-07	RA_BT	TSHZ2
NSMCE3	6.54492511906589e-12	0.370419028872431	0.386	0.068	1.43274955781471e-07	RA_BT	NSMCE3
JPX	6.68831231635368e-12	0.357997694160665	0.419	0.085	1.46413844917298e-07	RA_BT	JPX
TTC3	6.853393595878e-12	0.388704011424139	0.393	0.074	1.50027639207365e-07	RA_BT	TTC3
SYNRG	6.89491256849473e-12	0.350995815571755	0.401	0.074	1.50936531036918e-07	RA_BT	SYNRG
AC005224.3	7.04925267820903e-12	0.448644878545479	0.375	0.068	1.54315190378674e-07	RA_BT	AC005224.3
S100A8	7.16306541297813e-12	0.366351435666158	0.246	0.006	1.56806664955504e-07	RA_BT	S100A8
XAF1	7.8483220441087e-12	0.453865356713767	0.412	0.091	1.71807617867583e-07	RA_BT	XAF1
USP8	8.17721976796402e-12	0.421366030640638	0.456	0.108	1.790075179405e-07	RA_BT	USP8
ORAI1	8.53799432639484e-12	0.372913684413992	0.445	0.097	1.86905233799109e-07	RA_BT	ORAI1
